date,eBay,isPartial
2015-08-18,82,False
2015-08-19,78,False
2015-08-20,77,False
2015-08-21,76,False
2015-08-22,80,False
2015-08-23,90,False
2015-08-24,79,False
2015-08-25,80,False
2015-08-26,78,False
2015-08-27,76,False
2015-08-28,77,False
2015-08-29,79,False
2015-08-30,86,False
2015-08-31,78,False
2015-09-01,79,False
2015-09-02,76,False
2015-09-03,75,False
2015-09-04,76,False
2015-09-05,81,False
2015-09-06,89,False
2015-09-07,80,False
2015-09-08,76,False
2015-09-09,75,False
2015-09-10,73,False
2015-09-11,72,False
2015-09-12,79,False
2015-09-13,89,False
2015-09-14,78,False
2015-09-15,76,False
2015-09-16,80,False
2015-09-17,76,False
2015-09-18,75,False
2015-09-19,79,False
2015-09-20,89,False
2015-09-21,80,False
2015-09-22,80,False
2015-09-23,77,False
2015-09-24,76,False
2015-09-25,77,False
2015-09-26,81,False
2015-09-27,89,False
2015-09-28,78,False
2015-09-29,78,False
2015-09-30,77,False
2015-10-01,76,False
2015-10-02,74,False
2015-10-03,83,False
2015-10-04,91,False
2015-10-05,79,False
2015-10-06,81,False
2015-10-07,79,False
2015-10-08,75,False
2015-10-09,76,False
2015-10-10,83,False
2015-10-11,94,False
2015-10-12,84,False
2015-10-13,80,False
2015-10-14,78,False
2015-10-15,79,False
2015-10-16,79,False
2015-10-17,83,False
2015-10-18,96,False
2015-10-19,79,False
2015-10-20,78,False
2015-10-21,80,False
2015-10-22,77,False
2015-10-23,76,False
2015-10-24,82,False
2015-10-25,92,False
2015-10-26,81,False
2015-10-27,78,False
2015-10-28,77,False
2015-10-29,77,False
2015-10-30,74,False
2015-10-31,77,False
2015-11-01,90,False
2015-11-02,83,False
2015-11-03,79,False
2015-11-04,77,False
2015-11-05,77,False
2015-11-06,78,False
2015-11-07,85,False
2015-11-08,92,False
2015-11-09,83,False
2015-11-10,80,False
2015-11-11,81,False
2015-11-12,78,False
2015-11-13,78,False
2015-11-14,85,False
2015-11-15,94,False
2015-11-16,81,False
2015-11-17,78,False
2015-11-18,77,False
2015-11-19,79,False
2015-11-20,79,False
2015-11-21,84,False
2015-11-22,96,False
2015-11-23,83,False
