date,eBay,isPartial
2017-10-06,76,False
2017-10-07,85,False
2017-10-08,94,False
2017-10-09,83,False
2017-10-10,79,False
2017-10-11,79,False
2017-10-12,80,False
2017-10-13,77,False
2017-10-14,80,False
2017-10-15,90,False
2017-10-16,80,False
2017-10-17,78,False
2017-10-18,77,False
2017-10-19,78,False
2017-10-20,76,False
2017-10-21,84,False
2017-10-22,93,False
2017-10-23,83,False
2017-10-24,79,False
2017-10-25,76,False
2017-10-26,77,False
2017-10-27,76,False
2017-10-28,79,False
2017-10-29,91,False
2017-10-30,75,False
2017-10-31,77,False
2017-11-01,81,False
2017-11-02,79,False
2017-11-03,77,False
2017-11-04,85,False
2017-11-05,94,False
2017-11-06,82,False
2017-11-07,82,False
2017-11-08,83,False
2017-11-09,80,False
2017-11-10,79,False
2017-11-11,86,False
2017-11-12,99,False
2017-11-13,83,False
2017-11-14,82,False
2017-11-15,81,False
2017-11-16,79,False
2017-11-17,79,False
2017-11-18,85,False
2017-11-19,95,False
2017-11-20,83,False
2017-11-21,82,False
2017-11-22,82,False
2017-11-23,82,False
2017-11-24,93,False
2017-11-25,90,False
2017-11-26,100,False
2017-11-27,91,False
2017-11-28,85,False
2017-11-29,82,False
2017-11-30,81,False
2017-12-01,78,False
2017-12-02,83,False
2017-12-03,94,False
2017-12-04,86,False
2017-12-05,83,False
2017-12-06,77,False
2017-12-07,79,False
2017-12-08,78,False
2017-12-09,83,False
2017-12-10,91,False
2017-12-11,81,False
2017-12-12,79,False
2017-12-13,78,False
2017-12-14,76,False
2017-12-15,74,False
2017-12-16,81,False
2017-12-17,87,False
2017-12-18,77,False
2017-12-19,73,False
2017-12-20,70,False
2017-12-21,68,False
2017-12-22,64,False
2017-12-23,64,False
2017-12-24,60,False
2017-12-25,69,False
2017-12-26,78,False
2017-12-27,78,False
2017-12-28,79,False
2017-12-29,76,False
2017-12-30,75,False
2017-12-31,67,False
2018-01-01,75,False
2018-01-02,78,False
2018-01-03,77,False
2018-01-04,78,False
2018-01-05,74,False
2018-01-06,79,False
2018-01-07,87,False
2018-01-08,75,False
2018-01-09,72,False
2018-01-10,74,False
2018-01-11,73,False
2018-01-12,71,False
2018-01-13,76,False
2018-01-14,86,False
2018-01-15,74,False
