date,eBay,isPartial
2012-06-04,66,False
2012-06-05,66,False
2012-06-06,66,False
2012-06-07,68,False
2012-06-08,66,False
2012-06-09,74,False
2012-06-10,81,False
2012-06-11,67,False
2012-06-12,68,False
2012-06-13,68,False
2012-06-14,65,False
2012-06-15,66,False
2012-06-16,74,False
2012-06-17,79,False
2012-06-18,68,False
2012-06-19,68,False
2012-06-20,66,False
2012-06-21,65,False
2012-06-22,64,False
2012-06-23,73,False
2012-06-24,80,False
2012-06-25,69,False
2012-06-26,66,False
2012-06-27,67,False
2012-06-28,63,False
2012-06-29,65,False
2012-06-30,70,False
2012-07-01,80,False
2012-07-02,70,False
2012-07-03,67,False
2012-07-04,69,False
2012-07-05,64,False
2012-07-06,66,False
2012-07-07,73,False
2012-07-08,81,False
2012-07-09,69,False
2012-07-10,71,False
2012-07-11,68,False
2012-07-12,72,False
2012-07-13,69,False
2012-07-14,74,False
2012-07-15,83,False
2012-07-16,71,False
2012-07-17,70,False
2012-07-18,67,False
2012-07-19,69,False
2012-07-20,68,False
2012-07-21,74,False
2012-07-22,83,False
2012-07-23,67,False
2012-07-24,69,False
2012-07-25,65,False
2012-07-26,64,False
2012-07-27,65,False
2012-07-28,70,False
2012-07-29,80,False
2012-07-30,66,False
2012-07-31,66,False
2012-08-01,64,False
2012-08-02,67,False
2012-08-03,66,False
2012-08-04,71,False
2012-08-05,78,False
2012-08-06,69,False
2012-08-07,67,False
2012-08-08,68,False
2012-08-09,65,False
2012-08-10,64,False
2012-08-11,70,False
2012-08-12,78,False
2012-08-13,69,False
2012-08-14,68,False
2012-08-15,68,False
2012-08-16,66,False
2012-08-17,66,False
2012-08-18,70,False
2012-08-19,78,False
2012-08-20,68,False
2012-08-21,67,False
2012-08-22,67,False
2012-08-23,66,False
2012-08-24,66,False
2012-08-25,73,False
2012-08-26,80,False
2012-08-27,70,False
2012-08-28,68,False
2012-08-29,71,False
2012-08-30,68,False
2012-08-31,67,False
2012-09-01,73,False
2012-09-02,79,False
2012-09-03,73,False
2012-09-04,67,False
2012-09-05,65,False
2012-09-06,67,False
2012-09-07,67,False
2012-09-08,71,False
2012-09-09,77,False
2012-09-10,69,False
2012-09-11,67,False
2012-09-12,69,False
2012-09-13,69,False
2012-09-14,70,False
2012-09-15,72,False
2012-09-16,80,False
2012-09-17,73,False
2012-09-18,69,False
2012-09-19,71,False
2012-09-20,69,False
2012-09-21,69,False
2012-09-22,75,False
2012-09-23,83,False
2012-09-24,74,False
2012-09-25,72,False
2012-09-26,71,False
2012-09-27,69,False
2012-09-28,73,False
2012-09-29,76,False
2012-09-30,85,False
2012-10-01,73,False
2012-10-02,70,False
2012-10-03,71,False
2012-10-04,74,False
2012-10-05,76,False
2012-10-06,84,False
2012-10-07,91,False
2012-10-08,76,False
2012-10-09,77,False
2012-10-10,77,False
2012-10-11,79,False
2012-10-12,78,False
2012-10-13,84,False
2012-10-14,92,False
2012-10-15,81,False
2012-10-16,76,False
2012-10-17,77,False
2012-10-18,79,False
2012-10-19,75,False
2012-10-20,83,False
2012-10-21,93,False
2012-10-22,81,False
2012-10-23,79,False
2012-10-24,76,False
2012-10-25,76,False
2012-10-26,78,False
2012-10-27,86,False
2012-10-28,93,False
2012-10-29,77,False
2012-10-30,75,False
2012-10-31,70,False
2012-11-01,82,False
2012-11-02,81,False
2012-11-03,83,False
2012-11-04,94,False
2012-11-05,78,False
2012-11-06,80,False
2012-11-07,74,False
2012-11-08,80,False
2012-11-09,77,False
2012-11-10,86,False
2012-11-11,94,False
2012-11-12,82,False
2012-11-13,81,False
2012-11-14,80,False
2012-11-15,79,False
2012-11-16,80,False
2012-11-17,86,False
2012-11-18,99,False
2012-11-19,85,False
2012-11-20,84,False
2012-11-21,84,False
2012-11-22,79,False
2012-11-23,86,False
2012-11-24,91,False
2012-11-25,100,False
2012-11-26,88,False
2012-11-27,85,False
2012-11-28,79,False
2012-11-29,80,False
2012-11-30,79,False
2012-12-01,87,False
2012-12-02,100,False
2012-12-03,86,False
2012-12-04,83,False
2012-12-05,80,False
2012-12-06,83,False
2012-12-07,83,False
2012-12-08,91,False
2012-12-09,98,False
2012-12-10,84,False
2012-12-11,85,False
2012-12-12,82,False
2012-12-13,80,False
2012-12-14,79,False
2012-12-15,84,False
2012-12-16,94,False
2012-12-17,81,False
2012-12-18,78,False
2012-12-19,74,False
2012-12-20,70,False
2012-12-21,68,False
2012-12-22,73,False
2012-12-23,76,False
2012-12-24,63,False
2012-12-25,76,False
2012-12-26,78,False
2012-12-27,82,False
2012-12-28,78,False
2012-12-29,83,False
2012-12-30,88,False
2012-12-31,73,False
2013-01-01,82,False
2013-01-02,78,False
2013-01-03,79,False
2013-01-04,79,False
2013-01-05,86,False
2013-01-06,89,False
2013-01-07,77,False
2013-01-08,78,False
2013-01-09,77,False
2013-01-10,74,False
2013-01-11,76,False
2013-01-12,85,False
2013-01-13,91,False
2013-01-14,77,False
2013-01-15,74,False
2013-01-16,77,False
2013-01-17,77,False
2013-01-18,78,False
2013-01-19,85,False
2013-01-20,92,False
2013-01-21,80,False
2013-01-22,75,False
2013-01-23,78,False
2013-01-24,75,False
2013-01-25,75,False
2013-01-26,83,False
2013-01-27,94,False
2013-01-28,79,False
2013-01-29,77,False
2013-01-30,76,False
2013-01-31,73,False
2013-02-01,74,False
2013-02-02,85,False
2013-02-03,92,False
2013-02-04,79,False
2013-02-05,75,False
2013-02-06,76,False
2013-02-07,77,False
2013-02-08,73,False
2013-02-09,85,False
2013-02-10,95,False
2013-02-11,79,False
2013-02-12,79,False
2013-02-13,73,False
2013-02-14,70,False
2013-02-15,75,False
2013-02-16,83,False
2013-02-17,91,False
2013-02-18,78,False
2013-02-19,76,False
