date,eBay,isPartial
2011-01-01,88,False
2011-01-02,93,False
2011-01-03,84,False
2011-01-04,78,False
2011-01-05,76,False
2011-01-06,80,False
2011-01-07,81,False
2011-01-08,87,False
2011-01-09,93,False
2011-01-10,82,False
2011-01-11,77,False
2011-01-12,77,False
2011-01-13,79,False
2011-01-14,78,False
2011-01-15,88,False
2011-01-16,92,False
2011-01-17,82,False
2011-01-18,78,False
2011-01-19,79,False
2011-01-20,77,False
2011-01-21,78,False
2011-01-22,87,False
2011-01-23,98,False
2011-01-24,77,False
2011-01-25,78,False
2011-01-26,78,False
2011-01-27,77,False
2011-01-28,78,False
2011-01-29,89,False
2011-01-30,100,False
2011-01-31,82,False
2011-02-01,82,False
2011-02-02,78,False
2011-02-03,82,False
2011-02-04,82,False
2011-02-05,93,False
2011-02-06,97,False
2011-02-07,81,False
2011-02-08,82,False
2011-02-09,78,False
2011-02-10,78,False
2011-02-11,80,False
2011-02-12,88,False
2011-02-13,96,False
2011-02-14,77,False
2011-02-15,77,False
2011-02-16,77,False
2011-02-17,78,False
2011-02-18,79,False
2011-02-19,88,False
2011-02-20,94,False
2011-02-21,82,False
2011-02-22,80,False
2011-02-23,78,False
2011-02-24,77,False
2011-02-25,77,False
2011-02-26,86,False
2011-02-27,95,False
2011-02-28,80,False
2011-03-01,79,False
2011-03-02,80,False
2011-03-03,79,False
2011-03-04,78,False
2011-03-05,89,False
2011-03-06,99,False
2011-03-07,81,False
2011-03-08,81,False
2011-03-09,78,False
2011-03-10,79,False
2011-03-11,74,False
2011-03-12,76,False
2011-03-13,80,False
2011-03-14,71,False
2011-03-15,78,False
2011-03-16,80,False
2011-03-17,76,False
2011-03-18,77,False
2011-03-19,83,False
2011-03-20,96,False
2011-03-21,78,False
2011-03-22,78,False
2011-03-23,79,False
2011-03-24,75,False
2011-03-25,78,False
2011-03-26,87,False
2011-03-27,96,False
2011-03-28,82,False
2011-03-29,82,False
2011-03-30,79,False
2011-03-31,79,False
2011-04-01,79,False
2011-04-02,83,False
2011-04-03,94,False
2011-04-04,80,False
2011-04-05,78,False
2011-04-06,77,False
2011-04-07,74,False
2011-04-08,73,False
2011-04-09,82,False
2011-04-10,89,False
2011-04-11,78,False
2011-04-12,76,False
2011-04-13,79,False
2011-04-14,79,False
2011-04-15,77,False
2011-04-16,85,False
2011-04-17,91,False
2011-04-18,79,False
2011-04-19,78,False
2011-04-20,73,False
2011-04-21,76,False
2011-04-22,77,False
2011-04-23,80,False
2011-04-24,88,False
2011-04-25,80,False
2011-04-26,80,False
2011-04-27,75,False
2011-04-28,74,False
2011-04-29,71,False
2011-04-30,79,False
2011-05-01,88,False
2011-05-02,76,False
2011-05-03,80,False
2011-05-04,75,False
2011-05-05,76,False
2011-05-06,72,False
2011-05-07,81,False
2011-05-08,89,False
2011-05-09,78,False
2011-05-10,79,False
2011-05-11,77,False
2011-05-12,77,False
2011-05-13,76,False
2011-05-14,85,False
2011-05-15,97,False
2011-05-16,81,False
2011-05-17,79,False
2011-05-18,75,False
2011-05-19,74,False
2011-05-20,74,False
2011-05-21,79,False
2011-05-22,93,False
2011-05-23,80,False
2011-05-24,78,False
2011-05-25,76,False
2011-05-26,74,False
2011-05-27,75,False
2011-05-28,83,False
2011-05-29,89,False
