date,eBay,isPartial
2018-02-13,82,False
2018-02-14,76,False
2018-02-15,79,False
2018-02-16,79,False
2018-02-17,89,False
2018-02-18,100,False
2018-02-19,92,False
2018-02-20,82,False
2018-02-21,83,False
2018-02-22,81,False
2018-02-23,80,False
2018-02-24,89,False
2018-02-25,96,False
2018-02-26,85,False
2018-02-27,82,False
2018-02-28,81,False
2018-03-01,81,False
2018-03-02,83,False
2018-03-03,89,False
2018-03-04,99,False
2018-03-05,84,False
2018-03-06,81,False
2018-03-07,84,False
2018-03-08,81,False
2018-03-09,81,False
2018-03-10,90,False
2018-03-11,94,False
2018-03-12,84,False
2018-03-13,83,False
2018-03-14,79,False
2018-03-15,80,False
2018-03-16,79,False
2018-03-17,90,False
2018-03-18,99,False
2018-03-19,83,False
2018-03-20,82,False
2018-03-21,81,False
2018-03-22,82,False
2018-03-23,76,False
2018-03-24,87,False
2018-03-25,94,False
2018-03-26,84,False
2018-03-27,81,False
2018-03-28,81,False
2018-03-29,78,False
2018-03-30,84,False
2018-03-31,84,False
2018-04-01,88,False
2018-04-02,87,False
2018-04-03,82,False
2018-04-04,81,False
2018-04-05,79,False
2018-04-06,77,False
2018-04-07,82,False
2018-04-08,92,False
2018-04-09,85,False
2018-04-10,80,False
2018-04-11,79,False
2018-04-12,81,False
2018-04-13,79,False
2018-04-14,79,False
2018-04-15,93,False
2018-04-16,82,False
2018-04-17,78,False
2018-04-18,74,False
2018-04-19,75,False
2018-04-20,72,False
2018-04-21,80,False
2018-04-22,93,False
2018-04-23,83,False
2018-04-24,81,False
2018-04-25,79,False
2018-04-26,77,False
2018-04-27,75,False
2018-04-28,82,False
2018-04-29,89,False
2018-04-30,80,False
2018-05-01,85,False
2018-05-02,79,False
2018-05-03,77,False
2018-05-04,74,False
2018-05-05,77,False
2018-05-06,82,False
2018-05-07,77,False
2018-05-08,79,False
2018-05-09,71,False
2018-05-10,77,False
2018-05-11,72,False
2018-05-12,77,False
2018-05-13,87,False
2018-05-14,77,False
2018-05-15,75,False
2018-05-16,78,False
2018-05-17,72,False
2018-05-18,72,False
2018-05-19,70,False
2018-05-20,82,False
2018-05-21,78,False
2018-05-22,75,False
2018-05-23,74,False
2018-05-24,70,False
2018-05-25,70,False
2018-05-26,72,False
2018-05-27,84,False
2018-05-28,76,False
2018-05-29,75,False
2018-05-30,76,False
2018-05-31,78,False
2018-06-01,74,False
2018-06-02,80,False
2018-06-03,87,False
2018-06-04,76,False
2018-06-05,75,False
2018-06-06,77,False
2018-06-07,76,False
2018-06-08,73,False
2018-06-09,76,False
2018-06-10,87,False
2018-06-11,77,False
2018-06-12,76,False
2018-06-13,78,False
2018-06-14,74,False
2018-06-15,72,False
2018-06-16,75,False
2018-06-17,82,False
2018-06-18,73,False
2018-06-19,74,False
2018-06-20,71,False
2018-06-21,72,False
2018-06-22,71,False
2018-06-23,73,False
2018-06-24,81,False
2018-06-25,73,False
2018-06-26,72,False
2018-06-27,71,False
2018-06-28,71,False
