date,eBay,isPartial
2013-11-06,78,False
2013-11-07,80,False
2013-11-08,78,False
2013-11-09,83,False
2013-11-10,98,False
2013-11-11,84,False
2013-11-12,80,False
2013-11-13,80,False
2013-11-14,76,False
2013-11-15,82,False
2013-11-16,85,False
2013-11-17,100,False
2013-11-18,87,False
2013-11-19,81,False
2013-11-20,83,False
2013-11-21,80,False
2013-11-22,80,False
2013-11-23,88,False
2013-11-24,100,False
2013-11-25,84,False
2013-11-26,83,False
2013-11-27,82,False
2013-11-28,80,False
2013-11-29,88,False
2013-11-30,90,False
2013-12-01,96,False
2013-12-02,85,False
2013-12-03,86,False
2013-12-04,80,False
2013-12-05,81,False
2013-12-06,79,False
2013-12-07,88,False
2013-12-08,100,False
2013-12-09,81,False
2013-12-10,83,False
2013-12-11,81,False
2013-12-12,80,False
2013-12-13,78,False
2013-12-14,86,False
2013-12-15,94,False
2013-12-16,82,False
2013-12-17,80,False
2013-12-18,78,False
2013-12-19,73,False
2013-12-20,70,False
2013-12-21,73,False
2013-12-22,80,False
2013-12-23,69,False
2013-12-24,63,False
2013-12-25,77,False
2013-12-26,78,False
2013-12-27,80,False
2013-12-28,84,False
2013-12-29,89,False
2013-12-30,78,False
2013-12-31,71,False
2014-01-01,82,False
2014-01-02,83,False
2014-01-03,81,False
2014-01-04,84,False
2014-01-05,92,False
2014-01-06,78,False
2014-01-07,77,False
2014-01-08,73,False
2014-01-09,75,False
2014-01-10,75,False
2014-01-11,82,False
2014-01-12,91,False
2014-01-13,77,False
2014-01-14,75,False
2014-01-15,75,False
2014-01-16,75,False
2014-01-17,72,False
2014-01-18,83,False
2014-01-19,92,False
2014-01-20,78,False
2014-01-21,76,False
2014-01-22,73,False
2014-01-23,72,False
2014-01-24,75,False
2014-01-25,78,False
2014-01-26,92,False
2014-01-27,74,False
2014-01-28,74,False
2014-01-29,74,False
2014-01-30,76,False
2014-01-31,73,False
2014-02-01,81,False
2014-02-02,90,False
2014-02-03,75,False
2014-02-04,74,False
2014-02-05,75,False
2014-02-06,77,False
2014-02-07,72,False
2014-02-08,83,False
2014-02-09,90,False
2014-02-10,83,False
2014-02-11,83,False
2014-02-12,77,False
2014-02-13,77,False
2014-02-14,71,False
2014-02-15,81,False
2014-02-16,93,False
2014-02-17,78,False
2014-02-18,76,False
2014-02-19,74,False
2014-02-20,72,False
2014-02-21,72,False
2014-02-22,78,False
2014-02-23,85,False
2014-02-24,75,False
2014-02-25,74,False
2014-02-26,73,False
2014-02-27,72,False
2014-02-28,76,False
2014-03-01,81,False
2014-03-02,88,False
2014-03-03,76,False
2014-03-04,74,False
2014-03-05,74,False
2014-03-06,73,False
2014-03-07,72,False
2014-03-08,76,False
2014-03-09,85,False
2014-03-10,76,False
2014-03-11,75,False
2014-03-12,72,False
2014-03-13,71,False
2014-03-14,70,False
2014-03-15,80,False
2014-03-16,89,False
2014-03-17,75,False
2014-03-18,75,False
2014-03-19,73,False
2014-03-20,71,False
2014-03-21,72,False
2014-03-22,80,False
2014-03-23,87,False
2014-03-24,77,False
2014-03-25,71,False
2014-03-26,76,False
2014-03-27,73,False
2014-03-28,74,False
2014-03-29,77,False
2014-03-30,86,False
2014-03-31,74,False
2014-04-01,71,False
2014-04-02,69,False
2014-04-03,73,False
2014-04-04,71,False
2014-04-05,77,False
2014-04-06,86,False
2014-04-07,73,False
2014-04-08,74,False
2014-04-09,69,False
2014-04-10,72,False
2014-04-11,71,False
2014-04-12,75,False
2014-04-13,83,False
2014-04-14,77,False
2014-04-15,72,False
2014-04-16,71,False
2014-04-17,68,False
2014-04-18,77,False
2014-04-19,72,False
2014-04-20,79,False
2014-04-21,79,False
2014-04-22,73,False
2014-04-23,71,False
2014-04-24,70,False
2014-04-25,73,False
2014-04-26,75,False
2014-04-27,86,False
2014-04-28,73,False
2014-04-29,72,False
2014-04-30,72,False
2014-05-01,78,False
2014-05-02,74,False
2014-05-03,76,False
2014-05-04,85,False
2014-05-05,75,False
2014-05-06,77,False
2014-05-07,72,False
2014-05-08,74,False
2014-05-09,75,False
2014-05-10,77,False
2014-05-11,84,False
2014-05-12,75,False
2014-05-13,72,False
2014-05-14,70,False
2014-05-15,71,False
2014-05-16,68,False
2014-05-17,71,False
2014-05-18,80,False
2014-05-19,72,False
2014-05-20,71,False
2014-05-21,90,False
2014-05-22,92,False
2014-05-23,77,False
2014-05-24,81,False
2014-05-25,87,False
2014-05-26,85,False
2014-05-27,85,False
2014-05-28,78,False
2014-05-29,77,False
2014-05-30,72,False
2014-05-31,75,False
2014-06-01,85,False
2014-06-02,72,False
2014-06-03,74,False
2014-06-04,73,False
2014-06-05,69,False
2014-06-06,66,False
2014-06-07,73,False
2014-06-08,78,False
2014-06-09,73,False
2014-06-10,70,False
2014-06-11,68,False
2014-06-12,66,False
2014-06-13,64,False
2014-06-14,70,False
2014-06-15,81,False
2014-06-16,68,False
2014-06-17,68,False
2014-06-18,67,False
2014-06-19,71,False
2014-06-20,68,False
2014-06-21,71,False
2014-06-22,81,False
2014-06-23,72,False
2014-06-24,69,False
2014-06-25,70,False
2014-06-26,66,False
2014-06-27,70,False
