date,Comcast,isPartial
2018-02-13,55,False
2018-02-14,50,False
2018-02-15,56,False
2018-02-16,68,False
2018-02-17,54,False
2018-02-18,44,False
2018-02-19,54,False
2018-02-20,54,False
2018-02-21,50,False
2018-02-22,53,False
2018-02-23,57,False
2018-02-24,51,False
2018-02-25,46,False
2018-02-26,53,False
2018-02-27,63,False
2018-02-28,60,False
2018-03-01,59,False
2018-03-02,67,False
2018-03-03,63,False
2018-03-04,53,False
2018-03-05,59,False
2018-03-06,57,False
2018-03-07,59,False
2018-03-08,61,False
2018-03-09,57,False
2018-03-10,52,False
2018-03-11,46,False
2018-03-12,54,False
2018-03-13,56,False
2018-03-14,52,False
2018-03-15,59,False
2018-03-16,58,False
2018-03-17,50,False
2018-03-18,43,False
2018-03-19,55,False
2018-03-20,53,False
2018-03-21,54,False
2018-03-22,54,False
2018-03-23,56,False
2018-03-24,49,False
2018-03-25,46,False
2018-03-26,58,False
2018-03-27,60,False
2018-03-28,53,False
2018-03-29,57,False
2018-03-30,59,False
2018-03-31,52,False
2018-04-01,44,False
2018-04-02,64,False
2018-04-03,60,False
2018-04-04,59,False
2018-04-05,56,False
2018-04-06,60,False
2018-04-07,53,False
2018-04-08,48,False
2018-04-09,57,False
2018-04-10,55,False
2018-04-11,54,False
2018-04-12,55,False
2018-04-13,57,False
2018-04-14,51,False
2018-04-15,49,False
2018-04-16,53,False
2018-04-17,57,False
2018-04-18,52,False
2018-04-19,52,False
2018-04-20,52,False
2018-04-21,47,False
2018-04-22,41,False
2018-04-23,52,False
2018-04-24,53,False
2018-04-25,55,False
2018-04-26,50,False
2018-04-27,55,False
2018-04-28,47,False
2018-04-29,44,False
2018-04-30,58,False
2018-05-01,61,False
2018-05-02,55,False
2018-05-03,51,False
2018-05-04,54,False
2018-05-05,44,False
2018-05-06,42,False
2018-05-07,53,False
2018-05-08,57,False
2018-05-09,56,False
2018-05-10,53,False
2018-05-11,57,False
2018-05-12,47,False
2018-05-13,43,False
2018-05-14,56,False
2018-05-15,55,False
2018-05-16,56,False
2018-05-17,53,False
2018-05-18,58,False
2018-05-19,51,False
2018-05-20,47,False
2018-05-21,58,False
2018-05-22,55,False
2018-05-23,58,False
2018-05-24,55,False
2018-05-25,55,False
2018-05-26,45,False
2018-05-27,44,False
2018-05-28,41,False
2018-05-29,59,False
2018-05-30,57,False
2018-05-31,60,False
2018-06-01,64,False
2018-06-02,54,False
2018-06-03,49,False
2018-06-04,60,False
2018-06-05,59,False
2018-06-06,100,False
2018-06-07,76,False
2018-06-08,56,False
2018-06-09,50,False
2018-06-10,48,False
2018-06-11,58,False
2018-06-12,61,False
2018-06-13,65,False
2018-06-14,69,False
2018-06-15,66,False
2018-06-16,55,False
2018-06-17,42,False
2018-06-18,59,False
2018-06-19,58,False
2018-06-20,62,False
2018-06-21,55,False
2018-06-22,60,False
2018-06-23,50,False
2018-06-24,41,False
2018-06-25,62,False
2018-06-26,59,False
2018-06-27,58,False
2018-06-28,58,False
