date,Comcast,isPartial
2017-05-29,47,False
2017-05-30,69,False
2017-05-31,71,False
2017-06-01,71,False
2017-06-02,71,False
2017-06-03,64,False
2017-06-04,57,False
2017-06-05,71,False
2017-06-06,68,False
2017-06-07,67,False
2017-06-08,63,False
2017-06-09,64,False
2017-06-10,56,False
2017-06-11,52,False
2017-06-12,62,False
2017-06-13,66,False
2017-06-14,64,False
2017-06-15,69,False
2017-06-16,69,False
2017-06-17,60,False
2017-06-18,52,False
2017-06-19,66,False
2017-06-20,70,False
2017-06-21,64,False
2017-06-22,66,False
2017-06-23,67,False
2017-06-24,58,False
2017-06-25,53,False
2017-06-26,70,False
2017-06-27,69,False
2017-06-28,66,False
2017-06-29,67,False
2017-06-30,68,False
2017-07-01,65,False
2017-07-02,57,False
2017-07-03,62,False
2017-07-04,42,False
2017-07-05,65,False
2017-07-06,73,False
2017-07-07,75,False
2017-07-08,62,False
2017-07-09,55,False
2017-07-10,70,False
2017-07-11,69,False
2017-07-12,76,False
2017-07-13,72,False
2017-07-14,71,False
2017-07-15,63,False
2017-07-16,64,False
2017-07-17,78,False
2017-07-18,67,False
2017-07-19,68,False
2017-07-20,65,False
2017-07-21,68,False
2017-07-22,64,False
2017-07-23,56,False
2017-07-24,79,False
2017-07-25,69,False
2017-07-26,67,False
2017-07-27,70,False
2017-07-28,69,False
2017-07-29,66,False
2017-07-30,60,False
2017-07-31,77,False
2017-08-01,75,False
2017-08-02,76,False
2017-08-03,73,False
2017-08-04,70,False
2017-08-05,65,False
2017-08-06,52,False
2017-08-07,74,False
2017-08-08,72,False
2017-08-09,68,False
2017-08-10,68,False
2017-08-11,70,False
2017-08-12,60,False
2017-08-13,57,False
2017-08-14,73,False
2017-08-15,76,False
2017-08-16,67,False
2017-08-17,69,False
2017-08-18,71,False
2017-08-19,59,False
2017-08-20,54,False
2017-08-21,68,False
2017-08-22,66,False
2017-08-23,69,False
2017-08-24,68,False
2017-08-25,70,False
2017-08-26,79,False
2017-08-27,69,False
2017-08-28,71,False
2017-08-29,71,False
2017-08-30,69,False
2017-08-31,70,False
2017-09-01,80,False
2017-09-02,77,False
2017-09-03,59,False
2017-09-04,53,False
2017-09-05,70,False
2017-09-06,71,False
2017-09-07,72,False
2017-09-08,70,False
2017-09-09,69,False
2017-09-10,70,False
2017-09-11,78,False
2017-09-12,86,False
2017-09-13,84,False
2017-09-14,75,False
2017-09-15,75,False
2017-09-16,76,False
2017-09-17,69,False
2017-09-18,71,False
2017-09-19,81,False
2017-09-20,70,False
2017-09-21,69,False
2017-09-22,68,False
2017-09-23,61,False
2017-09-24,65,False
2017-09-25,65,False
2017-09-26,64,False
2017-09-27,62,False
2017-09-28,66,False
2017-09-29,70,False
2017-09-30,66,False
2017-10-01,61,False
2017-10-02,64,False
2017-10-03,70,False
2017-10-04,63,False
2017-10-05,66,False
2017-10-06,68,False
2017-10-07,59,False
2017-10-08,57,False
2017-10-09,66,False
2017-10-10,64,False
2017-10-11,68,False
2017-10-12,65,False
2017-10-13,62,False
2017-10-14,62,False
2017-10-15,58,False
2017-10-16,59,False
2017-10-17,64,False
2017-10-18,65,False
2017-10-19,61,False
2017-10-20,60,False
2017-10-21,61,False
2017-10-22,51,False
2017-10-23,58,False
2017-10-24,60,False
2017-10-25,61,False
2017-10-26,60,False
2017-10-27,58,False
2017-10-28,55,False
2017-10-29,51,False
2017-10-30,66,False
2017-10-31,61,False
2017-11-01,67,False
2017-11-02,65,False
2017-11-03,67,False
2017-11-04,60,False
2017-11-05,55,False
2017-11-06,100,False
2017-11-07,71,False
2017-11-08,62,False
2017-11-09,62,False
2017-11-10,61,False
2017-11-11,64,False
2017-11-12,53,False
2017-11-13,58,False
2017-11-14,60,False
2017-11-15,62,False
2017-11-16,61,False
2017-11-17,62,False
2017-11-18,60,False
2017-11-19,53,False
2017-11-20,61,False
2017-11-21,59,False
2017-11-22,61,False
2017-11-23,45,False
2017-11-24,58,False
2017-11-25,62,False
2017-11-26,53,False
2017-11-27,66,False
2017-11-28,67,False
2017-11-29,64,False
2017-11-30,66,False
2017-12-01,70,False
2017-12-02,64,False
2017-12-03,58,False
2017-12-04,64,False
2017-12-05,66,False
2017-12-06,66,False
2017-12-07,57,False
2017-12-08,64,False
2017-12-09,59,False
2017-12-10,51,False
2017-12-11,61,False
2017-12-12,62,False
2017-12-13,59,False
2017-12-14,72,False
2017-12-15,73,False
2017-12-16,70,False
2017-12-17,71,False
2017-12-18,62,False
2017-12-19,62,False
2017-12-20,63,False
2017-12-21,72,False
2017-12-22,62,False
2017-12-23,58,False
2017-12-24,50,False
2017-12-25,45,False
2017-12-26,66,False
2017-12-27,71,False
2017-12-28,68,False
2017-12-29,74,False
2017-12-30,62,False
2017-12-31,56,False
2018-01-01,62,False
2018-01-02,72,False
2018-01-03,68,False
2018-01-04,69,False
2018-01-05,72,False
2018-01-06,64,False
2018-01-07,57,False
2018-01-08,60,False
2018-01-09,61,False
2018-01-10,58,False
2018-01-11,60,False
2018-01-12,63,False
2018-01-13,56,False
2018-01-14,52,False
2018-01-15,54,False
2018-01-16,54,False
2018-01-17,56,False
2018-01-18,59,False
2018-01-19,62,False
2018-01-20,53,False
2018-01-21,49,False
2018-01-22,58,False
2018-01-23,59,False
2018-01-24,54,False
2018-01-25,55,False
2018-01-26,59,False
2018-01-27,55,False
2018-01-28,49,False
2018-01-29,58,False
2018-01-30,61,False
2018-01-31,59,False
2018-02-01,56,False
2018-02-02,60,False
2018-02-03,60,False
2018-02-04,51,False
2018-02-05,59,False
2018-02-06,56,False
2018-02-07,54,False
2018-02-08,54,False
2018-02-09,59,False
2018-02-10,55,False
2018-02-11,52,False
2018-02-12,60,False
2018-02-13,54,False
