date,Comcast,isPartial
2013-02-19,68,False
2013-02-20,68,False
2013-02-21,69,False
2013-02-22,67,False
2013-02-23,72,False
2013-02-24,63,False
2013-02-25,68,False
2013-02-26,70,False
2013-02-27,69,False
2013-02-28,69,False
2013-03-01,75,False
2013-03-02,75,False
2013-03-03,65,False
2013-03-04,71,False
2013-03-05,68,False
2013-03-06,65,False
2013-03-07,64,False
2013-03-08,67,False
2013-03-09,69,False
2013-03-10,61,False
2013-03-11,64,False
2013-03-12,66,False
2013-03-13,62,False
2013-03-14,64,False
2013-03-15,69,False
2013-03-16,70,False
2013-03-17,56,False
2013-03-18,69,False
2013-03-19,73,False
2013-03-20,67,False
2013-03-21,71,False
2013-03-22,79,False
2013-03-23,71,False
2013-03-24,63,False
2013-03-25,77,False
2013-03-26,70,False
2013-03-27,71,False
2013-03-28,73,False
2013-03-29,79,False
2013-03-30,70,False
2013-03-31,61,False
2013-04-01,83,False
2013-04-02,80,False
2013-04-03,71,False
2013-04-04,70,False
2013-04-05,66,False
2013-04-06,71,False
2013-04-07,61,False
2013-04-08,68,False
2013-04-09,65,False
2013-04-10,63,False
2013-04-11,65,False
2013-04-12,68,False
2013-04-13,70,False
2013-04-14,57,False
2013-04-15,67,False
2013-04-16,68,False
2013-04-17,65,False
2013-04-18,64,False
2013-04-19,67,False
2013-04-20,66,False
2013-04-21,60,False
2013-04-22,67,False
2013-04-23,66,False
2013-04-24,71,False
2013-04-25,62,False
2013-04-26,64,False
2013-04-27,62,False
2013-04-28,56,False
2013-04-29,67,False
2013-04-30,72,False
2013-05-01,74,False
2013-05-02,67,False
2013-05-03,71,False
2013-05-04,68,False
2013-05-05,57,False
2013-05-06,68,False
2013-05-07,70,False
2013-05-08,67,False
2013-05-09,68,False
2013-05-10,67,False
2013-05-11,62,False
2013-05-12,54,False
2013-05-13,69,False
2013-05-14,71,False
2013-05-15,73,False
2013-05-16,63,False
2013-05-17,69,False
2013-05-18,63,False
2013-05-19,63,False
2013-05-20,68,False
2013-05-21,70,False
2013-05-22,67,False
2013-05-23,71,False
2013-05-24,74,False
2013-05-25,65,False
2013-05-26,55,False
2013-05-27,49,False
2013-05-28,76,False
2013-05-29,83,False
2013-05-30,78,False
2013-05-31,80,False
2013-06-01,75,False
2013-06-02,66,False
2013-06-03,81,False
2013-06-04,78,False
2013-06-05,72,False
2013-06-06,77,False
2013-06-07,75,False
2013-06-08,74,False
2013-06-09,58,False
2013-06-10,73,False
2013-06-11,75,False
2013-06-12,72,False
2013-06-13,69,False
2013-06-14,73,False
2013-06-15,74,False
2013-06-16,62,False
2013-06-17,73,False
2013-06-18,77,False
2013-06-19,70,False
2013-06-20,68,False
2013-06-21,69,False
2013-06-22,66,False
2013-06-23,58,False
2013-06-24,77,False
2013-06-25,71,False
2013-06-26,75,False
2013-06-27,74,False
2013-06-28,79,False
2013-06-29,72,False
2013-06-30,64,False
2013-07-01,84,False
2013-07-02,77,False
2013-07-03,72,False
2013-07-04,47,False
2013-07-05,68,False
2013-07-06,74,False
2013-07-07,64,False
2013-07-08,83,False
2013-07-09,79,False
2013-07-10,75,False
2013-07-11,73,False
2013-07-12,79,False
2013-07-13,72,False
2013-07-14,67,False
2013-07-15,78,False
2013-07-16,80,False
2013-07-17,79,False
2013-07-18,77,False
2013-07-19,76,False
2013-07-20,78,False
2013-07-21,67,False
2013-07-22,75,False
2013-07-23,77,False
2013-07-24,76,False
2013-07-25,73,False
2013-07-26,77,False
2013-07-27,74,False
2013-07-28,62,False
2013-07-29,78,False
2013-07-30,80,False
2013-07-31,82,False
2013-08-01,85,False
2013-08-02,85,False
2013-08-03,81,False
2013-08-04,67,False
2013-08-05,89,False
2013-08-06,87,False
2013-08-07,86,False
2013-08-08,84,False
2013-08-09,88,False
2013-08-10,80,False
2013-08-11,72,False
2013-08-12,91,False
2013-08-13,79,False
2013-08-14,83,False
2013-08-15,93,False
2013-08-16,91,False
2013-08-17,99,False
2013-08-18,78,False
2013-08-19,86,False
2013-08-20,86,False
2013-08-21,83,False
2013-08-22,80,False
2013-08-23,91,False
2013-08-24,84,False
2013-08-25,73,False
2013-08-26,85,False
2013-08-27,83,False
2013-08-28,82,False
2013-08-29,82,False
2013-08-30,96,False
2013-08-31,100,False
2013-09-01,76,False
2013-09-02,68,False
2013-09-03,91,False
2013-09-04,86,False
2013-09-05,87,False
2013-09-06,94,False
2013-09-07,98,False
2013-09-08,88,False
2013-09-09,83,False
2013-09-10,78,False
2013-09-11,77,False
2013-09-12,79,False
2013-09-13,84,False
2013-09-14,92,False
2013-09-15,89,False
2013-09-16,81,False
2013-09-17,75,False
2013-09-18,77,False
2013-09-19,73,False
2013-09-20,75,False
2013-09-21,79,False
2013-09-22,74,False
2013-09-23,77,False
2013-09-24,74,False
2013-09-25,75,False
2013-09-26,72,False
2013-09-27,75,False
2013-09-28,76,False
2013-09-29,71,False
2013-09-30,78,False
2013-10-01,83,False
2013-10-02,75,False
2013-10-03,77,False
2013-10-04,79,False
2013-10-05,86,False
2013-10-06,72,False
2013-10-07,82,False
2013-10-08,73,False
2013-10-09,70,False
2013-10-10,72,False
2013-10-11,75,False
2013-10-12,78,False
2013-10-13,69,False
2013-10-14,79,False
2013-10-15,72,False
2013-10-16,74,False
2013-10-17,71,False
2013-10-18,76,False
2013-10-19,78,False
2013-10-20,70,False
2013-10-21,71,False
2013-10-22,76,False
2013-10-23,77,False
2013-10-24,80,False
2013-10-25,87,False
2013-10-26,85,False
2013-10-27,73,False
2013-10-28,82,False
2013-10-29,86,False
2013-10-30,84,False
2013-10-31,82,False
2013-11-01,88,False
2013-11-02,90,False
2013-11-03,73,False
2013-11-04,87,False
2013-11-05,82,False
2013-11-06,80,False
