date,Comcast,isPartial
2012-01-26,67,False
2012-01-27,72,False
2012-01-28,72,False
2012-01-29,65,False
2012-01-30,66,False
2012-01-31,66,False
2012-02-01,70,False
2012-02-02,67,False
2012-02-03,67,False
2012-02-04,68,False
2012-02-05,68,False
2012-02-06,63,False
2012-02-07,67,False
2012-02-08,65,False
2012-02-09,62,False
2012-02-10,64,False
2012-02-11,66,False
2012-02-12,61,False
2012-02-13,65,False
2012-02-14,61,False
2012-02-15,68,False
2012-02-16,68,False
2012-02-17,67,False
2012-02-18,69,False
2012-02-19,54,False
2012-02-20,67,False
2012-02-21,70,False
2012-02-22,67,False
2012-02-23,63,False
2012-02-24,65,False
2012-02-25,67,False
2012-02-26,62,False
2012-02-27,65,False
2012-02-28,64,False
2012-02-29,65,False
2012-03-01,64,False
2012-03-02,63,False
2012-03-03,68,False
2012-03-04,56,False
2012-03-05,63,False
2012-03-06,66,False
2012-03-07,64,False
2012-03-08,63,False
2012-03-09,69,False
2012-03-10,66,False
2012-03-11,56,False
2012-03-12,66,False
2012-03-13,65,False
2012-03-14,66,False
2012-03-15,68,False
2012-03-16,67,False
2012-03-17,62,False
2012-03-18,57,False
2012-03-19,66,False
2012-03-20,65,False
2012-03-21,61,False
2012-03-22,64,False
2012-03-23,63,False
2012-03-24,66,False
2012-03-25,61,False
2012-03-26,67,False
2012-03-27,67,False
2012-03-28,64,False
2012-03-29,62,False
2012-03-30,66,False
2012-03-31,67,False
2012-04-01,64,False
2012-04-02,71,False
2012-04-03,70,False
2012-04-04,65,False
2012-04-05,68,False
2012-04-06,71,False
2012-04-07,62,False
2012-04-08,54,False
2012-04-09,67,False
2012-04-10,64,False
2012-04-11,66,False
2012-04-12,64,False
2012-04-13,64,False
2012-04-14,60,False
2012-04-15,58,False
2012-04-16,68,False
2012-04-17,68,False
2012-04-18,64,False
2012-04-19,60,False
2012-04-20,62,False
2012-04-21,68,False
2012-04-22,59,False
2012-04-23,65,False
2012-04-24,64,False
2012-04-25,64,False
2012-04-26,62,False
2012-04-27,64,False
2012-04-28,65,False
2012-04-29,54,False
2012-04-30,73,False
2012-05-01,78,False
2012-05-02,66,False
2012-05-03,66,False
2012-05-04,64,False
2012-05-05,66,False
2012-05-06,57,False
2012-05-07,66,False
2012-05-08,67,False
2012-05-09,71,False
2012-05-10,60,False
2012-05-11,66,False
2012-05-12,58,False
2012-05-13,50,False
2012-05-14,67,False
2012-05-15,68,False
2012-05-16,64,False
2012-05-17,65,False
2012-05-18,69,False
2012-05-19,67,False
2012-05-20,53,False
2012-05-21,71,False
2012-05-22,66,False
2012-05-23,66,False
2012-05-24,68,False
2012-05-25,64,False
2012-05-26,66,False
2012-05-27,53,False
2012-05-28,51,False
2012-05-29,74,False
2012-05-30,70,False
2012-05-31,74,False
2012-06-01,78,False
2012-06-02,78,False
2012-06-03,63,False
2012-06-04,79,False
2012-06-05,76,False
2012-06-06,71,False
2012-06-07,71,False
2012-06-08,72,False
2012-06-09,68,False
2012-06-10,62,False
2012-06-11,76,False
2012-06-12,71,False
2012-06-13,70,False
2012-06-14,69,False
2012-06-15,73,False
2012-06-16,71,False
2012-06-17,60,False
2012-06-18,75,False
2012-06-19,72,False
2012-06-20,70,False
2012-06-21,66,False
2012-06-22,75,False
2012-06-23,73,False
2012-06-24,56,False
2012-06-25,75,False
2012-06-26,70,False
2012-06-27,71,False
2012-06-28,70,False
2012-06-29,78,False
2012-06-30,82,False
2012-07-01,72,False
2012-07-02,84,False
2012-07-03,78,False
2012-07-04,54,False
2012-07-05,74,False
2012-07-06,78,False
2012-07-07,77,False
2012-07-08,69,False
2012-07-09,77,False
2012-07-10,78,False
2012-07-11,81,False
2012-07-12,75,False
2012-07-13,78,False
2012-07-14,75,False
2012-07-15,68,False
2012-07-16,83,False
2012-07-17,78,False
2012-07-18,73,False
2012-07-19,77,False
2012-07-20,78,False
2012-07-21,69,False
2012-07-22,65,False
2012-07-23,79,False
2012-07-24,81,False
2012-07-25,79,False
2012-07-26,78,False
2012-07-27,95,False
2012-07-28,88,False
2012-07-29,76,False
2012-07-30,86,False
2012-07-31,87,False
2012-08-01,82,False
2012-08-02,79,False
2012-08-03,80,False
2012-08-04,77,False
2012-08-05,71,False
2012-08-06,86,False
2012-08-07,78,False
2012-08-08,76,False
2012-08-09,82,False
2012-08-10,80,False
2012-08-11,80,False
2012-08-12,69,False
2012-08-13,82,False
2012-08-14,85,False
2012-08-15,86,False
2012-08-16,82,False
2012-08-17,84,False
2012-08-18,82,False
2012-08-19,75,False
2012-08-20,90,False
2012-08-21,83,False
2012-08-22,76,False
2012-08-23,78,False
2012-08-24,82,False
2012-08-25,83,False
2012-08-26,73,False
2012-08-27,83,False
2012-08-28,84,False
2012-08-29,75,False
2012-08-30,81,False
2012-08-31,89,False
2012-09-01,94,False
2012-09-02,73,False
2012-09-03,64,False
2012-09-04,87,False
2012-09-05,83,False
2012-09-06,79,False
2012-09-07,85,False
2012-09-08,100,False
2012-09-09,88,False
2012-09-10,78,False
2012-09-11,73,False
2012-09-12,74,False
2012-09-13,75,False
2012-09-14,82,False
2012-09-15,84,False
2012-09-16,79,False
2012-09-17,74,False
2012-09-18,73,False
2012-09-19,73,False
2012-09-20,72,False
2012-09-21,80,False
2012-09-22,81,False
2012-09-23,68,False
2012-09-24,73,False
2012-09-25,77,False
2012-09-26,69,False
2012-09-27,73,False
2012-09-28,78,False
2012-09-29,76,False
2012-09-30,70,False
2012-10-01,79,False
2012-10-02,74,False
2012-10-03,76,False
2012-10-04,71,False
2012-10-05,74,False
2012-10-06,78,False
2012-10-07,75,False
2012-10-08,71,False
2012-10-09,71,False
