date,Comcast,isPartial
2015-04-10,62,False
2015-04-11,61,False
2015-04-12,56,False
2015-04-13,66,False
2015-04-14,61,False
2015-04-15,66,False
2015-04-16,63,False
2015-04-17,62,False
2015-04-18,56,False
2015-04-19,55,False
2015-04-20,64,False
2015-04-21,67,False
2015-04-22,62,False
2015-04-23,73,False
2015-04-24,75,False
2015-04-25,67,False
2015-04-26,52,False
2015-04-27,65,False
2015-04-28,62,False
2015-04-29,67,False
2015-04-30,65,False
2015-05-01,75,False
2015-05-02,79,False
2015-05-03,85,False
2015-05-04,63,False
2015-05-05,64,False
2015-05-06,60,False
2015-05-07,56,False
2015-05-08,61,False
2015-05-09,56,False
2015-05-10,48,False
2015-05-11,59,False
2015-05-12,61,False
2015-05-13,60,False
2015-05-14,60,False
2015-05-15,64,False
2015-05-16,61,False
2015-05-17,51,False
2015-05-18,63,False
2015-05-19,62,False
2015-05-20,61,False
2015-05-21,60,False
2015-05-22,59,False
2015-05-23,54,False
2015-05-24,46,False
2015-05-25,47,False
2015-05-26,69,False
2015-05-27,68,False
2015-05-28,65,False
2015-05-29,69,False
2015-05-30,65,False
2015-05-31,61,False
2015-06-01,73,False
2015-06-02,100,False
2015-06-03,66,False
2015-06-04,64,False
2015-06-05,71,False
2015-06-06,65,False
2015-06-07,55,False
2015-06-08,66,False
2015-06-09,67,False
2015-06-10,62,False
2015-06-11,67,False
2015-06-12,72,False
2015-06-13,61,False
2015-06-14,54,False
2015-06-15,67,False
2015-06-16,68,False
2015-06-17,65,False
2015-06-18,65,False
2015-06-19,69,False
2015-06-20,56,False
2015-06-21,54,False
2015-06-22,69,False
2015-06-23,70,False
2015-06-24,64,False
2015-06-25,67,False
2015-06-26,66,False
2015-06-27,66,False
2015-06-28,57,False
2015-06-29,71,False
2015-06-30,71,False
2015-07-01,73,False
2015-07-02,68,False
2015-07-03,62,False
2015-07-04,53,False
2015-07-05,52,False
2015-07-06,70,False
2015-07-07,70,False
2015-07-08,67,False
2015-07-09,67,False
2015-07-10,69,False
2015-07-11,65,False
2015-07-12,58,False
2015-07-13,74,False
2015-07-14,71,False
2015-07-15,73,False
2015-07-16,69,False
2015-07-17,73,False
2015-07-18,67,False
2015-07-19,59,False
2015-07-20,71,False
2015-07-21,72,False
2015-07-22,69,False
2015-07-23,65,False
2015-07-24,67,False
2015-07-25,61,False
2015-07-26,57,False
2015-07-27,70,False
2015-07-28,73,False
2015-07-29,66,False
2015-07-30,65,False
2015-07-31,75,False
2015-08-01,69,False
2015-08-02,65,False
2015-08-03,83,False
2015-08-04,80,False
2015-08-05,72,False
2015-08-06,73,False
2015-08-07,79,False
2015-08-08,64,False
2015-08-09,58,False
2015-08-10,72,False
2015-08-11,71,False
2015-08-12,72,False
2015-08-13,72,False
2015-08-14,79,False
2015-08-15,69,False
2015-08-16,63,False
2015-08-17,73,False
2015-08-18,68,False
2015-08-19,73,False
2015-08-20,71,False
2015-08-21,71,False
2015-08-22,66,False
2015-08-23,60,False
2015-08-24,72,False
2015-08-25,70,False
2015-08-26,67,False
2015-08-27,70,False
2015-08-28,73,False
2015-08-29,76,False
2015-08-30,66,False
2015-08-31,80,False
2015-09-01,81,False
2015-09-02,74,False
2015-09-03,74,False
2015-09-04,76,False
2015-09-05,76,False
2015-09-06,56,False
2015-09-07,52,False
2015-09-08,69,False
2015-09-09,67,False
2015-09-10,68,False
2015-09-11,70,False
2015-09-12,80,False
2015-09-13,70,False
2015-09-14,67,False
2015-09-15,67,False
2015-09-16,64,False
2015-09-17,67,False
2015-09-18,68,False
2015-09-19,72,False
2015-09-20,71,False
2015-09-21,69,False
2015-09-22,65,False
2015-09-23,64,False
2015-09-24,68,False
2015-09-25,69,False
2015-09-26,66,False
2015-09-27,60,False
2015-09-28,63,False
2015-09-29,67,False
2015-09-30,68,False
2015-10-01,66,False
2015-10-02,69,False
2015-10-03,73,False
2015-10-04,62,False
2015-10-05,66,False
2015-10-06,63,False
2015-10-07,66,False
2015-10-08,67,False
2015-10-09,70,False
2015-10-10,66,False
2015-10-11,59,False
2015-10-12,69,False
2015-10-13,66,False
2015-10-14,64,False
2015-10-15,67,False
2015-10-16,67,False
2015-10-17,67,False
2015-10-18,59,False
2015-10-19,62,False
2015-10-20,64,False
2015-10-21,59,False
2015-10-22,62,False
2015-10-23,62,False
2015-10-24,60,False
2015-10-25,55,False
2015-10-26,61,False
2015-10-27,62,False
2015-10-28,69,False
2015-10-29,67,False
2015-10-30,64,False
2015-10-31,63,False
2015-11-01,56,False
2015-11-02,70,False
2015-11-03,67,False
2015-11-04,63,False
2015-11-05,64,False
2015-11-06,70,False
2015-11-07,66,False
2015-11-08,61,False
2015-11-09,65,False
2015-11-10,70,False
2015-11-11,69,False
2015-11-12,60,False
2015-11-13,69,False
2015-11-14,65,False
2015-11-15,57,False
2015-11-16,61,False
2015-11-17,62,False
2015-11-18,65,False
2015-11-19,62,False
2015-11-20,63,False
2015-11-21,67,False
2015-11-22,59,False
2015-11-23,58,False
2015-11-24,58,False
2015-11-25,57,False
2015-11-26,41,False
2015-11-27,53,False
2015-11-28,67,False
2015-11-29,57,False
2015-11-30,68,False
2015-12-01,78,False
2015-12-02,65,False
2015-12-03,64,False
2015-12-04,69,False
2015-12-05,62,False
2015-12-06,52,False
2015-12-07,60,False
2015-12-08,66,False
2015-12-09,58,False
2015-12-10,58,False
2015-12-11,64,False
2015-12-12,60,False
2015-12-13,53,False
2015-12-14,60,False
2015-12-15,63,False
2015-12-16,61,False
2015-12-17,61,False
2015-12-18,65,False
2015-12-19,60,False
2015-12-20,57,False
2015-12-21,59,False
2015-12-22,62,False
2015-12-23,58,False
2015-12-24,61,False
2015-12-25,49,False
2015-12-26,62,False
