date,Comcast,isPartial
2012-10-12,75,False
2012-10-13,75,False
2012-10-14,72,False
2012-10-15,75,False
2012-10-16,70,False
2012-10-17,68,False
2012-10-18,69,False
2012-10-19,73,False
2012-10-20,79,False
2012-10-21,60,False
2012-10-22,73,False
2012-10-23,68,False
2012-10-24,67,False
2012-10-25,69,False
2012-10-26,71,False
2012-10-27,72,False
2012-10-28,66,False
2012-10-29,76,False
2012-10-30,88,False
2012-10-31,80,False
2012-11-01,80,False
2012-11-02,81,False
2012-11-03,82,False
2012-11-04,66,False
2012-11-05,78,False
2012-11-06,66,False
2012-11-07,66,False
2012-11-08,67,False
2012-11-09,76,False
2012-11-10,68,False
2012-11-11,61,False
2012-11-12,74,False
2012-11-13,69,False
2012-11-14,65,False
2012-11-15,72,False
2012-11-16,74,False
2012-11-17,77,False
2012-11-18,66,False
2012-11-19,73,False
2012-11-20,69,False
2012-11-21,59,False
2012-11-22,48,False
2012-11-23,60,False
2012-11-24,88,False
2012-11-25,67,False
2012-11-26,77,False
2012-11-27,73,False
2012-11-28,71,False
2012-11-29,71,False
2012-11-30,78,False
2012-12-01,76,False
2012-12-02,66,False
2012-12-03,65,False
2012-12-04,68,False
2012-12-05,71,False
2012-12-06,66,False
2012-12-07,65,False
2012-12-08,73,False
2012-12-09,62,False
2012-12-10,64,False
2012-12-11,66,False
2012-12-12,64,False
2012-12-13,67,False
2012-12-14,65,False
2012-12-15,68,False
2012-12-16,58,False
2012-12-17,67,False
2012-12-18,63,False
2012-12-19,64,False
2012-12-20,65,False
2012-12-21,68,False
2012-12-22,67,False
2012-12-23,64,False
2012-12-24,61,False
2012-12-25,60,False
2012-12-26,83,False
2012-12-27,82,False
2012-12-28,83,False
2012-12-29,83,False
2012-12-30,72,False
2012-12-31,86,False
2013-01-01,65,False
2013-01-02,81,False
2013-01-03,81,False
2013-01-04,100,False
2013-01-05,84,False
2013-01-06,68,False
2013-01-07,84,False
2013-01-08,86,False
2013-01-09,75,False
2013-01-10,71,False
2013-01-11,70,False
2013-01-12,76,False
2013-01-13,67,False
2013-01-14,73,False
2013-01-15,77,False
2013-01-16,71,False
2013-01-17,73,False
2013-01-18,77,False
2013-01-19,79,False
2013-01-20,67,False
2013-01-21,72,False
2013-01-22,69,False
2013-01-23,74,False
2013-01-24,74,False
2013-01-25,70,False
2013-01-26,74,False
2013-01-27,67,False
2013-01-28,69,False
