date,Comcast,isPartial
2012-06-04,78,False
2012-06-05,77,False
2012-06-06,72,False
2012-06-07,69,False
2012-06-08,73,False
2012-06-09,74,False
2012-06-10,64,False
2012-06-11,78,False
2012-06-12,70,False
2012-06-13,70,False
2012-06-14,69,False
2012-06-15,74,False
2012-06-16,70,False
2012-06-17,63,False
2012-06-18,76,False
2012-06-19,72,False
2012-06-20,73,False
2012-06-21,67,False
2012-06-22,72,False
2012-06-23,71,False
2012-06-24,61,False
2012-06-25,72,False
2012-06-26,71,False
2012-06-27,70,False
2012-06-28,75,False
2012-06-29,78,False
2012-06-30,85,False
2012-07-01,71,False
2012-07-02,83,False
2012-07-03,81,False
2012-07-04,56,False
2012-07-05,76,False
2012-07-06,81,False
2012-07-07,77,False
2012-07-08,67,False
2012-07-09,80,False
2012-07-10,83,False
2012-07-11,82,False
2012-07-12,75,False
2012-07-13,81,False
2012-07-14,73,False
2012-07-15,69,False
2012-07-16,83,False
2012-07-17,78,False
2012-07-18,74,False
2012-07-19,77,False
2012-07-20,74,False
2012-07-21,68,False
2012-07-22,66,False
2012-07-23,81,False
2012-07-24,80,False
2012-07-25,80,False
2012-07-26,80,False
2012-07-27,96,False
2012-07-28,91,False
2012-07-29,74,False
2012-07-30,87,False
2012-07-31,91,False
2012-08-01,78,False
2012-08-02,79,False
2012-08-03,84,False
2012-08-04,82,False
2012-08-05,73,False
2012-08-06,88,False
2012-08-07,77,False
2012-08-08,80,False
2012-08-09,82,False
2012-08-10,87,False
2012-08-11,78,False
2012-08-12,70,False
2012-08-13,81,False
2012-08-14,88,False
2012-08-15,84,False
2012-08-16,80,False
2012-08-17,83,False
2012-08-18,81,False
2012-08-19,73,False
2012-08-20,91,False
2012-08-21,83,False
2012-08-22,79,False
2012-08-23,79,False
2012-08-24,79,False
2012-08-25,84,False
2012-08-26,70,False
2012-08-27,83,False
2012-08-28,83,False
2012-08-29,77,False
2012-08-30,84,False
2012-08-31,86,False
2012-09-01,95,False
2012-09-02,74,False
2012-09-03,65,False
2012-09-04,84,False
2012-09-05,86,False
2012-09-06,78,False
2012-09-07,87,False
2012-09-08,100,False
2012-09-09,90,False
2012-09-10,79,False
2012-09-11,74,False
2012-09-12,77,False
2012-09-13,79,False
2012-09-14,83,False
2012-09-15,85,False
2012-09-16,75,False
2012-09-17,77,False
2012-09-18,74,False
2012-09-19,75,False
2012-09-20,73,False
2012-09-21,79,False
2012-09-22,79,False
2012-09-23,70,False
2012-09-24,74,False
2012-09-25,74,False
2012-09-26,69,False
2012-09-27,72,False
2012-09-28,78,False
2012-09-29,80,False
2012-09-30,74,False
2012-10-01,76,False
2012-10-02,75,False
2012-10-03,77,False
2012-10-04,70,False
2012-10-05,76,False
2012-10-06,75,False
2012-10-07,77,False
2012-10-08,72,False
2012-10-09,71,False
2012-10-10,73,False
2012-10-11,73,False
2012-10-12,74,False
2012-10-13,75,False
2012-10-14,66,False
2012-10-15,82,False
2012-10-16,69,False
2012-10-17,66,False
2012-10-18,73,False
2012-10-19,70,False
2012-10-20,80,False
2012-10-21,60,False
2012-10-22,77,False
2012-10-23,73,False
2012-10-24,72,False
2012-10-25,68,False
2012-10-26,70,False
2012-10-27,75,False
2012-10-28,67,False
2012-10-29,77,False
2012-10-30,86,False
2012-10-31,79,False
2012-11-01,76,False
2012-11-02,85,False
2012-11-03,82,False
2012-11-04,66,False
2012-11-05,74,False
2012-11-06,71,False
2012-11-07,68,False
2012-11-08,68,False
2012-11-09,73,False
2012-11-10,74,False
2012-11-11,64,False
2012-11-12,72,False
2012-11-13,69,False
2012-11-14,70,False
2012-11-15,71,False
2012-11-16,71,False
2012-11-17,76,False
2012-11-18,62,False
2012-11-19,71,False
2012-11-20,71,False
2012-11-21,67,False
2012-11-22,52,False
2012-11-23,65,False
2012-11-24,81,False
2012-11-25,72,False
2012-11-26,77,False
2012-11-27,72,False
2012-11-28,69,False
2012-11-29,72,False
2012-11-30,79,False
2012-12-01,77,False
2012-12-02,68,False
2012-12-03,69,False
2012-12-04,71,False
2012-12-05,71,False
2012-12-06,64,False
2012-12-07,70,False
2012-12-08,72,False
2012-12-09,63,False
2012-12-10,69,False
2012-12-11,68,False
2012-12-12,63,False
2012-12-13,65,False
2012-12-14,68,False
2012-12-15,67,False
2012-12-16,59,False
2012-12-17,74,False
2012-12-18,70,False
2012-12-19,64,False
2012-12-20,68,False
2012-12-21,69,False
2012-12-22,68,False
2012-12-23,60,False
2012-12-24,61,False
2012-12-25,63,False
2012-12-26,82,False
2012-12-27,85,False
2012-12-28,86,False
2012-12-29,83,False
2012-12-30,70,False
