date,American Airlines,isPartial
2012-10-12,50,False
2012-10-13,46,False
2012-10-14,48,False
2012-10-15,50,False
2012-10-16,49,False
2012-10-17,49,False
2012-10-18,49,False
2012-10-19,49,False
2012-10-20,45,False
2012-10-21,44,False
2012-10-22,53,False
2012-10-23,48,False
2012-10-24,51,False
2012-10-25,54,False
2012-10-26,52,False
2012-10-27,45,False
2012-10-28,62,False
2012-10-29,56,False
2012-10-30,57,False
2012-10-31,57,False
2012-11-01,55,False
2012-11-02,49,False
2012-11-03,44,False
2012-11-04,46,False
2012-11-05,56,False
2012-11-06,49,False
2012-11-07,47,False
2012-11-08,53,False
2012-11-09,52,False
2012-11-10,43,False
2012-11-11,45,False
2012-11-12,49,False
2012-11-13,51,False
2012-11-14,48,False
2012-11-15,49,False
2012-11-16,47,False
2012-11-17,44,False
2012-11-18,40,False
2012-11-19,45,False
2012-11-20,52,False
2012-11-21,49,False
2012-11-22,34,False
2012-11-23,37,False
2012-11-24,43,False
2012-11-25,48,False
2012-11-26,52,False
2012-11-27,50,False
2012-11-28,43,False
2012-11-29,44,False
2012-11-30,43,False
2012-12-01,44,False
2012-12-02,42,False
2012-12-03,52,False
2012-12-04,45,False
2012-12-05,43,False
2012-12-06,46,False
2012-12-07,44,False
2012-12-08,43,False
2012-12-09,42,False
2012-12-10,46,False
2012-12-11,45,False
2012-12-12,47,False
2012-12-13,48,False
2012-12-14,43,False
2012-12-15,41,False
2012-12-16,40,False
2012-12-17,47,False
2012-12-18,48,False
2012-12-19,48,False
2012-12-20,55,False
2012-12-21,56,False
2012-12-22,47,False
2012-12-23,43,False
2012-12-24,43,False
2012-12-25,44,False
2012-12-26,69,False
2012-12-27,65,False
2012-12-28,55,False
2012-12-29,49,False
2012-12-30,51,False
2012-12-31,52,False
2013-01-01,52,False
2013-01-02,57,False
2013-01-03,58,False
2013-01-04,58,False
2013-01-05,54,False
2013-01-06,53,False
2013-01-07,52,False
2013-01-08,57,False
2013-01-09,58,False
2013-01-10,54,False
2013-01-11,55,False
2013-01-12,49,False
2013-01-13,49,False
2013-01-14,53,False
2013-01-15,54,False
2013-01-16,57,False
2013-01-17,73,False
2013-01-18,69,False
2013-01-19,53,False
2013-01-20,50,False
2013-01-21,51,False
2013-01-22,53,False
2013-01-23,54,False
2013-01-24,54,False
2013-01-25,51,False
2013-01-26,47,False
2013-01-27,52,False
2013-01-28,54,False
2013-01-29,55,False
2013-01-30,52,False
2013-01-31,52,False
2013-02-01,49,False
2013-02-02,48,False
2013-02-03,46,False
2013-02-04,50,False
2013-02-05,53,False
2013-02-06,54,False
2013-02-07,66,False
2013-02-08,66,False
2013-02-09,58,False
2013-02-10,58,False
2013-02-11,58,False
2013-02-12,59,False
2013-02-13,56,False
2013-02-14,82,False
2013-02-15,58,False
2013-02-16,53,False
2013-02-17,49,False
2013-02-18,53,False
2013-02-19,54,False
2013-02-20,55,False
2013-02-21,56,False
2013-02-22,57,False
2013-02-23,50,False
2013-02-24,50,False
2013-02-25,52,False
2013-02-26,58,False
2013-02-27,55,False
2013-02-28,56,False
2013-03-01,54,False
2013-03-02,49,False
2013-03-03,50,False
2013-03-04,57,False
2013-03-05,58,False
2013-03-06,63,False
2013-03-07,61,False
2013-03-08,63,False
2013-03-09,52,False
2013-03-10,52,False
2013-03-11,55,False
2013-03-12,53,False
2013-03-13,52,False
2013-03-14,52,False
2013-03-15,48,False
2013-03-16,46,False
2013-03-17,51,False
2013-03-18,56,False
2013-03-19,58,False
2013-03-20,52,False
2013-03-21,51,False
2013-03-22,53,False
2013-03-23,49,False
2013-03-24,53,False
2013-03-25,55,False
2013-03-26,51,False
2013-03-27,50,False
2013-03-28,47,False
2013-03-29,46,False
2013-03-30,41,False
2013-03-31,46,False
2013-04-01,55,False
2013-04-02,52,False
2013-04-03,52,False
2013-04-04,49,False
2013-04-05,50,False
2013-04-06,44,False
2013-04-07,46,False
2013-04-08,53,False
2013-04-09,55,False
2013-04-10,60,False
2013-04-11,58,False
2013-04-12,59,False
2013-04-13,50,False
2013-04-14,53,False
2013-04-15,53,False
2013-04-16,100,False
2013-04-17,77,False
2013-04-18,66,False
2013-04-19,56,False
2013-04-20,48,False
2013-04-21,50,False
2013-04-22,53,False
2013-04-23,54,False
2013-04-24,52,False
2013-04-25,53,False
2013-04-26,46,False
2013-04-27,41,False
2013-04-28,46,False
2013-04-29,51,False
2013-04-30,53,False
2013-05-01,55,False
2013-05-02,52,False
2013-05-03,50,False
2013-05-04,44,False
2013-05-05,48,False
2013-05-06,53,False
2013-05-07,56,False
2013-05-08,50,False
2013-05-09,52,False
2013-05-10,49,False
2013-05-11,45,False
2013-05-12,45,False
2013-05-13,51,False
2013-05-14,52,False
2013-05-15,53,False
2013-05-16,53,False
2013-05-17,51,False
2013-05-18,46,False
2013-05-19,51,False
2013-05-20,54,False
2013-05-21,59,False
2013-05-22,57,False
2013-05-23,55,False
2013-05-24,53,False
2013-05-25,48,False
2013-05-26,41,False
2013-05-27,47,False
2013-05-28,50,False
2013-05-29,53,False
2013-05-30,53,False
2013-05-31,51,False
2013-06-01,44,False
2013-06-02,52,False
2013-06-03,52,False
2013-06-04,56,False
2013-06-05,55,False
2013-06-06,56,False
2013-06-07,55,False
2013-06-08,48,False
2013-06-09,49,False
2013-06-10,56,False
2013-06-11,55,False
2013-06-12,56,False
2013-06-13,65,False
2013-06-14,58,False
2013-06-15,49,False
2013-06-16,49,False
2013-06-17,62,False
2013-06-18,61,False
2013-06-19,60,False
2013-06-20,54,False
2013-06-21,57,False
2013-06-22,50,False
2013-06-23,51,False
2013-06-24,58,False
2013-06-25,58,False
2013-06-26,58,False
2013-06-27,54,False
2013-06-28,54,False
2013-06-29,49,False
