date,American Airlines,isPartial
2011-05-11,44,False
2011-05-12,43,False
2011-05-13,42,False
2011-05-14,39,False
2011-05-15,40,False
2011-05-16,43,False
2011-05-17,43,False
2011-05-18,45,False
2011-05-19,41,False
2011-05-20,43,False
2011-05-21,34,False
2011-05-22,40,False
2011-05-23,42,False
2011-05-24,46,False
2011-05-25,51,False
2011-05-26,52,False
2011-05-27,44,False
2011-05-28,37,False
2011-05-29,37,False
2011-05-30,38,False
2011-05-31,45,False
2011-06-01,42,False
2011-06-02,45,False
2011-06-03,43,False
2011-06-04,39,False
2011-06-05,40,False
2011-06-06,43,False
2011-06-07,41,False
2011-06-08,41,False
2011-06-09,45,False
2011-06-10,45,False
2011-06-11,42,False
2011-06-12,43,False
2011-06-13,44,False
2011-06-14,43,False
2011-06-15,41,False
2011-06-16,40,False
2011-06-17,39,False
2011-06-18,38,False
2011-06-19,37,False
2011-06-20,45,False
2011-06-21,42,False
2011-06-22,46,False
2011-06-23,44,False
2011-06-24,41,False
2011-06-25,39,False
2011-06-26,42,False
2011-06-27,39,False
2011-06-28,44,False
2011-06-29,43,False
2011-06-30,40,False
2011-07-01,43,False
2011-07-02,37,False
2011-07-03,37,False
2011-07-04,35,False
2011-07-05,40,False
2011-07-06,43,False
2011-07-07,46,False
2011-07-08,43,False
2011-07-09,41,False
2011-07-10,43,False
2011-07-11,45,False
2011-07-12,42,False
2011-07-13,44,False
2011-07-14,44,False
2011-07-15,42,False
2011-07-16,40,False
2011-07-17,40,False
2011-07-18,44,False
2011-07-19,46,False
2011-07-20,50,False
2011-07-21,45,False
2011-07-22,44,False
2011-07-23,40,False
2011-07-24,39,False
2011-07-25,44,False
2011-07-26,47,False
2011-07-27,43,False
2011-07-28,40,False
2011-07-29,43,False
2011-07-30,41,False
2011-07-31,41,False
2011-08-01,44,False
2011-08-02,45,False
2011-08-03,46,False
2011-08-04,43,False
2011-08-05,41,False
2011-08-06,41,False
2011-08-07,40,False
2011-08-08,43,False
2011-08-09,47,False
2011-08-10,45,False
2011-08-11,43,False
2011-08-12,42,False
2011-08-13,35,False
2011-08-14,40,False
2011-08-15,44,False
2011-08-16,43,False
2011-08-17,44,False
2011-08-18,39,False
2011-08-19,41,False
2011-08-20,36,False
2011-08-21,42,False
2011-08-22,42,False
2011-08-23,41,False
2011-08-24,40,False
2011-08-25,45,False
2011-08-26,49,False
2011-08-27,46,False
2011-08-28,47,False
2011-08-29,44,False
2011-08-30,38,False
2011-08-31,43,False
2011-09-01,41,False
2011-09-02,41,False
2011-09-03,34,False
2011-09-04,35,False
2011-09-05,38,False
2011-09-06,43,False
2011-09-07,40,False
2011-09-08,41,False
2011-09-09,38,False
2011-09-10,36,False
2011-09-11,42,False
2011-09-12,43,False
2011-09-13,42,False
2011-09-14,41,False
2011-09-15,45,False
2011-09-16,43,False
