date,American Airlines,isPartial
2016-05-04,85,False
2016-05-05,80,False
2016-05-06,77,False
2016-05-07,71,False
2016-05-08,69,False
2016-05-09,85,False
2016-05-10,82,False
2016-05-11,85,False
2016-05-12,81,False
2016-05-13,85,False
2016-05-14,74,False
2016-05-15,79,False
2016-05-16,90,False
2016-05-17,86,False
2016-05-18,84,False
2016-05-19,81,False
2016-05-20,79,False
2016-05-21,74,False
2016-05-22,76,False
2016-05-23,86,False
2016-05-24,82,False
2016-05-25,80,False
2016-05-26,86,False
2016-05-27,100,False
2016-05-28,74,False
2016-05-29,65,False
2016-05-30,72,False
2016-05-31,85,False
2016-06-01,92,False
2016-06-02,87,False
2016-06-03,82,False
2016-06-04,73,False
2016-06-05,86,False
2016-06-06,86,False
2016-06-07,88,False
2016-06-08,88,False
2016-06-09,86,False
2016-06-10,85,False
2016-06-11,74,False
2016-06-12,77,False
2016-06-13,88,False
2016-06-14,90,False
2016-06-15,85,False
2016-06-16,89,False
2016-06-17,85,False
2016-06-18,77,False
2016-06-19,77,False
2016-06-20,85,False
2016-06-21,88,False
2016-06-22,94,False
2016-06-23,95,False
2016-06-24,85,False
2016-06-25,77,False
2016-06-26,79,False
2016-06-27,86,False
2016-06-28,93,False
2016-06-29,89,False
2016-06-30,90,False
2016-07-01,96,False
2016-07-02,81,False
2016-07-03,71,False
2016-07-04,71,False
2016-07-05,90,False
2016-07-06,91,False
2016-07-07,81,False
2016-07-08,92,False
2016-07-09,83,False
2016-07-10,81,False
2016-07-11,88,False
2016-07-12,89,False
2016-07-13,91,False
2016-07-14,89,False
2016-07-15,90,False
2016-07-16,75,False
2016-07-17,78,False
2016-07-18,86,False
2016-07-19,85,False
2016-07-20,86,False
2016-07-21,94,False
2016-07-22,96,False
2016-07-23,82,False
2016-07-24,82,False
2016-07-25,90,False
2016-07-26,93,False
2016-07-27,85,False
2016-07-28,92,False
2016-07-29,96,False
2016-07-30,86,False
2016-07-31,90,False
2016-08-01,92,False
2016-08-02,94,False
2016-08-03,90,False
2016-08-04,86,False
2016-08-05,85,False
2016-08-06,79,False
2016-08-07,78,False
2016-08-08,89,False
2016-08-09,88,False
2016-08-10,86,False
2016-08-11,86,False
2016-08-12,86,False
2016-08-13,82,False
2016-08-14,83,False
2016-08-15,83,False
2016-08-16,84,False
2016-08-17,83,False
2016-08-18,82,False
2016-08-19,85,False
2016-08-20,82,False
2016-08-21,83,False
2016-08-22,79,False
2016-08-23,79,False
2016-08-24,77,False
2016-08-25,76,False
2016-08-26,73,False
2016-08-27,66,False
2016-08-28,64,False
2016-08-29,78,False
2016-08-30,80,False
2016-08-31,81,False
2016-09-01,83,False
2016-09-02,87,False
2016-09-03,67,False
2016-09-04,60,False
2016-09-05,73,False
2016-09-06,81,False
2016-09-07,77,False
2016-09-08,77,False
2016-09-09,72,False
2016-09-10,67,False
2016-09-11,75,False
2016-09-12,81,False
2016-09-13,74,False
2016-09-14,76,False
2016-09-15,73,False
2016-09-16,72,False
2016-09-17,62,False
2016-09-18,66,False
2016-09-19,76,False
2016-09-20,71,False
2016-09-21,78,False
2016-09-22,73,False
2016-09-23,72,False
2016-09-24,66,False
2016-09-25,72,False
2016-09-26,75,False
2016-09-27,71,False
2016-09-28,75,False
2016-09-29,73,False
2016-09-30,75,False
2016-10-01,64,False
2016-10-02,64,False
2016-10-03,79,False
2016-10-04,84,False
2016-10-05,93,False
2016-10-06,92,False
2016-10-07,87,False
2016-10-08,63,False
2016-10-09,67,False
2016-10-10,71,False
2016-10-11,72,False
2016-10-12,73,False
2016-10-13,75,False
2016-10-14,71,False
2016-10-15,64,False
2016-10-16,65,False
2016-10-17,74,False
2016-10-18,72,False
2016-10-19,70,False
2016-10-20,69,False
2016-10-21,71,False
2016-10-22,60,False
2016-10-23,62,False
2016-10-24,75,False
2016-10-25,69,False
2016-10-26,70,False
2016-10-27,70,False
2016-10-28,81,False
2016-10-29,89,False
2016-10-30,72,False
2016-10-31,73,False
2016-11-01,72,False
2016-11-02,72,False
2016-11-03,71,False
2016-11-04,69,False
2016-11-05,61,False
2016-11-06,64,False
2016-11-07,71,False
2016-11-08,64,False
2016-11-09,53,False
2016-11-10,68,False
2016-11-11,68,False
2016-11-12,58,False
2016-11-13,64,False
2016-11-14,67,False
2016-11-15,72,False
2016-11-16,70,False
2016-11-17,67,False
2016-11-18,68,False
2016-11-19,59,False
2016-11-20,61,False
2016-11-21,74,False
2016-11-22,72,False
2016-11-23,71,False
2016-11-24,49,False
