date,American Airlines,isPartial
2014-07-24,84,False
2014-07-25,79,False
2014-07-26,76,False
2014-07-27,79,False
2014-07-28,80,False
2014-07-29,82,False
2014-07-30,81,False
2014-07-31,83,False
2014-08-01,80,False
2014-08-02,72,False
2014-08-03,72,False
2014-08-04,80,False
2014-08-05,83,False
2014-08-06,79,False
2014-08-07,77,False
2014-08-08,75,False
2014-08-09,69,False
2014-08-10,78,False
2014-08-11,87,False
2014-08-12,77,False
2014-08-13,85,False
2014-08-14,74,False
2014-08-15,77,False
2014-08-16,68,False
2014-08-17,78,False
2014-08-18,83,False
2014-08-19,76,False
2014-08-20,76,False
2014-08-21,79,False
2014-08-22,77,False
2014-08-23,68,False
2014-08-24,70,False
2014-08-25,78,False
2014-08-26,83,False
2014-08-27,76,False
2014-08-28,77,False
2014-08-29,75,False
2014-08-30,60,False
2014-08-31,57,False
2014-09-01,66,False
2014-09-02,72,False
2014-09-03,75,False
2014-09-04,75,False
2014-09-05,74,False
2014-09-06,64,False
2014-09-07,64,False
2014-09-08,71,False
2014-09-09,69,False
2014-09-10,77,False
2014-09-11,82,False
2014-09-12,75,False
2014-09-13,61,False
2014-09-14,67,False
2014-09-15,77,False
2014-09-16,73,False
2014-09-17,74,False
2014-09-18,79,False
2014-09-19,75,False
2014-09-20,62,False
2014-09-21,61,False
2014-09-22,76,False
2014-09-23,77,False
2014-09-24,72,False
2014-09-25,71,False
2014-09-26,75,False
2014-09-27,68,False
2014-09-28,72,False
2014-09-29,83,False
2014-09-30,77,False
2014-10-01,79,False
2014-10-02,81,False
2014-10-03,90,False
2014-10-04,60,False
2014-10-05,69,False
2014-10-06,79,False
2014-10-07,75,False
2014-10-08,75,False
2014-10-09,73,False
2014-10-10,73,False
2014-10-11,62,False
2014-10-12,62,False
2014-10-13,82,False
2014-10-14,86,False
2014-10-15,77,False
2014-10-16,77,False
2014-10-17,69,False
2014-10-18,61,False
2014-10-19,61,False
2014-10-20,71,False
2014-10-21,74,False
2014-10-22,69,False
2014-10-23,70,False
2014-10-24,66,False
2014-10-25,57,False
2014-10-26,66,False
2014-10-27,70,False
2014-10-28,71,False
2014-10-29,72,False
2014-10-30,64,False
2014-10-31,65,False
2014-11-01,53,False
2014-11-02,69,False
2014-11-03,74,False
2014-11-04,70,False
2014-11-05,72,False
2014-11-06,73,False
2014-11-07,67,False
2014-11-08,59,False
2014-11-09,64,False
2014-11-10,79,False
2014-11-11,74,False
2014-11-12,69,False
2014-11-13,71,False
2014-11-14,65,False
2014-11-15,60,False
2014-11-16,62,False
2014-11-17,78,False
2014-11-18,72,False
2014-11-19,66,False
2014-11-20,73,False
2014-11-21,71,False
2014-11-22,59,False
2014-11-23,58,False
2014-11-24,68,False
2014-11-25,72,False
2014-11-26,76,False
2014-11-27,53,False
2014-11-28,56,False
2014-11-29,58,False
2014-11-30,69,False
2014-12-01,77,False
2014-12-02,74,False
2014-12-03,72,False
2014-12-04,71,False
2014-12-05,71,False
2014-12-06,56,False
2014-12-07,61,False
2014-12-08,72,False
2014-12-09,75,False
2014-12-10,66,False
2014-12-11,73,False
2014-12-12,71,False
2014-12-13,60,False
2014-12-14,56,False
2014-12-15,70,False
2014-12-16,66,False
2014-12-17,71,False
2014-12-18,75,False
2014-12-19,76,False
2014-12-20,71,False
2014-12-21,66,False
2014-12-22,70,False
2014-12-23,77,False
2014-12-24,77,False
2014-12-25,59,False
2014-12-26,71,False
2014-12-27,72,False
2014-12-28,73,False
2014-12-29,82,False
2014-12-30,81,False
2014-12-31,79,False
2015-01-01,67,False
2015-01-02,79,False
2015-01-03,81,False
2015-01-04,90,False
2015-01-05,93,False
2015-01-06,95,False
2015-01-07,89,False
2015-01-08,91,False
2015-01-09,86,False
2015-01-10,74,False
2015-01-11,78,False
2015-01-12,83,False
2015-01-13,90,False
2015-01-14,86,False
2015-01-15,82,False
2015-01-16,83,False
2015-01-17,68,False
2015-01-18,73,False
2015-01-19,80,False
2015-01-20,82,False
2015-01-21,77,False
