date,American Airlines,isPartial
2012-01-26,88,False
2012-01-27,85,False
2012-01-28,74,False
2012-01-29,76,False
2012-01-30,83,False
2012-01-31,84,False
2012-02-01,98,False
2012-02-02,97,False
2012-02-03,88,False
2012-02-04,78,False
2012-02-05,81,False
2012-02-06,83,False
2012-02-07,90,False
2012-02-08,85,False
2012-02-09,92,False
2012-02-10,92,False
2012-02-11,78,False
2012-02-12,77,False
2012-02-13,85,False
2012-02-14,84,False
2012-02-15,88,False
2012-02-16,87,False
2012-02-17,83,False
2012-02-18,78,False
2012-02-19,79,False
2012-02-20,88,False
2012-02-21,86,False
2012-02-22,83,False
2012-02-23,90,False
2012-02-24,90,False
2012-02-25,83,False
2012-02-26,82,False
2012-02-27,84,False
2012-02-28,87,False
2012-02-29,93,False
2012-03-01,91,False
2012-03-02,93,False
2012-03-03,83,False
2012-03-04,82,False
2012-03-05,88,False
2012-03-06,89,False
2012-03-07,91,False
2012-03-08,94,False
2012-03-09,93,False
2012-03-10,98,False
2012-03-11,87,False
2012-03-12,89,False
2012-03-13,87,False
2012-03-14,87,False
2012-03-15,89,False
2012-03-16,88,False
2012-03-17,78,False
2012-03-18,83,False
2012-03-19,94,False
2012-03-20,93,False
2012-03-21,89,False
2012-03-22,86,False
2012-03-23,85,False
2012-03-24,71,False
2012-03-25,76,False
2012-03-26,81,False
2012-03-27,84,False
2012-03-28,84,False
2012-03-29,80,False
2012-03-30,73,False
2012-03-31,72,False
2012-04-01,73,False
2012-04-02,83,False
2012-04-03,86,False
2012-04-04,96,False
2012-04-05,84,False
2012-04-06,73,False
2012-04-07,65,False
2012-04-08,71,False
2012-04-09,79,False
2012-04-10,80,False
2012-04-11,79,False
2012-04-12,76,False
2012-04-13,79,False
2012-04-14,68,False
2012-04-15,77,False
2012-04-16,81,False
2012-04-17,79,False
2012-04-18,80,False
2012-04-19,79,False
2012-04-20,84,False
2012-04-21,75,False
2012-04-22,76,False
2012-04-23,89,False
2012-04-24,83,False
2012-04-25,80,False
2012-04-26,81,False
2012-04-27,72,False
2012-04-28,72,False
2012-04-29,76,False
2012-04-30,86,False
2012-05-01,89,False
2012-05-02,86,False
2012-05-03,82,False
2012-05-04,84,False
2012-05-05,69,False
2012-05-06,77,False
2012-05-07,84,False
2012-05-08,85,False
2012-05-09,85,False
2012-05-10,82,False
2012-05-11,81,False
2012-05-12,70,False
2012-05-13,72,False
2012-05-14,82,False
2012-05-15,92,False
2012-05-16,83,False
2012-05-17,85,False
2012-05-18,80,False
2012-05-19,73,False
2012-05-20,75,False
2012-05-21,81,False
2012-05-22,86,False
2012-05-23,83,False
2012-05-24,83,False
2012-05-25,79,False
2012-05-26,68,False
2012-05-27,67,False
2012-05-28,72,False
2012-05-29,84,False
2012-05-30,86,False
2012-05-31,82,False
2012-06-01,80,False
2012-06-02,75,False
2012-06-03,75,False
2012-06-04,82,False
2012-06-05,85,False
2012-06-06,81,False
2012-06-07,86,False
2012-06-08,79,False
2012-06-09,70,False
2012-06-10,79,False
2012-06-11,83,False
2012-06-12,86,False
2012-06-13,87,False
2012-06-14,84,False
2012-06-15,82,False
2012-06-16,71,False
2012-06-17,73,False
2012-06-18,84,False
2012-06-19,86,False
2012-06-20,87,False
2012-06-21,82,False
2012-06-22,83,False
2012-06-23,85,False
2012-06-24,82,False
2012-06-25,85,False
2012-06-26,85,False
2012-06-27,83,False
2012-06-28,87,False
2012-06-29,83,False
