date,American Airlines,isPartial
2013-11-06,57,False
2013-11-07,59,False
2013-11-08,56,False
2013-11-09,52,False
2013-11-10,50,False
2013-11-11,58,False
2013-11-12,64,False
2013-11-13,62,False
2013-11-14,57,False
2013-11-15,60,False
2013-11-16,47,False
2013-11-17,57,False
2013-11-18,58,False
2013-11-19,56,False
2013-11-20,55,False
2013-11-21,54,False
2013-11-22,57,False
2013-11-23,53,False
2013-11-24,55,False
2013-11-25,66,False
2013-11-26,65,False
2013-11-27,62,False
2013-11-28,41,False
2013-11-29,46,False
2013-11-30,49,False
2013-12-01,51,False
2013-12-02,62,False
2013-12-03,63,False
2013-12-04,58,False
2013-12-05,61,False
2013-12-06,68,False
2013-12-07,65,False
2013-12-08,67,False
2013-12-09,87,False
2013-12-10,73,False
2013-12-11,60,False
2013-12-12,57,False
2013-12-13,57,False
2013-12-14,57,False
2013-12-15,56,False
2013-12-16,61,False
2013-12-17,61,False
2013-12-18,59,False
2013-12-19,60,False
2013-12-20,65,False
2013-12-21,65,False
2013-12-22,61,False
2013-12-23,61,False
2013-12-24,54,False
2013-12-25,46,False
2013-12-26,62,False
2013-12-27,62,False
2013-12-28,57,False
2013-12-29,57,False
2013-12-30,65,False
2013-12-31,62,False
2014-01-01,61,False
2014-01-02,83,False
2014-01-03,86,False
2014-01-04,77,False
2014-01-05,88,False
2014-01-06,100,False
2014-01-07,91,False
2014-01-08,79,False
2014-01-09,73,False
2014-01-10,67,False
2014-01-11,61,False
2014-01-12,62,False
2014-01-13,64,False
2014-01-14,69,False
2014-01-15,67,False
2014-01-16,64,False
2014-01-17,61,False
2014-01-18,58,False
2014-01-19,57,False
2014-01-20,62,False
2014-01-21,68,False
2014-01-22,68,False
2014-01-23,60,False
2014-01-24,64,False
2014-01-25,54,False
2014-01-26,57,False
2014-01-27,63,False
2014-01-28,65,False
2014-01-29,62,False
2014-01-30,63,False
2014-01-31,58,False
2014-02-01,58,False
2014-02-02,58,False
2014-02-03,64,False
2014-02-04,68,False
2014-02-05,70,False
2014-02-06,65,False
2014-02-07,58,False
2014-02-08,54,False
2014-02-09,57,False
2014-02-10,65,False
2014-02-11,72,False
2014-02-12,77,False
2014-02-13,79,False
2014-02-14,68,False
2014-02-15,59,False
2014-02-16,55,False
2014-02-17,67,False
2014-02-18,66,False
2014-02-19,63,False
2014-02-20,63,False
2014-02-21,64,False
2014-02-22,56,False
2014-02-23,57,False
2014-02-24,61,False
2014-02-25,63,False
2014-02-26,64,False
2014-02-27,64,False
2014-02-28,64,False
2014-03-01,60,False
2014-03-02,74,False
2014-03-03,72,False
2014-03-04,65,False
2014-03-05,63,False
2014-03-06,63,False
2014-03-07,64,False
2014-03-08,67,False
2014-03-09,69,False
2014-03-10,69,False
2014-03-11,65,False
2014-03-12,68,False
2014-03-13,67,False
2014-03-14,65,False
2014-03-15,58,False
2014-03-16,61,False
2014-03-17,65,False
2014-03-18,62,False
2014-03-19,63,False
2014-03-20,61,False
2014-03-21,62,False
2014-03-22,54,False
2014-03-23,56,False
2014-03-24,66,False
2014-03-25,65,False
2014-03-26,60,False
2014-03-27,61,False
2014-03-28,59,False
2014-03-29,52,False
2014-03-30,57,False
2014-03-31,63,False
2014-04-01,62,False
2014-04-02,62,False
2014-04-03,63,False
2014-04-04,62,False
2014-04-05,55,False
2014-04-06,57,False
2014-04-07,63,False
2014-04-08,66,False
2014-04-09,64,False
2014-04-10,62,False
2014-04-11,58,False
2014-04-12,50,False
2014-04-13,58,False
2014-04-14,82,False
2014-04-15,90,False
2014-04-16,74,False
2014-04-17,63,False
2014-04-18,60,False
2014-04-19,50,False
2014-04-20,52,False
2014-04-21,64,False
2014-04-22,62,False
2014-04-23,64,False
2014-04-24,63,False
2014-04-25,60,False
2014-04-26,53,False
2014-04-27,56,False
2014-04-28,65,False
2014-04-29,65,False
2014-04-30,67,False
2014-05-01,67,False
2014-05-02,60,False
2014-05-03,52,False
2014-05-04,53,False
2014-05-05,61,False
2014-05-06,64,False
2014-05-07,63,False
2014-05-08,67,False
2014-05-09,67,False
2014-05-10,54,False
2014-05-11,52,False
2014-05-12,67,False
2014-05-13,75,False
2014-05-14,69,False
2014-05-15,68,False
2014-05-16,64,False
2014-05-17,55,False
2014-05-18,56,False
2014-05-19,64,False
2014-05-20,62,False
2014-05-21,60,False
2014-05-22,64,False
2014-05-23,57,False
2014-05-24,52,False
2014-05-25,50,False
2014-05-26,56,False
2014-05-27,65,False
2014-05-28,64,False
2014-05-29,62,False
2014-05-30,58,False
2014-05-31,54,False
2014-06-01,56,False
2014-06-02,62,False
2014-06-03,64,False
2014-06-04,63,False
2014-06-05,62,False
2014-06-06,57,False
2014-06-07,55,False
2014-06-08,56,False
2014-06-09,68,False
2014-06-10,67,False
2014-06-11,66,False
2014-06-12,62,False
2014-06-13,63,False
2014-06-14,53,False
2014-06-15,53,False
2014-06-16,60,False
2014-06-17,61,False
2014-06-18,63,False
2014-06-19,67,False
2014-06-20,61,False
2014-06-21,54,False
2014-06-22,57,False
2014-06-23,68,False
2014-06-24,64,False
2014-06-25,67,False
2014-06-26,62,False
2014-06-27,60,False
2014-06-28,53,False
2014-06-29,57,False
2014-06-30,60,False
2014-07-01,63,False
2014-07-02,67,False
2014-07-03,67,False
2014-07-04,51,False
2014-07-05,48,False
2014-07-06,57,False
2014-07-07,65,False
2014-07-08,65,False
2014-07-09,65,False
2014-07-10,62,False
2014-07-11,60,False
2014-07-12,56,False
2014-07-13,55,False
2014-07-14,69,False
2014-07-15,71,False
2014-07-16,69,False
2014-07-17,68,False
2014-07-18,64,False
2014-07-19,57,False
2014-07-20,58,False
2014-07-21,65,False
2014-07-22,65,False
2014-07-23,66,False
2014-07-24,66,False
