date,American Airlines,isPartial
2014-03-16,68,False
2014-03-17,72,False
2014-03-18,69,False
2014-03-19,70,False
2014-03-20,70,False
2014-03-21,66,False
2014-03-22,60,False
2014-03-23,64,False
2014-03-24,74,False
2014-03-25,71,False
2014-03-26,65,False
2014-03-27,68,False
2014-03-28,63,False
2014-03-29,59,False
2014-03-30,64,False
2014-03-31,67,False
2014-04-01,68,False
2014-04-02,65,False
2014-04-03,67,False
2014-04-04,70,False
2014-04-05,58,False
2014-04-06,64,False
2014-04-07,71,False
2014-04-08,74,False
2014-04-09,71,False
2014-04-10,68,False
2014-04-11,66,False
2014-04-12,55,False
2014-04-13,63,False
2014-04-14,90,False
2014-04-15,100,False
2014-04-16,81,False
2014-04-17,71,False
2014-04-18,64,False
2014-04-19,54,False
2014-04-20,61,False
2014-04-21,71,False
2014-04-22,70,False
2014-04-23,70,False
2014-04-24,67,False
2014-04-25,66,False
2014-04-26,58,False
2014-04-27,61,False
2014-04-28,67,False
2014-04-29,70,False
2014-04-30,73,False
2014-05-01,72,False
2014-05-02,68,False
2014-05-03,52,False
2014-05-04,57,False
2014-05-05,68,False
2014-05-06,68,False
2014-05-07,69,False
2014-05-08,72,False
2014-05-09,69,False
2014-05-10,57,False
2014-05-11,58,False
2014-05-12,72,False
2014-05-13,84,False
2014-05-14,73,False
2014-05-15,76,False
2014-05-16,72,False
2014-05-17,59,False
2014-05-18,61,False
2014-05-19,72,False
2014-05-20,65,False
2014-05-21,67,False
2014-05-22,67,False
2014-05-23,62,False
2014-05-24,57,False
2014-05-25,52,False
2014-05-26,57,False
2014-05-27,67,False
2014-05-28,74,False
2014-05-29,69,False
2014-05-30,66,False
2014-05-31,60,False
2014-06-01,59,False
2014-06-02,68,False
2014-06-03,68,False
2014-06-04,66,False
2014-06-05,66,False
2014-06-06,65,False
2014-06-07,60,False
2014-06-08,61,False
2014-06-09,77,False
2014-06-10,75,False
2014-06-11,73,False
2014-06-12,69,False
2014-06-13,73,False
2014-06-14,58,False
2014-06-15,60,False
2014-06-16,68,False
2014-06-17,70,False
2014-06-18,74,False
2014-06-19,72,False
2014-06-20,65,False
2014-06-21,62,False
2014-06-22,62,False
2014-06-23,73,False
2014-06-24,68,False
2014-06-25,73,False
2014-06-26,68,False
2014-06-27,65,False
2014-06-28,58,False
2014-06-29,60,False
2014-06-30,62,False
