date,American Airlines,isPartial
2015-08-18,61,False
2015-08-19,60,False
2015-08-20,83,False
2015-08-21,70,False
2015-08-22,52,False
2015-08-23,53,False
2015-08-24,59,False
2015-08-25,59,False
2015-08-26,59,False
2015-08-27,57,False
2015-08-28,54,False
2015-08-29,49,False
2015-08-30,52,False
2015-08-31,61,False
2015-09-01,58,False
2015-09-02,57,False
2015-09-03,57,False
2015-09-04,57,False
2015-09-05,47,False
2015-09-06,41,False
2015-09-07,52,False
2015-09-08,61,False
2015-09-09,61,False
2015-09-10,59,False
2015-09-11,61,False
2015-09-12,50,False
2015-09-13,49,False
2015-09-14,60,False
2015-09-15,60,False
2015-09-16,58,False
2015-09-17,74,False
2015-09-18,58,False
2015-09-19,48,False
2015-09-20,52,False
2015-09-21,60,False
2015-09-22,61,False
2015-09-23,53,False
2015-09-24,58,False
2015-09-25,55,False
2015-09-26,45,False
2015-09-27,59,False
2015-09-28,65,False
2015-09-29,59,False
2015-09-30,57,False
2015-10-01,55,False
2015-10-02,58,False
2015-10-03,49,False
2015-10-04,51,False
2015-10-05,69,False
2015-10-06,72,False
2015-10-07,65,False
2015-10-08,63,False
2015-10-09,60,False
2015-10-10,53,False
2015-10-11,52,False
2015-10-12,65,False
2015-10-13,66,False
2015-10-14,66,False
2015-10-15,65,False
2015-10-16,66,False
2015-10-17,59,False
2015-10-18,62,False
2015-10-19,70,False
2015-10-20,66,False
2015-10-21,64,False
2015-10-22,62,False
2015-10-23,70,False
2015-10-24,59,False
2015-10-25,59,False
2015-10-26,67,False
2015-10-27,66,False
2015-10-28,68,False
2015-10-29,63,False
2015-10-30,62,False
2015-10-31,50,False
2015-11-01,56,False
2015-11-02,68,False
2015-11-03,66,False
2015-11-04,66,False
2015-11-05,65,False
2015-11-06,66,False
2015-11-07,56,False
2015-11-08,59,False
2015-11-09,65,False
2015-11-10,65,False
2015-11-11,65,False
2015-11-12,60,False
2015-11-13,61,False
2015-11-14,51,False
2015-11-15,58,False
2015-11-16,68,False
2015-11-17,65,False
2015-11-18,66,False
2015-11-19,66,False
2015-11-20,63,False
2015-11-21,60,False
2015-11-22,58,False
2015-11-23,60,False
2015-11-24,70,False
2015-11-25,59,False
2015-11-26,40,False
2015-11-27,51,False
2015-11-28,53,False
2015-11-29,62,False
2015-11-30,73,False
2015-12-01,67,False
2015-12-02,64,False
2015-12-03,59,False
2015-12-04,56,False
2015-12-05,52,False
2015-12-06,54,False
2015-12-07,60,False
2015-12-08,59,False
2015-12-09,60,False
2015-12-10,62,False
2015-12-11,58,False
2015-12-12,54,False
2015-12-13,53,False
2015-12-14,62,False
2015-12-15,69,False
2015-12-16,67,False
2015-12-17,71,False
2015-12-18,68,False
2015-12-19,68,False
2015-12-20,64,False
2015-12-21,70,False
2015-12-22,74,False
2015-12-23,79,False
2015-12-24,68,False
2015-12-25,53,False
2015-12-26,65,False
2015-12-27,90,False
2015-12-28,100,False
2015-12-29,95,False
2015-12-30,83,False
2015-12-31,71,False
2016-01-01,58,False
2016-01-02,66,False
2016-01-03,70,False
2016-01-04,74,False
2016-01-05,78,False
2016-01-06,70,False
2016-01-07,69,False
2016-01-08,66,False
2016-01-09,61,False
2016-01-10,67,False
2016-01-11,64,False
2016-01-12,65,False
2016-01-13,65,False
2016-01-14,65,False
2016-01-15,67,False
2016-01-16,62,False
2016-01-17,60,False
2016-01-18,67,False
2016-01-19,65,False
2016-01-20,71,False
2016-01-21,79,False
2016-01-22,83,False
2016-01-23,74,False
2016-01-24,73,False
2016-01-25,78,False
2016-01-26,70,False
2016-01-27,62,False
2016-01-28,62,False
2016-01-29,59,False
2016-01-30,51,False
2016-01-31,61,False
2016-02-01,63,False
2016-02-02,64,False
2016-02-03,68,False
2016-02-04,65,False
2016-02-05,61,False
2016-02-06,55,False
2016-02-07,51,False
2016-02-08,61,False
2016-02-09,64,False
2016-02-10,59,False
2016-02-11,65,False
2016-02-12,62,False
2016-02-13,56,False
2016-02-14,58,False
2016-02-15,75,False
2016-02-16,76,False
2016-02-17,63,False
2016-02-18,65,False
2016-02-19,66,False
2016-02-20,59,False
2016-02-21,58,False
2016-02-22,66,False
2016-02-23,68,False
2016-02-24,72,False
2016-02-25,71,False
2016-02-26,60,False
2016-02-27,56,False
2016-02-28,61,False
2016-02-29,62,False
2016-03-01,69,False
2016-03-02,66,False
2016-03-03,64,False
2016-03-04,67,False
2016-03-05,60,False
2016-03-06,60,False
2016-03-07,70,False
2016-03-08,66,False
2016-03-09,70,False
2016-03-10,68,False
2016-03-11,71,False
2016-03-12,61,False
2016-03-13,67,False
2016-03-14,70,False
2016-03-15,66,False
2016-03-16,63,False
2016-03-17,66,False
2016-03-18,68,False
2016-03-19,66,False
2016-03-20,65,False
2016-03-21,72,False
2016-03-22,77,False
2016-03-23,69,False
2016-03-24,72,False
2016-03-25,69,False
2016-03-26,58,False
2016-03-27,60,False
2016-03-28,73,False
2016-03-29,71,False
2016-03-30,69,False
2016-03-31,71,False
2016-04-01,63,False
2016-04-02,60,False
2016-04-03,68,False
2016-04-04,73,False
2016-04-05,67,False
2016-04-06,65,False
