date,American Airlines,isPartial
2018-02-13,69,False
2018-02-14,64,False
2018-02-15,67,False
2018-02-16,72,False
2018-02-17,60,False
2018-02-18,63,False
2018-02-19,68,False
2018-02-20,74,False
2018-02-21,77,False
2018-02-22,75,False
2018-02-23,73,False
2018-02-24,65,False
2018-02-25,65,False
2018-02-26,69,False
2018-02-27,72,False
2018-02-28,72,False
2018-03-01,81,False
2018-03-02,100,False
2018-03-03,74,False
2018-03-04,70,False
2018-03-05,74,False
2018-03-06,78,False
2018-03-07,83,False
2018-03-08,81,False
2018-03-09,75,False
2018-03-10,69,False
2018-03-11,72,False
2018-03-12,77,False
2018-03-13,79,False
2018-03-14,77,False
2018-03-15,75,False
2018-03-16,72,False
2018-03-17,62,False
2018-03-18,62,False
2018-03-19,74,False
2018-03-20,83,False
2018-03-21,91,False
2018-03-22,83,False
2018-03-23,69,False
2018-03-24,63,False
2018-03-25,68,False
2018-03-26,73,False
2018-03-27,75,False
2018-03-28,72,False
2018-03-29,72,False
2018-03-30,67,False
2018-03-31,55,False
2018-04-01,52,False
2018-04-02,77,False
2018-04-03,76,False
2018-04-04,72,False
2018-04-05,70,False
2018-04-06,67,False
2018-04-07,65,False
2018-04-08,67,False
2018-04-09,74,False
2018-04-10,71,False
2018-04-11,69,False
2018-04-12,67,False
2018-04-13,66,False
2018-04-14,65,False
2018-04-15,75,False
2018-04-16,81,False
2018-04-17,77,False
2018-04-18,70,False
2018-04-19,73,False
2018-04-20,67,False
2018-04-21,57,False
2018-04-22,66,False
2018-04-23,69,False
2018-04-24,71,False
2018-04-25,72,False
2018-04-26,69,False
2018-04-27,71,False
2018-04-28,59,False
2018-04-29,63,False
2018-04-30,71,False
2018-05-01,75,False
2018-05-02,71,False
2018-05-03,74,False
2018-05-04,68,False
2018-05-05,62,False
2018-05-06,61,False
2018-05-07,67,False
2018-05-08,70,False
2018-05-09,71,False
2018-05-10,74,False
2018-05-11,69,False
2018-05-12,60,False
2018-05-13,62,False
2018-05-14,77,False
2018-05-15,84,False
2018-05-16,82,False
2018-05-17,79,False
2018-05-18,74,False
2018-05-19,60,False
2018-05-20,69,False
2018-05-21,80,False
2018-05-22,74,False
2018-05-23,67,False
2018-05-24,79,False
2018-05-25,73,False
2018-05-26,69,False
2018-05-27,64,False
2018-05-28,64,False
2018-05-29,70,False
2018-05-30,73,False
2018-05-31,76,False
2018-06-01,74,False
2018-06-02,67,False
2018-06-03,69,False
2018-06-04,81,False
2018-06-05,77,False
2018-06-06,74,False
2018-06-07,73,False
2018-06-08,73,False
2018-06-09,62,False
2018-06-10,73,False
2018-06-11,81,False
2018-06-12,76,False
2018-06-13,76,False
2018-06-14,73,False
2018-06-15,77,False
2018-06-16,67,False
2018-06-17,65,False
2018-06-18,78,False
2018-06-19,84,False
2018-06-20,86,False
2018-06-21,81,False
2018-06-22,73,False
2018-06-23,62,False
2018-06-24,64,False
2018-06-25,75,False
2018-06-26,75,False
2018-06-27,70,False
2018-06-28,72,False
