date,Dollar Tree,isPartial
2015-04-10,21,False
2015-04-11,25,False
2015-04-12,28,False
2015-04-13,21,False
2015-04-14,21,False
2015-04-15,21,False
2015-04-16,22,False
2015-04-17,23,False
2015-04-18,26,False
2015-04-19,27,False
2015-04-20,22,False
2015-04-21,21,False
2015-04-22,22,False
2015-04-23,23,False
2015-04-24,24,False
2015-04-25,27,False
2015-04-26,30,False
2015-04-27,24,False
2015-04-28,24,False
2015-04-29,23,False
2015-04-30,23,False
2015-05-01,24,False
2015-05-02,28,False
2015-05-03,32,False
2015-05-04,26,False
2015-05-05,25,False
2015-05-06,25,False
2015-05-07,26,False
2015-05-08,27,False
2015-05-09,35,False
2015-05-10,40,False
2015-05-11,25,False
2015-05-12,22,False
2015-05-13,23,False
2015-05-14,25,False
2015-05-15,25,False
2015-05-16,29,False
2015-05-17,33,False
2015-05-18,26,False
2015-05-19,26,False
2015-05-20,25,False
2015-05-21,27,False
2015-05-22,25,False
2015-05-23,30,False
2015-05-24,31,False
2015-05-25,29,False
2015-05-26,23,False
2015-05-27,25,False
2015-05-28,26,False
2015-05-29,28,False
2015-05-30,31,False
2015-05-31,34,False
2015-06-01,27,False
2015-06-02,28,False
2015-06-03,27,False
2015-06-04,27,False
2015-06-05,30,False
2015-06-06,33,False
2015-06-07,35,False
2015-06-08,28,False
2015-06-09,27,False
2015-06-10,26,False
2015-06-11,28,False
2015-06-12,28,False
2015-06-13,32,False
2015-06-14,33,False
2015-06-15,27,False
2015-06-16,26,False
2015-06-17,25,False
2015-06-18,27,False
2015-06-19,28,False
2015-06-20,34,False
2015-06-21,39,False
2015-06-22,25,False
2015-06-23,24,False
2015-06-24,26,False
2015-06-25,28,False
2015-06-26,27,False
2015-06-27,32,False
2015-06-28,36,False
2015-06-29,28,False
2015-06-30,26,False
2015-07-01,27,False
2015-07-02,28,False
2015-07-03,31,False
2015-07-04,38,False
2015-07-05,31,False
2015-07-06,27,False
2015-07-07,26,False
2015-07-08,28,False
2015-07-09,27,False
2015-07-10,28,False
2015-07-11,33,False
2015-07-12,33,False
2015-07-13,27,False
2015-07-14,27,False
2015-07-15,26,False
2015-07-16,26,False
2015-07-17,29,False
2015-07-18,32,False
2015-07-19,33,False
2015-07-20,27,False
2015-07-21,26,False
2015-07-22,25,False
2015-07-23,29,False
2015-07-24,29,False
2015-07-25,32,False
2015-07-26,36,False
2015-07-27,29,False
2015-07-28,27,False
2015-07-29,27,False
2015-07-30,27,False
2015-07-31,29,False
2015-08-01,33,False
2015-08-02,39,False
2015-08-03,29,False
2015-08-04,29,False
2015-08-05,26,False
2015-08-06,29,False
2015-08-07,29,False
2015-08-08,36,False
2015-08-09,36,False
2015-08-10,31,False
2015-08-11,29,False
2015-08-12,28,False
2015-08-13,28,False
2015-08-14,29,False
2015-08-15,34,False
2015-08-16,37,False
2015-08-17,30,False
2015-08-18,29,False
2015-08-19,27,False
2015-08-20,27,False
2015-08-21,28,False
2015-08-22,34,False
2015-08-23,38,False
2015-08-24,28,False
2015-08-25,25,False
2015-08-26,28,False
2015-08-27,26,False
2015-08-28,29,False
2015-08-29,32,False
2015-08-30,37,False
2015-08-31,27,False
2015-09-01,27,False
2015-09-02,26,False
2015-09-03,25,False
2015-09-04,27,False
2015-09-05,32,False
2015-09-06,37,False
2015-09-07,36,False
2015-09-08,27,False
2015-09-09,27,False
2015-09-10,27,False
2015-09-11,28,False
2015-09-12,31,False
2015-09-13,37,False
2015-09-14,28,False
2015-09-15,26,False
2015-09-16,25,False
2015-09-17,25,False
2015-09-18,27,False
2015-09-19,31,False
2015-09-20,37,False
2015-09-21,25,False
2015-09-22,27,False
2015-09-23,26,False
2015-09-24,29,False
2015-09-25,28,False
2015-09-26,33,False
2015-09-27,36,False
2015-09-28,29,False
2015-09-29,27,False
2015-09-30,27,False
2015-10-01,26,False
2015-10-02,29,False
2015-10-03,34,False
2015-10-04,39,False
2015-10-05,29,False
2015-10-06,28,False
2015-10-07,30,False
2015-10-08,28,False
2015-10-09,30,False
2015-10-10,33,False
2015-10-11,37,False
2015-10-12,28,False
2015-10-13,28,False
2015-10-14,28,False
2015-10-15,28,False
2015-10-16,30,False
2015-10-17,34,False
2015-10-18,36,False
2015-10-19,28,False
2015-10-20,29,False
2015-10-21,27,False
2015-10-22,30,False
2015-10-23,31,False
2015-10-24,34,False
2015-10-25,36,False
2015-10-26,31,False
2015-10-27,31,False
2015-10-28,32,False
2015-10-29,36,False
2015-10-30,36,False
2015-10-31,40,False
2015-11-01,33,False
2015-11-02,27,False
2015-11-03,27,False
2015-11-04,25,False
2015-11-05,27,False
2015-11-06,27,False
2015-11-07,33,False
2015-11-08,37,False
2015-11-09,28,False
2015-11-10,28,False
2015-11-11,28,False
2015-11-12,26,False
2015-11-13,26,False
2015-11-14,31,False
2015-11-15,37,False
2015-11-16,27,False
2015-11-17,27,False
2015-11-18,29,False
2015-11-19,29,False
2015-11-20,30,False
2015-11-21,35,False
2015-11-22,39,False
2015-11-23,31,False
2015-11-24,30,False
2015-11-25,32,False
2015-11-26,46,False
2015-11-27,27,False
2015-11-28,35,False
2015-11-29,39,False
2015-11-30,33,False
2015-12-01,34,False
2015-12-02,33,False
2015-12-03,34,False
2015-12-04,35,False
2015-12-05,44,False
2015-12-06,47,False
2015-12-07,37,False
2015-12-08,36,False
2015-12-09,35,False
2015-12-10,36,False
2015-12-11,35,False
2015-12-12,45,False
2015-12-13,48,False
2015-12-14,38,False
2015-12-15,38,False
2015-12-16,39,False
2015-12-17,38,False
2015-12-18,41,False
2015-12-19,45,False
2015-12-20,50,False
2015-12-21,42,False
2015-12-22,45,False
2015-12-23,48,False
2015-12-24,100,False
2015-12-25,57,False
2015-12-26,25,False
