date,Dollar Tree,isPartial
2018-02-13,57,False
2018-02-14,70,False
2018-02-15,40,False
2018-02-16,39,False
2018-02-17,46,False
2018-02-18,47,False
2018-02-19,43,False
2018-02-20,34,False
2018-02-21,32,False
2018-02-22,35,False
2018-02-23,37,False
2018-02-24,46,False
2018-02-25,53,False
2018-02-26,38,False
2018-02-27,37,False
2018-02-28,37,False
2018-03-01,36,False
2018-03-02,38,False
2018-03-03,44,False
2018-03-04,49,False
2018-03-05,39,False
2018-03-06,36,False
2018-03-07,38,False
2018-03-08,37,False
2018-03-09,39,False
2018-03-10,49,False
2018-03-11,53,False
2018-03-12,40,False
2018-03-13,37,False
2018-03-14,38,False
2018-03-15,39,False
2018-03-16,45,False
2018-03-17,49,False
2018-03-18,57,False
2018-03-19,40,False
2018-03-20,41,False
2018-03-21,34,False
2018-03-22,38,False
2018-03-23,42,False
2018-03-24,52,False
2018-03-25,57,False
2018-03-26,44,False
2018-03-27,40,False
2018-03-28,42,False
2018-03-29,45,False
2018-03-30,53,False
2018-03-31,68,False
2018-04-01,100,False
2018-04-02,42,False
2018-04-03,39,False
2018-04-04,37,False
2018-04-05,39,False
2018-04-06,39,False
2018-04-07,48,False
2018-04-08,58,False
2018-04-09,40,False
2018-04-10,39,False
2018-04-11,38,False
2018-04-12,44,False
2018-04-13,39,False
2018-04-14,52,False
2018-04-15,56,False
2018-04-16,41,False
2018-04-17,38,False
2018-04-18,40,False
2018-04-19,39,False
2018-04-20,44,False
2018-04-21,52,False
2018-04-22,57,False
2018-04-23,41,False
2018-04-24,41,False
2018-04-25,43,False
2018-04-26,43,False
2018-04-27,42,False
2018-04-28,51,False
2018-04-29,62,False
2018-04-30,49,False
2018-05-01,44,False
2018-05-02,43,False
2018-05-03,45,False
2018-05-04,46,False
2018-05-05,56,False
2018-05-06,63,False
2018-05-07,50,False
2018-05-08,46,False
2018-05-09,47,False
2018-05-10,49,False
2018-05-11,53,False
2018-05-12,69,False
2018-05-13,87,False
2018-05-14,47,False
2018-05-15,41,False
2018-05-16,43,False
2018-05-17,48,False
2018-05-18,49,False
2018-05-19,58,False
2018-05-20,65,False
2018-05-21,48,False
2018-05-22,46,False
2018-05-23,47,False
2018-05-24,48,False
2018-05-25,46,False
2018-05-26,56,False
2018-05-27,63,False
2018-05-28,61,False
2018-05-29,44,False
2018-05-30,47,False
2018-05-31,50,False
2018-06-01,54,False
2018-06-02,61,False
2018-06-03,68,False
2018-06-04,50,False
2018-06-05,46,False
2018-06-06,50,False
2018-06-07,49,False
2018-06-08,49,False
2018-06-09,60,False
2018-06-10,66,False
2018-06-11,51,False
2018-06-12,45,False
2018-06-13,47,False
2018-06-14,51,False
2018-06-15,54,False
2018-06-16,68,False
2018-06-17,85,False
2018-06-18,45,False
2018-06-19,44,False
2018-06-20,45,False
2018-06-21,46,False
2018-06-22,48,False
2018-06-23,56,False
2018-06-24,65,False
2018-06-25,49,False
2018-06-26,44,False
2018-06-27,45,False
2018-06-28,44,False
