date,Dollar Tree,isPartial
2017-05-29,34,False
2017-05-30,24,False
2017-05-31,24,False
2017-06-01,28,False
2017-06-02,28,False
2017-06-03,32,False
2017-06-04,37,False
2017-06-05,27,False
2017-06-06,25,False
2017-06-07,27,False
2017-06-08,28,False
2017-06-09,27,False
2017-06-10,31,False
2017-06-11,36,False
2017-06-12,29,False
2017-06-13,25,False
2017-06-14,27,False
2017-06-15,27,False
2017-06-16,32,False
2017-06-17,38,False
2017-06-18,42,False
2017-06-19,27,False
2017-06-20,25,False
2017-06-21,25,False
2017-06-22,27,False
2017-06-23,28,False
2017-06-24,34,False
2017-06-25,37,False
2017-06-26,26,False
2017-06-27,25,False
2017-06-28,25,False
2017-06-29,24,False
2017-06-30,28,False
2017-07-01,30,False
2017-07-02,36,False
2017-07-03,31,False
2017-07-04,39,False
2017-07-05,23,False
2017-07-06,25,False
2017-07-07,26,False
2017-07-08,32,False
2017-07-09,39,False
2017-07-10,28,False
2017-07-11,26,False
2017-07-12,23,False
2017-07-13,28,False
2017-07-14,28,False
2017-07-15,36,False
2017-07-16,39,False
2017-07-17,26,False
2017-07-18,26,False
2017-07-19,27,False
2017-07-20,26,False
2017-07-21,26,False
2017-07-22,33,False
2017-07-23,36,False
2017-07-24,27,False
2017-07-25,24,False
2017-07-26,26,False
2017-07-27,24,False
2017-07-28,27,False
2017-07-29,33,False
2017-07-30,37,False
2017-07-31,28,False
2017-08-01,27,False
2017-08-02,27,False
2017-08-03,28,False
2017-08-04,28,False
2017-08-05,31,False
2017-08-06,34,False
2017-08-07,26,False
2017-08-08,27,False
2017-08-09,27,False
2017-08-10,26,False
2017-08-11,28,False
2017-08-12,33,False
2017-08-13,38,False
2017-08-14,27,False
2017-08-15,27,False
2017-08-16,26,False
2017-08-17,27,False
2017-08-18,29,False
2017-08-19,34,False
2017-08-20,39,False
2017-08-21,27,False
2017-08-22,24,False
2017-08-23,26,False
2017-08-24,24,False
2017-08-25,28,False
2017-08-26,31,False
2017-08-27,35,False
2017-08-28,26,False
2017-08-29,23,False
2017-08-30,25,False
2017-08-31,24,False
2017-09-01,28,False
2017-09-02,31,False
2017-09-03,39,False
2017-09-04,36,False
2017-09-05,25,False
2017-09-06,25,False
2017-09-07,23,False
2017-09-08,27,False
2017-09-09,30,False
2017-09-10,35,False
2017-09-11,25,False
2017-09-12,23,False
2017-09-13,24,False
2017-09-14,23,False
2017-09-15,25,False
2017-09-16,32,False
2017-09-17,38,False
2017-09-18,28,False
2017-09-19,35,False
2017-09-20,42,False
2017-09-21,34,False
2017-09-22,29,False
2017-09-23,36,False
2017-09-24,36,False
2017-09-25,26,False
2017-09-26,26,False
2017-09-27,26,False
2017-09-28,26,False
2017-09-29,27,False
2017-09-30,33,False
2017-10-01,36,False
2017-10-02,27,False
2017-10-03,26,False
2017-10-04,29,False
2017-10-05,27,False
2017-10-06,27,False
2017-10-07,32,False
2017-10-08,40,False
2017-10-09,31,False
2017-10-10,26,False
2017-10-11,30,False
2017-10-12,27,False
2017-10-13,29,False
2017-10-14,36,False
2017-10-15,38,False
2017-10-16,28,False
2017-10-17,27,False
2017-10-18,26,False
2017-10-19,28,False
2017-10-20,26,False
2017-10-21,34,False
2017-10-22,36,False
2017-10-23,26,False
2017-10-24,27,False
2017-10-25,27,False
2017-10-26,30,False
2017-10-27,29,False
2017-10-28,37,False
2017-10-29,40,False
2017-10-30,29,False
2017-10-31,32,False
2017-11-01,23,False
2017-11-02,24,False
2017-11-03,26,False
2017-11-04,29,False
2017-11-05,36,False
2017-11-06,27,False
2017-11-07,25,False
2017-11-08,24,False
2017-11-09,24,False
2017-11-10,27,False
2017-11-11,32,False
2017-11-12,36,False
2017-11-13,28,False
2017-11-14,28,False
2017-11-15,28,False
2017-11-16,28,False
2017-11-17,29,False
2017-11-18,36,False
2017-11-19,39,False
2017-11-20,31,False
2017-11-21,30,False
2017-11-22,32,False
2017-11-23,51,False
2017-11-24,24,False
2017-11-25,34,False
2017-11-26,40,False
2017-11-27,31,False
2017-11-28,30,False
2017-11-29,30,False
2017-11-30,29,False
2017-12-01,32,False
2017-12-02,40,False
2017-12-03,45,False
2017-12-04,36,False
2017-12-05,31,False
2017-12-06,31,False
2017-12-07,29,False
2017-12-08,33,False
2017-12-09,38,False
2017-12-10,44,False
2017-12-11,32,False
2017-12-12,33,False
2017-12-13,31,False
2017-12-14,33,False
2017-12-15,34,False
2017-12-16,42,False
2017-12-17,50,False
2017-12-18,37,False
2017-12-19,37,False
2017-12-20,37,False
2017-12-21,40,False
2017-12-22,47,False
2017-12-23,57,False
2017-12-24,100,False
2017-12-25,62,False
2017-12-26,21,False
2017-12-27,22,False
2017-12-28,22,False
2017-12-29,23,False
2017-12-30,27,False
2017-12-31,38,False
2018-01-01,35,False
2018-01-02,23,False
2018-01-03,20,False
2018-01-04,21,False
2018-01-05,23,False
2018-01-06,25,False
2018-01-07,28,False
2018-01-08,23,False
2018-01-09,20,False
2018-01-10,20,False
2018-01-11,20,False
2018-01-12,21,False
2018-01-13,26,False
2018-01-14,28,False
2018-01-15,23,False
2018-01-16,21,False
2018-01-17,21,False
2018-01-18,20,False
2018-01-19,23,False
2018-01-20,26,False
2018-01-21,29,False
2018-01-22,23,False
2018-01-23,21,False
2018-01-24,21,False
2018-01-25,22,False
2018-01-26,22,False
2018-01-27,27,False
2018-01-28,29,False
2018-01-29,24,False
2018-01-30,21,False
2018-01-31,21,False
2018-02-01,23,False
2018-02-02,23,False
2018-02-03,30,False
2018-02-04,29,False
2018-02-05,22,False
2018-02-06,22,False
2018-02-07,24,False
2018-02-08,20,False
2018-02-09,22,False
2018-02-10,28,False
2018-02-11,33,False
2018-02-12,31,False
2018-02-13,34,False
