date,Dollar Tree,isPartial
2017-01-19,37,False
2017-01-20,35,False
2017-01-21,42,False
2017-01-22,48,False
2017-01-23,36,False
2017-01-24,34,False
2017-01-25,34,False
2017-01-26,34,False
2017-01-27,35,False
2017-01-28,46,False
2017-01-29,51,False
2017-01-30,36,False
2017-01-31,35,False
2017-02-01,36,False
2017-02-02,38,False
2017-02-03,36,False
2017-02-04,45,False
2017-02-05,47,False
2017-02-06,33,False
2017-02-07,36,False
2017-02-08,41,False
2017-02-09,43,False
2017-02-10,41,False
2017-02-11,49,False
2017-02-12,56,False
2017-02-13,58,False
2017-02-14,66,False
2017-02-15,35,False
2017-02-16,32,False
2017-02-17,33,False
2017-02-18,44,False
2017-02-19,43,False
2017-02-20,40,False
2017-02-21,33,False
2017-02-22,36,False
2017-02-23,36,False
2017-02-24,35,False
2017-02-25,45,False
2017-02-26,48,False
2017-02-27,39,False
2017-02-28,37,False
2017-03-01,31,False
2017-03-02,33,False
2017-03-03,34,False
2017-03-04,45,False
2017-03-05,50,False
2017-03-06,40,False
2017-03-07,38,False
2017-03-08,36,False
2017-03-09,35,False
2017-03-10,37,False
2017-03-11,46,False
2017-03-12,52,False
2017-03-13,40,False
2017-03-14,37,False
2017-03-15,32,False
2017-03-16,40,False
2017-03-17,43,False
2017-03-18,42,False
2017-03-19,50,False
2017-03-20,34,False
2017-03-21,35,False
2017-03-22,34,False
2017-03-23,36,False
2017-03-24,37,False
2017-03-25,50,False
2017-03-26,50,False
2017-03-27,38,False
2017-03-28,36,False
2017-03-29,37,False
2017-03-30,37,False
2017-03-31,40,False
2017-04-01,50,False
2017-04-02,59,False
2017-04-03,40,False
2017-04-04,39,False
2017-04-05,39,False
2017-04-06,37,False
2017-04-07,43,False
2017-04-08,50,False
2017-04-09,56,False
2017-04-10,41,False
2017-04-11,40,False
2017-04-12,43,False
2017-04-13,49,False
2017-04-14,51,False
2017-04-15,62,False
2017-04-16,100,False
2017-04-17,38,False
2017-04-18,37,False
2017-04-19,41,False
2017-04-20,36,False
2017-04-21,38,False
2017-04-22,51,False
2017-04-23,49,False
2017-04-24,39,False
2017-04-25,39,False
2017-04-26,37,False
2017-04-27,44,False
2017-04-28,44,False
2017-04-29,50,False
2017-04-30,59,False
2017-05-01,47,False
2017-05-02,37,False
2017-05-03,38,False
2017-05-04,42,False
2017-05-05,45,False
2017-05-06,56,False
2017-05-07,59,False
2017-05-08,41,False
2017-05-09,44,False
2017-05-10,48,False
2017-05-11,45,False
2017-05-12,50,False
2017-05-13,61,False
2017-05-14,82,False
2017-05-15,48,False
2017-05-16,43,False
2017-05-17,45,False
2017-05-18,40,False
2017-05-19,46,False
2017-05-20,58,False
2017-05-21,62,False
2017-05-22,47,False
2017-05-23,43,False
2017-05-24,46,False
2017-05-25,47,False
2017-05-26,50,False
2017-05-27,57,False
2017-05-28,63,False
2017-05-29,59,False
2017-05-30,44,False
2017-05-31,46,False
2017-06-01,49,False
2017-06-02,50,False
2017-06-03,56,False
2017-06-04,61,False
2017-06-05,53,False
2017-06-06,45,False
2017-06-07,45,False
2017-06-08,45,False
2017-06-09,48,False
2017-06-10,60,False
2017-06-11,67,False
2017-06-12,45,False
2017-06-13,45,False
2017-06-14,49,False
2017-06-15,45,False
2017-06-16,51,False
2017-06-17,60,False
2017-06-18,73,False
2017-06-19,45,False
2017-06-20,50,False
2017-06-21,47,False
2017-06-22,44,False
