date,Dollar Tree,isPartial
2016-09-11,37,False
2016-09-12,26,False
2016-09-13,24,False
2016-09-14,25,False
2016-09-15,24,False
2016-09-16,27,False
2016-09-17,31,False
2016-09-18,36,False
2016-09-19,25,False
2016-09-20,24,False
2016-09-21,24,False
2016-09-22,25,False
2016-09-23,27,False
2016-09-24,33,False
2016-09-25,37,False
2016-09-26,27,False
2016-09-27,24,False
2016-09-28,25,False
2016-09-29,24,False
2016-09-30,25,False
2016-10-01,32,False
2016-10-02,37,False
2016-10-03,28,False
2016-10-04,26,False
2016-10-05,25,False
2016-10-06,26,False
2016-10-07,28,False
2016-10-08,30,False
2016-10-09,35,False
2016-10-10,26,False
2016-10-11,25,False
2016-10-12,24,False
2016-10-13,25,False
2016-10-14,26,False
2016-10-15,32,False
2016-10-16,39,False
2016-10-17,26,False
2016-10-18,24,False
2016-10-19,24,False
2016-10-20,24,False
2016-10-21,27,False
2016-10-22,32,False
2016-10-23,37,False
2016-10-24,28,False
2016-10-25,28,False
2016-10-26,29,False
2016-10-27,30,False
2016-10-28,31,False
2016-10-29,37,False
2016-10-30,43,False
2016-10-31,33,False
2016-11-01,22,False
2016-11-02,23,False
2016-11-03,25,False
2016-11-04,27,False
2016-11-05,30,False
2016-11-06,34,False
2016-11-07,29,False
2016-11-08,26,False
2016-11-09,20,False
2016-11-10,24,False
2016-11-11,29,False
2016-11-12,34,False
2016-11-13,36,False
2016-11-14,29,False
2016-11-15,28,False
2016-11-16,27,False
2016-11-17,28,False
2016-11-18,29,False
2016-11-19,35,False
2016-11-20,40,False
2016-11-21,33,False
2016-11-22,29,False
2016-11-23,34,False
2016-11-24,48,False
2016-11-25,28,False
2016-11-26,35,False
2016-11-27,38,False
2016-11-28,33,False
2016-11-29,31,False
2016-11-30,31,False
2016-12-01,32,False
2016-12-02,33,False
2016-12-03,40,False
2016-12-04,46,False
2016-12-05,34,False
2016-12-06,35,False
2016-12-07,32,False
2016-12-08,33,False
2016-12-09,34,False
2016-12-10,38,False
2016-12-11,43,False
2016-12-12,33,False
2016-12-13,33,False
2016-12-14,32,False
2016-12-15,34,False
2016-12-16,36,False
2016-12-17,40,False
2016-12-18,44,False
2016-12-19,37,False
2016-12-20,36,False
2016-12-21,37,False
2016-12-22,42,False
2016-12-23,51,False
2016-12-24,100,False
2016-12-25,63,False
2016-12-26,23,False
2016-12-27,22,False
2016-12-28,22,False
2016-12-29,22,False
2016-12-30,26,False
2016-12-31,38,False
2017-01-01,37,False
2017-01-02,26,False
2017-01-03,22,False
