date,Dollar Tree,isPartial
2011-09-18,53,False
2011-09-19,44,False
2011-09-20,42,False
2011-09-21,45,False
2011-09-22,45,False
2011-09-23,46,False
2011-09-24,60,False
2011-09-25,55,False
2011-09-26,47,False
2011-09-27,48,False
2011-09-28,44,False
2011-09-29,48,False
2011-09-30,44,False
2011-10-01,51,False
2011-10-02,57,False
2011-10-03,51,False
2011-10-04,47,False
2011-10-05,50,False
2011-10-06,44,False
2011-10-07,47,False
2011-10-08,53,False
2011-10-09,59,False
2011-10-10,49,False
2011-10-11,52,False
2011-10-12,48,False
2011-10-13,48,False
2011-10-14,46,False
2011-10-15,51,False
2011-10-16,58,False
2011-10-17,45,False
2011-10-18,48,False
2011-10-19,52,False
2011-10-20,49,False
2011-10-21,48,False
2011-10-22,50,False
2011-10-23,60,False
2011-10-24,55,False
2011-10-25,50,False
2011-10-26,52,False
2011-10-27,60,False
2011-10-28,59,False
2011-10-29,60,False
2011-10-30,59,False
2011-10-31,58,False
2011-11-01,42,False
2011-11-02,49,False
2011-11-03,45,False
2011-11-04,45,False
2011-11-05,51,False
2011-11-06,53,False
2011-11-07,52,False
2011-11-08,49,False
2011-11-09,47,False
2011-11-10,49,False
2011-11-11,47,False
2011-11-12,56,False
2011-11-13,57,False
2011-11-14,53,False
2011-11-15,54,False
2011-11-16,52,False
2011-11-17,47,False
2011-11-18,49,False
2011-11-19,57,False
2011-11-20,57,False
2011-11-21,52,False
2011-11-22,52,False
2011-11-23,55,False
2011-11-24,48,False
2011-11-25,44,False
2011-11-26,54,False
2011-11-27,61,False
2011-11-28,57,False
2011-11-29,57,False
2011-11-30,55,False
2011-12-01,61,False
2011-12-02,60,False
2011-12-03,63,False
2011-12-04,62,False
2011-12-05,63,False
2011-12-06,63,False
2011-12-07,58,False
2011-12-08,60,False
2011-12-09,57,False
2011-12-10,67,False
2011-12-11,69,False
2011-12-12,66,False
2011-12-13,62,False
2011-12-14,65,False
2011-12-15,65,False
2011-12-16,63,False
2011-12-17,68,False
2011-12-18,72,False
2011-12-19,64,False
2011-12-20,63,False
2011-12-21,72,False
2011-12-22,68,False
2011-12-23,71,False
2011-12-24,100,False
2011-12-25,51,False
2011-12-26,35,False
2011-12-27,42,False
2011-12-28,41,False
2011-12-29,39,False
2011-12-30,44,False
2011-12-31,59,False
2012-01-01,48,False
2012-01-02,44,False
2012-01-03,46,False
2012-01-04,38,False
2012-01-05,45,False
2012-01-06,43,False
2012-01-07,43,False
2012-01-08,49,False
2012-01-09,47,False
2012-01-10,44,False
2012-01-11,45,False
2012-01-12,42,False
2012-01-13,41,False
2012-01-14,49,False
2012-01-15,55,False
2012-01-16,46,False
2012-01-17,40,False
2012-01-18,41,False
2012-01-19,46,False
2012-01-20,40,False
2012-01-21,45,False
2012-01-22,49,False
2012-01-23,40,False
2012-01-24,45,False
2012-01-25,44,False
2012-01-26,41,False
2012-01-27,46,False
2012-01-28,47,False
2012-01-29,53,False
2012-01-30,43,False
2012-01-31,43,False
2012-02-01,44,False
2012-02-02,42,False
2012-02-03,42,False
2012-02-04,46,False
2012-02-05,51,False
2012-02-06,44,False
2012-02-07,50,False
2012-02-08,43,False
2012-02-09,45,False
2012-02-10,47,False
2012-02-11,55,False
2012-02-12,51,False
2012-02-13,57,False
2012-02-14,63,False
2012-02-15,42,False
2012-02-16,43,False
2012-02-17,46,False
2012-02-18,43,False
2012-02-19,54,False
2012-02-20,42,False
2012-02-21,42,False
2012-02-22,43,False
2012-02-23,41,False
2012-02-24,43,False
2012-02-25,48,False
2012-02-26,48,False
2012-02-27,45,False
2012-02-28,39,False
2012-02-29,43,False
2012-03-01,41,False
2012-03-02,45,False
2012-03-03,44,False
2012-03-04,44,False
2012-03-05,37,False
2012-03-06,44,False
2012-03-07,44,False
2012-03-08,42,False
2012-03-09,43,False
2012-03-10,51,False
2012-03-11,48,False
2012-03-12,38,False
2012-03-13,41,False
2012-03-14,47,False
2012-03-15,46,False
2012-03-16,49,False
2012-03-17,53,False
2012-03-18,53,False
2012-03-19,43,False
2012-03-20,42,False
2012-03-21,42,False
2012-03-22,43,False
2012-03-23,46,False
2012-03-24,52,False
2012-03-25,56,False
2012-03-26,42,False
2012-03-27,44,False
2012-03-28,46,False
2012-03-29,44,False
2012-03-30,43,False
2012-03-31,45,False
2012-04-01,59,False
2012-04-02,43,False
2012-04-03,48,False
2012-04-04,48,False
2012-04-05,51,False
2012-04-06,59,False
2012-04-07,63,False
2012-04-08,65,False
2012-04-09,45,False
2012-04-10,39,False
2012-04-11,42,False
2012-04-12,43,False
2012-04-13,42,False
2012-04-14,41,False
2012-04-15,48,False
2012-04-16,43,False
2012-04-17,42,False
2012-04-18,47,False
2012-04-19,46,False
2012-04-20,44,False
2012-04-21,47,False
2012-04-22,53,False
2012-04-23,44,False
2012-04-24,44,False
2012-04-25,43,False
2012-04-26,44,False
2012-04-27,46,False
2012-04-28,53,False
2012-04-29,57,False
2012-04-30,53,False
2012-05-01,52,False
2012-05-02,46,False
2012-05-03,49,False
2012-05-04,50,False
2012-05-05,53,False
2012-05-06,56,False
2012-05-07,50,False
2012-05-08,48,False
2012-05-09,48,False
2012-05-10,53,False
2012-05-11,52,False
2012-05-12,62,False
2012-05-13,60,False
2012-05-14,47,False
2012-05-15,52,False
2012-05-16,50,False
2012-05-17,51,False
2012-05-18,49,False
2012-05-19,54,False
2012-05-20,54,False
2012-05-21,49,False
2012-05-22,52,False
2012-05-23,50,False
2012-05-24,55,False
2012-05-25,52,False
2012-05-26,53,False
2012-05-27,56,False
2012-05-28,47,False
2012-05-29,45,False
2012-05-30,47,False
2012-05-31,52,False
2012-06-01,48,False
2012-06-02,56,False
2012-06-03,61,False
2012-06-04,49,False
