date,Dollar Tree,isPartial
2014-07-24,33,False
2014-07-25,34,False
2014-07-26,39,False
2014-07-27,43,False
2014-07-28,59,False
2014-07-29,49,False
2014-07-30,39,False
2014-07-31,33,False
2014-08-01,38,False
2014-08-02,43,False
2014-08-03,47,False
2014-08-04,37,False
2014-08-05,37,False
2014-08-06,34,False
2014-08-07,36,False
2014-08-08,33,False
2014-08-09,40,False
2014-08-10,44,False
2014-08-11,37,False
2014-08-12,33,False
2014-08-13,31,False
2014-08-14,37,False
2014-08-15,36,False
2014-08-16,44,False
2014-08-17,46,False
2014-08-18,37,False
2014-08-19,34,False
2014-08-20,35,False
2014-08-21,35,False
2014-08-22,35,False
2014-08-23,38,False
2014-08-24,42,False
2014-08-25,30,False
2014-08-26,30,False
2014-08-27,30,False
2014-08-28,29,False
2014-08-29,32,False
2014-08-30,36,False
2014-08-31,41,False
2014-09-01,35,False
2014-09-02,31,False
2014-09-03,30,False
2014-09-04,34,False
2014-09-05,33,False
2014-09-06,38,False
2014-09-07,41,False
2014-09-08,32,False
2014-09-09,30,False
2014-09-10,29,False
2014-09-11,32,False
2014-09-12,32,False
2014-09-13,34,False
2014-09-14,38,False
2014-09-15,34,False
2014-09-16,33,False
2014-09-17,29,False
2014-09-18,32,False
2014-09-19,28,False
2014-09-20,34,False
2014-09-21,43,False
2014-09-22,33,False
2014-09-23,32,False
2014-09-24,32,False
2014-09-25,32,False
2014-09-26,32,False
2014-09-27,39,False
2014-09-28,42,False
2014-09-29,35,False
2014-09-30,31,False
2014-10-01,33,False
2014-10-02,35,False
2014-10-03,35,False
2014-10-04,38,False
2014-10-05,43,False
2014-10-06,34,False
2014-10-07,32,False
2014-10-08,33,False
2014-10-09,35,False
2014-10-10,32,False
2014-10-11,38,False
2014-10-12,42,False
2014-10-13,37,False
2014-10-14,32,False
2014-10-15,32,False
2014-10-16,35,False
2014-10-17,35,False
2014-10-18,37,False
2014-10-19,42,False
2014-10-20,35,False
2014-10-21,32,False
2014-10-22,38,False
2014-10-23,37,False
2014-10-24,38,False
2014-10-25,41,False
2014-10-26,43,False
2014-10-27,37,False
2014-10-28,39,False
2014-10-29,44,False
2014-10-30,40,False
2014-10-31,45,False
2014-11-01,35,False
2014-11-02,39,False
2014-11-03,30,False
2014-11-04,30,False
2014-11-05,31,False
2014-11-06,34,False
2014-11-07,33,False
2014-11-08,40,False
2014-11-09,42,False
2014-11-10,38,False
2014-11-11,35,False
2014-11-12,32,False
2014-11-13,32,False
2014-11-14,34,False
2014-11-15,41,False
2014-11-16,42,False
2014-11-17,36,False
2014-11-18,33,False
2014-11-19,37,False
2014-11-20,35,False
2014-11-21,36,False
2014-11-22,43,False
2014-11-23,52,False
2014-11-24,39,False
2014-11-25,37,False
2014-11-26,39,False
2014-11-27,45,False
2014-11-28,31,False
2014-11-29,43,False
2014-11-30,52,False
2014-12-01,43,False
2014-12-02,43,False
2014-12-03,41,False
2014-12-04,42,False
2014-12-05,46,False
2014-12-06,51,False
2014-12-07,53,False
2014-12-08,46,False
2014-12-09,40,False
2014-12-10,45,False
2014-12-11,41,False
2014-12-12,44,False
2014-12-13,53,False
2014-12-14,62,False
2014-12-15,48,False
2014-12-16,49,False
2014-12-17,46,False
2014-12-18,49,False
2014-12-19,48,False
2014-12-20,56,False
2014-12-21,59,False
2014-12-22,52,False
2014-12-23,60,False
2014-12-24,100,False
2014-12-25,50,False
2014-12-26,30,False
2014-12-27,34,False
2014-12-28,34,False
2014-12-29,29,False
2014-12-30,36,False
2014-12-31,42,False
2015-01-01,39,False
2015-01-02,30,False
2015-01-03,34,False
2015-01-04,39,False
2015-01-05,29,False
2015-01-06,27,False
2015-01-07,28,False
2015-01-08,28,False
2015-01-09,29,False
2015-01-10,32,False
2015-01-11,35,False
2015-01-12,30,False
2015-01-13,31,False
2015-01-14,28,False
2015-01-15,28,False
2015-01-16,32,False
2015-01-17,34,False
2015-01-18,33,False
2015-01-19,31,False
2015-01-20,29,False
2015-01-21,27,False
2015-01-22,32,False
2015-01-23,35,False
2015-01-24,39,False
2015-01-25,44,False
2015-01-26,34,False
2015-01-27,32,False
2015-01-28,31,False
2015-01-29,31,False
2015-01-30,32,False
2015-01-31,40,False
2015-02-01,36,False
2015-02-02,30,False
2015-02-03,28,False
2015-02-04,31,False
2015-02-05,33,False
2015-02-06,34,False
2015-02-07,41,False
2015-02-08,41,False
2015-02-09,36,False
2015-02-10,36,False
2015-02-11,36,False
2015-02-12,43,False
2015-02-13,47,False
2015-02-14,48,False
2015-02-15,34,False
2015-02-16,28,False
2015-02-17,28,False
2015-02-18,28,False
2015-02-19,29,False
2015-02-20,31,False
2015-02-21,37,False
2015-02-22,37,False
2015-02-23,29,False
2015-02-24,30,False
2015-02-25,29,False
2015-02-26,29,False
2015-02-27,27,False
2015-02-28,34,False
2015-03-01,42,False
2015-03-02,30,False
2015-03-03,28,False
2015-03-04,27,False
2015-03-05,27,False
2015-03-06,35,False
2015-03-07,36,False
2015-03-08,43,False
2015-03-09,31,False
2015-03-10,33,False
2015-03-11,32,False
2015-03-12,30,False
2015-03-13,34,False
2015-03-14,39,False
2015-03-15,40,False
2015-03-16,36,False
2015-03-17,33,False
2015-03-18,29,False
2015-03-19,33,False
2015-03-20,33,False
2015-03-21,40,False
2015-03-22,39,False
2015-03-23,32,False
2015-03-24,29,False
2015-03-25,29,False
2015-03-26,32,False
2015-03-27,32,False
2015-03-28,41,False
2015-03-29,46,False
2015-03-30,35,False
2015-03-31,36,False
2015-04-01,36,False
2015-04-02,38,False
2015-04-03,43,False
2015-04-04,52,False
2015-04-05,61,False
2015-04-06,30,False
2015-04-07,30,False
2015-04-08,28,False
2015-04-09,31,False
2015-04-10,33,False
