date,Dollar Tree,isPartial
2015-08-18,27,False
2015-08-19,27,False
2015-08-20,26,False
2015-08-21,28,False
2015-08-22,34,False
2015-08-23,37,False
2015-08-24,28,False
2015-08-25,26,False
2015-08-26,26,False
2015-08-27,25,False
2015-08-28,29,False
2015-08-29,32,False
2015-08-30,33,False
2015-08-31,25,False
2015-09-01,24,False
2015-09-02,24,False
2015-09-03,24,False
2015-09-04,24,False
2015-09-05,32,False
2015-09-06,35,False
2015-09-07,34,False
2015-09-08,24,False
2015-09-09,24,False
2015-09-10,26,False
2015-09-11,28,False
2015-09-12,31,False
2015-09-13,34,False
2015-09-14,28,False
2015-09-15,25,False
2015-09-16,25,False
2015-09-17,26,False
2015-09-18,26,False
2015-09-19,32,False
2015-09-20,35,False
2015-09-21,28,False
2015-09-22,26,False
2015-09-23,26,False
2015-09-24,26,False
2015-09-25,29,False
2015-09-26,31,False
2015-09-27,37,False
2015-09-28,27,False
2015-09-29,27,False
2015-09-30,28,False
2015-10-01,27,False
2015-10-02,26,False
2015-10-03,33,False
2015-10-04,35,False
2015-10-05,27,False
2015-10-06,27,False
2015-10-07,27,False
2015-10-08,25,False
2015-10-09,27,False
2015-10-10,32,False
2015-10-11,35,False
2015-10-12,29,False
2015-10-13,26,False
2015-10-14,27,False
2015-10-15,28,False
2015-10-16,29,False
2015-10-17,32,False
2015-10-18,36,False
2015-10-19,28,False
2015-10-20,26,False
2015-10-21,26,False
2015-10-22,26,False
2015-10-23,30,False
2015-10-24,33,False
2015-10-25,36,False
2015-10-26,30,False
2015-10-27,30,False
2015-10-28,30,False
2015-10-29,33,False
2015-10-30,35,False
2015-10-31,39,False
2015-11-01,33,False
2015-11-02,26,False
2015-11-03,26,False
2015-11-04,24,False
2015-11-05,24,False
2015-11-06,27,False
2015-11-07,29,False
2015-11-08,37,False
2015-11-09,26,False
2015-11-10,28,False
2015-11-11,26,False
2015-11-12,26,False
2015-11-13,28,False
2015-11-14,31,False
2015-11-15,36,False
2015-11-16,25,False
2015-11-17,29,False
2015-11-18,27,False
2015-11-19,28,False
2015-11-20,26,False
2015-11-21,33,False
2015-11-22,39,False
2015-11-23,30,False
2015-11-24,29,False
2015-11-25,31,False
2015-11-26,45,False
2015-11-27,26,False
2015-11-28,31,False
2015-11-29,36,False
2015-11-30,33,False
2015-12-01,32,False
2015-12-02,33,False
