date,Dollar Tree,isPartial
2013-02-19,58,False
2013-02-20,50,False
2013-02-21,56,False
2013-02-22,52,False
2013-02-23,54,False
2013-02-24,67,False
2013-02-25,57,False
2013-02-26,53,False
2013-02-27,46,False
2013-02-28,53,False
2013-03-01,52,False
2013-03-02,59,False
2013-03-03,66,False
2013-03-04,55,False
2013-03-05,57,False
2013-03-06,52,False
2013-03-07,54,False
2013-03-08,61,False
2013-03-09,64,False
2013-03-10,62,False
2013-03-11,59,False
2013-03-12,59,False
2013-03-13,55,False
2013-03-14,54,False
2013-03-15,61,False
2013-03-16,54,False
2013-03-17,67,False
2013-03-18,55,False
2013-03-19,55,False
2013-03-20,57,False
2013-03-21,55,False
2013-03-22,63,False
2013-03-23,66,False
2013-03-24,71,False
2013-03-25,61,False
2013-03-26,54,False
2013-03-27,68,False
2013-03-28,63,False
2013-03-29,61,False
2013-03-30,78,False
2013-03-31,100,False
2013-04-01,54,False
2013-04-02,51,False
2013-04-03,49,False
2013-04-04,53,False
2013-04-05,52,False
2013-04-06,69,False
2013-04-07,67,False
2013-04-08,59,False
2013-04-09,54,False
2013-04-10,51,False
2013-04-11,53,False
2013-04-12,60,False
2013-04-13,65,False
2013-04-14,74,False
2013-04-15,56,False
2013-04-16,64,False
2013-04-17,57,False
2013-04-18,55,False
2013-04-19,56,False
2013-04-20,56,False
2013-04-21,70,False
2013-04-22,63,False
2013-04-23,57,False
2013-04-24,56,False
2013-04-25,57,False
2013-04-26,54,False
2013-04-27,68,False
2013-04-28,70,False
2013-04-29,60,False
2013-04-30,58,False
2013-05-01,67,False
2013-05-02,57,False
2013-05-03,73,False
2013-05-04,73,False
2013-05-05,78,False
2013-05-06,73,False
2013-05-07,54,False
2013-05-08,72,False
2013-05-09,66,False
2013-05-10,64,False
2013-05-11,72,False
2013-05-12,80,False
2013-05-13,59,False
2013-05-14,63,False
2013-05-15,54,False
2013-05-16,60,False
2013-05-17,66,False
2013-05-18,74,False
2013-05-19,76,False
2013-05-20,63,False
2013-05-21,58,False
2013-05-22,65,False
2013-05-23,68,False
2013-05-24,63,False
2013-05-25,66,False
2013-05-26,71,False
2013-05-27,60,False
2013-05-28,64,False
2013-05-29,67,False
2013-05-30,66,False
2013-05-31,68,False
2013-06-01,79,False
2013-06-02,88,False
2013-06-03,67,False
2013-06-04,60,False
2013-06-05,68,False
2013-06-06,72,False
2013-06-07,69,False
2013-06-08,68,False
2013-06-09,78,False
2013-06-10,69,False
2013-06-11,68,False
2013-06-12,65,False
2013-06-13,61,False
2013-06-14,68,False
2013-06-15,75,False
2013-06-16,92,False
2013-06-17,63,False
2013-06-18,61,False
2013-06-19,70,False
