date,Microsoft,isPartial
2015-08-18,74,False
2015-08-19,74,False
2015-08-20,72,False
2015-08-21,69,False
2015-08-22,59,False
2015-08-23,58,False
2015-08-24,72,False
2015-08-25,75,False
2015-08-26,72,False
2015-08-27,72,False
2015-08-28,68,False
2015-08-29,57,False
2015-08-30,60,False
2015-08-31,70,False
2015-09-01,74,False
2015-09-02,74,False
2015-09-03,73,False
2015-09-04,66,False
2015-09-05,58,False
2015-09-06,58,False
2015-09-07,67,False
2015-09-08,73,False
2015-09-09,75,False
2015-09-10,76,False
2015-09-11,68,False
2015-09-12,56,False
2015-09-13,58,False
2015-09-14,72,False
2015-09-15,75,False
2015-09-16,71,False
2015-09-17,70,False
2015-09-18,68,False
2015-09-19,56,False
2015-09-20,59,False
2015-09-21,73,False
2015-09-22,73,False
2015-09-23,72,False
2015-09-24,71,False
2015-09-25,68,False
2015-09-26,55,False
2015-09-27,59,False
2015-09-28,67,False
2015-09-29,70,False
2015-09-30,73,False
2015-10-01,71,False
2015-10-02,67,False
2015-10-03,55,False
2015-10-04,56,False
2015-10-05,73,False
2015-10-06,100,False
2015-10-07,96,False
2015-10-08,79,False
2015-10-09,74,False
2015-10-10,61,False
2015-10-11,63,False
2015-10-12,72,False
2015-10-13,74,False
2015-10-14,73,False
2015-10-15,72,False
2015-10-16,70,False
2015-10-17,58,False
2015-10-18,62,False
2015-10-19,72,False
2015-10-20,71,False
2015-10-21,73,False
2015-10-22,72,False
2015-10-23,66,False
2015-10-24,57,False
2015-10-25,58,False
2015-10-26,70,False
2015-10-27,72,False
2015-10-28,69,False
2015-10-29,70,False
2015-10-30,64,False
2015-10-31,53,False
2015-11-01,57,False
2015-11-02,72,False
2015-11-03,72,False
2015-11-04,70,False
2015-11-05,70,False
2015-11-06,69,False
2015-11-07,57,False
2015-11-08,58,False
2015-11-09,67,False
2015-11-10,69,False
2015-11-11,70,False
2015-11-12,73,False
2015-11-13,65,False
2015-11-14,54,False
2015-11-15,58,False
2015-11-16,68,False
2015-11-17,69,False
2015-11-18,69,False
2015-11-19,69,False
2015-11-20,67,False
2015-11-21,56,False
2015-11-22,57,False
2015-11-23,68,False
