date,Microsoft,isPartial
2018-02-13,90,False
2018-02-14,88,False
2018-02-15,87,False
2018-02-16,84,False
2018-02-17,62,False
2018-02-18,64,False
2018-02-19,86,False
2018-02-20,91,False
2018-02-21,91,False
2018-02-22,93,False
2018-02-23,84,False
2018-02-24,65,False
2018-02-25,66,False
2018-02-26,92,False
2018-02-27,93,False
2018-02-28,93,False
2018-03-01,92,False
2018-03-02,84,False
2018-03-03,64,False
2018-03-04,67,False
2018-03-05,90,False
2018-03-06,93,False
2018-03-07,93,False
2018-03-08,90,False
2018-03-09,85,False
2018-03-10,65,False
2018-03-11,66,False
2018-03-12,88,False
2018-03-13,92,False
2018-03-14,90,False
2018-03-15,92,False
2018-03-16,81,False
2018-03-17,61,False
2018-03-18,65,False
2018-03-19,89,False
2018-03-20,95,False
2018-03-21,95,False
2018-03-22,92,False
2018-03-23,85,False
2018-03-24,62,False
2018-03-25,62,False
2018-03-26,89,False
2018-03-27,92,False
2018-03-28,91,False
2018-03-29,85,False
2018-03-30,71,False
2018-03-31,57,False
2018-04-01,55,False
2018-04-02,81,False
2018-04-03,87,False
2018-04-04,88,False
2018-04-05,90,False
2018-04-06,80,False
2018-04-07,58,False
2018-04-08,61,False
2018-04-09,89,False
2018-04-10,88,False
2018-04-11,87,False
2018-04-12,88,False
2018-04-13,81,False
2018-04-14,59,False
2018-04-15,61,False
2018-04-16,84,False
2018-04-17,90,False
2018-04-18,88,False
2018-04-19,86,False
2018-04-20,78,False
2018-04-21,56,False
2018-04-22,61,False
2018-04-23,84,False
2018-04-24,86,False
2018-04-25,84,False
2018-04-26,87,False
2018-04-27,81,False
2018-04-28,58,False
2018-04-29,59,False
2018-04-30,80,False
2018-05-01,80,False
2018-05-02,84,False
2018-05-03,84,False
2018-05-04,75,False
2018-05-05,55,False
2018-05-06,56,False
2018-05-07,81,False
2018-05-08,89,False
2018-05-09,85,False
2018-05-10,83,False
2018-05-11,78,False
2018-05-12,56,False
2018-05-13,57,False
2018-05-14,83,False
2018-05-15,87,False
2018-05-16,85,False
2018-05-17,87,False
2018-05-18,79,False
2018-05-19,53,False
2018-05-20,59,False
2018-05-21,82,False
2018-05-22,87,False
2018-05-23,85,False
2018-05-24,86,False
2018-05-25,79,False
2018-05-26,56,False
2018-05-27,55,False
2018-05-28,74,False
2018-05-29,83,False
2018-05-30,86,False
2018-05-31,82,False
2018-06-01,79,False
2018-06-02,57,False
2018-06-03,59,False
2018-06-04,100,False
2018-06-05,93,False
2018-06-06,93,False
2018-06-07,90,False
2018-06-08,79,False
2018-06-09,59,False
2018-06-10,75,False
2018-06-11,89,False
2018-06-12,87,False
2018-06-13,85,False
2018-06-14,81,False
2018-06-15,73,False
2018-06-16,51,False
2018-06-17,52,False
2018-06-18,77,False
2018-06-19,82,False
2018-06-20,82,False
2018-06-21,81,False
2018-06-22,70,False
2018-06-23,52,False
2018-06-24,54,False
2018-06-25,78,False
2018-06-26,80,False
2018-06-27,80,False
2018-06-28,79,False
