date,Microsoft,isPartial
2011-01-01,68,False
2011-01-02,78,False
2011-01-03,88,False
2011-01-04,92,False
2011-01-05,93,False
2011-01-06,95,False
2011-01-07,89,False
2011-01-08,80,False
2011-01-09,83,False
2011-01-10,93,False
2011-01-11,94,False
2011-01-12,94,False
2011-01-13,93,False
2011-01-14,90,False
2011-01-15,80,False
2011-01-16,78,False
2011-01-17,91,False
2011-01-18,96,False
2011-01-19,94,False
2011-01-20,93,False
2011-01-21,87,False
2011-01-22,80,False
2011-01-23,80,False
2011-01-24,88,False
2011-01-25,92,False
2011-01-26,95,False
2011-01-27,96,False
2011-01-28,89,False
2011-01-29,83,False
2011-01-30,83,False
2011-01-31,93,False
2011-02-01,100,False
2011-02-02,98,False
2011-02-03,94,False
2011-02-04,90,False
2011-02-05,82,False
2011-02-06,79,False
2011-02-07,90,False
2011-02-08,95,False
2011-02-09,94,False
2011-02-10,92,False
2011-02-11,95,False
2011-02-12,82,False
2011-02-13,80,False
2011-02-14,87,False
2011-02-15,91,False
2011-02-16,93,False
2011-02-17,90,False
2011-02-18,85,False
2011-02-19,77,False
2011-02-20,77,False
2011-02-21,86,False
2011-02-22,92,False
2011-02-23,92,False
2011-02-24,91,False
2011-02-25,84,False
2011-02-26,77,False
2011-02-27,81,False
2011-02-28,88,False
2011-03-01,91,False
2011-03-02,90,False
2011-03-03,91,False
2011-03-04,84,False
2011-03-05,75,False
2011-03-06,77,False
2011-03-07,90,False
2011-03-08,88,False
2011-03-09,90,False
2011-03-10,94,False
2011-03-11,80,False
2011-03-12,73,False
2011-03-13,75,False
2011-03-14,83,False
2011-03-15,91,False
2011-03-16,89,False
2011-03-17,87,False
2011-03-18,81,False
2011-03-19,75,False
2011-03-20,78,False
2011-03-21,88,False
2011-03-22,91,False
2011-03-23,90,False
2011-03-24,87,False
2011-03-25,83,False
2011-03-26,74,False
2011-03-27,77,False
2011-03-28,87,False
2011-03-29,92,False
2011-03-30,90,False
2011-03-31,87,False
2011-04-01,81,False
2011-04-02,71,False
2011-04-03,74,False
2011-04-04,85,False
2011-04-05,89,False
2011-04-06,89,False
2011-04-07,89,False
2011-04-08,83,False
2011-04-09,68,False
2011-04-10,73,False
2011-04-11,83,False
2011-04-12,89,False
2011-04-13,88,False
2011-04-14,86,False
2011-04-15,83,False
2011-04-16,72,False
2011-04-17,71,False
2011-04-18,85,False
2011-04-19,87,False
2011-04-20,82,False
2011-04-21,84,False
2011-04-22,78,False
2011-04-23,70,False
2011-04-24,70,False
2011-04-25,77,False
2011-04-26,84,False
2011-04-27,85,False
2011-04-28,82,False
2011-04-29,74,False
2011-04-30,67,False
2011-05-01,72,False
2011-05-02,77,False
2011-05-03,84,False
2011-05-04,86,False
2011-05-05,83,False
2011-05-06,80,False
2011-05-07,69,False
2011-05-08,68,False
2011-05-09,82,False
2011-05-10,100,False
2011-05-11,97,False
2011-05-12,86,False
2011-05-13,82,False
2011-05-14,72,False
2011-05-15,72,False
2011-05-16,80,False
2011-05-17,87,False
2011-05-18,85,False
2011-05-19,83,False
2011-05-20,76,False
2011-05-21,67,False
2011-05-22,70,False
2011-05-23,80,False
2011-05-24,86,False
2011-05-25,83,False
2011-05-26,81,False
2011-05-27,76,False
2011-05-28,67,False
2011-05-29,68,False
2011-05-30,75,False
2011-05-31,82,False
2011-06-01,82,False
2011-06-02,83,False
2011-06-03,76,False
2011-06-04,67,False
2011-06-05,67,False
2011-06-06,89,False
2011-06-07,90,False
2011-06-08,83,False
2011-06-09,79,False
2011-06-10,77,False
2011-06-11,68,False
2011-06-12,67,False
2011-06-13,78,False
2011-06-14,80,False
2011-06-15,82,False
2011-06-16,80,False
2011-06-17,77,False
2011-06-18,66,False
2011-06-19,68,False
2011-06-20,77,False
2011-06-21,81,False
2011-06-22,83,False
2011-06-23,79,False
2011-06-24,73,False
2011-06-25,60,False
2011-06-26,65,False
2011-06-27,75,False
2011-06-28,80,False
2011-06-29,83,False
2011-06-30,81,False
2011-07-01,71,False
2011-07-02,64,False
2011-07-03,61,False
2011-07-04,67,False
2011-07-05,73,False
2011-07-06,80,False
2011-07-07,75,False
2011-07-08,70,False
2011-07-09,63,False
2011-07-10,62,False
2011-07-11,75,False
2011-07-12,75,False
2011-07-13,78,False
2011-07-14,75,False
2011-07-15,69,False
2011-07-16,63,False
2011-07-17,60,False
2011-07-18,75,False
2011-07-19,74,False
2011-07-20,75,False
2011-07-21,75,False
2011-07-22,72,False
2011-07-23,61,False
2011-07-24,62,False
2011-07-25,71,False
2011-07-26,74,False
2011-07-27,76,False
2011-07-28,74,False
2011-07-29,69,False
2011-07-30,62,False
2011-07-31,62,False
2011-08-01,74,False
2011-08-02,75,False
2011-08-03,76,False
2011-08-04,78,False
2011-08-05,70,False
2011-08-06,61,False
2011-08-07,63,False
2011-08-08,70,False
2011-08-09,77,False
2011-08-10,74,False
2011-08-11,78,False
2011-08-12,72,False
2011-08-13,62,False
2011-08-14,62,False
2011-08-15,75,False
2011-08-16,76,False
2011-08-17,77,False
2011-08-18,78,False
2011-08-19,72,False
2011-08-20,63,False
2011-08-21,65,False
2011-08-22,76,False
2011-08-23,78,False
2011-08-24,80,False
2011-08-25,75,False
2011-08-26,72,False
2011-08-27,64,False
2011-08-28,64,False
2011-08-29,73,False
2011-08-30,74,False
2011-08-31,78,False
2011-09-01,78,False
2011-09-02,71,False
2011-09-03,62,False
2011-09-04,63,False
2011-09-05,72,False
2011-09-06,78,False
2011-09-07,81,False
2011-09-08,81,False
2011-09-09,78,False
2011-09-10,63,False
2011-09-11,67,False
2011-09-12,80,False
2011-09-13,84,False
2011-09-14,86,False
2011-09-15,84,False
2011-09-16,81,False
2011-09-17,67,False
2011-09-18,70,False
