date,Microsoft,isPartial
2011-09-18,76,False
2011-09-19,86,False
2011-09-20,91,False
2011-09-21,91,False
2011-09-22,88,False
2011-09-23,82,False
2011-09-24,71,False
2011-09-25,74,False
2011-09-26,85,False
2011-09-27,89,False
2011-09-28,88,False
2011-09-29,87,False
2011-09-30,79,False
2011-10-01,73,False
2011-10-02,73,False
2011-10-03,86,False
2011-10-04,86,False
2011-10-05,88,False
2011-10-06,100,False
2011-10-07,84,False
2011-10-08,72,False
2011-10-09,74,False
2011-10-10,83,False
2011-10-11,89,False
2011-10-12,90,False
2011-10-13,87,False
2011-10-14,81,False
2011-10-15,72,False
2011-10-16,73,False
2011-10-17,86,False
2011-10-18,87,False
2011-10-19,89,False
2011-10-20,86,False
2011-10-21,81,False
2011-10-22,72,False
2011-10-23,71,False
2011-10-24,85,False
2011-10-25,87,False
2011-10-26,86,False
2011-10-27,84,False
2011-10-28,77,False
2011-10-29,68,False
2011-10-30,69,False
2011-10-31,79,False
2011-11-01,86,False
2011-11-02,85,False
2011-11-03,85,False
2011-11-04,76,False
2011-11-05,69,False
2011-11-06,68,False
2011-11-07,81,False
2011-11-08,84,False
2011-11-09,85,False
2011-11-10,83,False
2011-11-11,76,False
2011-11-12,68,False
2011-11-13,70,False
2011-11-14,83,False
2011-11-15,85,False
2011-11-16,86,False
2011-11-17,85,False
2011-11-18,78,False
2011-11-19,67,False
2011-11-20,72,False
2011-11-21,82,False
2011-11-22,81,False
2011-11-23,79,False
2011-11-24,73,False
2011-11-25,74,False
2011-11-26,71,False
2011-11-27,73,False
2011-11-28,84,False
2011-11-29,86,False
2011-11-30,85,False
2011-12-01,83,False
2011-12-02,79,False
2011-12-03,69,False
2011-12-04,71,False
2011-12-05,78,False
2011-12-06,84,False
2011-12-07,83,False
2011-12-08,82,False
2011-12-09,78,False
2011-12-10,67,False
2011-12-11,68,False
2011-12-12,81,False
2011-12-13,84,False
2011-12-14,83,False
2011-12-15,81,False
2011-12-16,75,False
2011-12-17,64,False
2011-12-18,68,False
2011-12-19,76,False
2011-12-20,76,False
2011-12-21,77,False
2011-12-22,71,False
2011-12-23,66,False
