date,Microsoft,isPartial
2010-08-24,87,False
2010-08-25,86,False
2010-08-26,86,False
2010-08-27,81,False
2010-08-28,73,False
2010-08-29,72,False
2010-08-30,84,False
2010-08-31,86,False
2010-09-01,86,False
2010-09-02,86,False
2010-09-03,82,False
2010-09-04,72,False
2010-09-05,74,False
2010-09-06,80,False
2010-09-07,89,False
2010-09-08,88,False
2010-09-09,88,False
2010-09-10,81,False
2010-09-11,72,False
2010-09-12,76,False
2010-09-13,87,False
2010-09-14,87,False
2010-09-15,93,False
2010-09-16,93,False
2010-09-17,85,False
2010-09-18,75,False
2010-09-19,78,False
2010-09-20,89,False
2010-09-21,90,False
2010-09-22,93,False
2010-09-23,88,False
2010-09-24,85,False
2010-09-25,74,False
2010-09-26,78,False
2010-09-27,88,False
2010-09-28,94,False
2010-09-29,93,False
2010-09-30,90,False
2010-10-01,84,False
2010-10-02,77,False
2010-10-03,79,False
2010-10-04,88,False
2010-10-05,95,False
2010-10-06,90,False
2010-10-07,95,False
2010-10-08,85,False
2010-10-09,78,False
2010-10-10,79,False
2010-10-11,91,False
2010-10-12,88,False
2010-10-13,90,False
2010-10-14,91,False
2010-10-15,85,False
2010-10-16,76,False
2010-10-17,77,False
2010-10-18,92,False
2010-10-19,92,False
2010-10-20,91,False
2010-10-21,90,False
2010-10-22,84,False
2010-10-23,73,False
2010-10-24,80,False
2010-10-25,89,False
2010-10-26,95,False
2010-10-27,92,False
2010-10-28,89,False
2010-10-29,85,False
2010-10-30,76,False
2010-10-31,73,False
2010-11-01,97,False
2010-11-02,100,False
2010-11-03,94,False
2010-11-04,91,False
2010-11-05,87,False
2010-11-06,78,False
2010-11-07,79,False
2010-11-08,89,False
2010-11-09,93,False
2010-11-10,93,False
2010-11-11,88,False
2010-11-12,83,False
2010-11-13,76,False
2010-11-14,74,False
2010-11-15,89,False
2010-11-16,86,False
2010-11-17,91,False
2010-11-18,89,False
2010-11-19,84,False
2010-11-20,77,False
2010-11-21,77,False
2010-11-22,86,False
2010-11-23,86,False
2010-11-24,82,False
2010-11-25,81,False
2010-11-26,77,False
2010-11-27,77,False
2010-11-28,72,False
2010-11-29,85,False
2010-11-30,90,False
2010-12-01,88,False
2010-12-02,85,False
2010-12-03,79,False
2010-12-04,72,False
2010-12-05,76,False
2010-12-06,83,False
2010-12-07,84,False
2010-12-08,84,False
2010-12-09,81,False
2010-12-10,79,False
2010-12-11,75,False
2010-12-12,71,False
2010-12-13,83,False
2010-12-14,84,False
2010-12-15,84,False
2010-12-16,83,False
2010-12-17,75,False
2010-12-18,70,False
2010-12-19,71,False
2010-12-20,77,False
2010-12-21,80,False
2010-12-22,77,False
2010-12-23,72,False
2010-12-24,64,False
2010-12-25,74,False
2010-12-26,70,False
2010-12-27,76,False
2010-12-28,80,False
2010-12-29,78,False
2010-12-30,76,False
2010-12-31,63,False
2011-01-01,62,False
2011-01-02,72,False
2011-01-03,78,False
2011-01-04,82,False
2011-01-05,86,False
2011-01-06,87,False
2011-01-07,82,False
2011-01-08,73,False
2011-01-09,76,False
2011-01-10,83,False
2011-01-11,83,False
2011-01-12,84,False
2011-01-13,82,False
2011-01-14,82,False
2011-01-15,70,False
2011-01-16,73,False
2011-01-17,83,False
2011-01-18,87,False
2011-01-19,85,False
2011-01-20,83,False
2011-01-21,80,False
2011-01-22,71,False
2011-01-23,73,False
2011-01-24,81,False
2011-01-25,86,False
2011-01-26,88,False
2011-01-27,85,False
2011-01-28,84,False
2011-01-29,77,False
2011-01-30,75,False
2011-01-31,84,False
2011-02-01,90,False
2011-02-02,88,False
2011-02-03,84,False
2011-02-04,80,False
2011-02-05,75,False
2011-02-06,72,False
2011-02-07,82,False
2011-02-08,85,False
2011-02-09,85,False
2011-02-10,87,False
2011-02-11,86,False
2011-02-12,74,False
2011-02-13,74,False
2011-02-14,78,False
2011-02-15,85,False
2011-02-16,86,False
2011-02-17,84,False
2011-02-18,76,False
2011-02-19,71,False
2011-02-20,72,False
2011-02-21,79,False
2011-02-22,83,False
2011-02-23,83,False
2011-02-24,83,False
2011-02-25,80,False
2011-02-26,72,False
2011-02-27,74,False
