date,Microsoft,isPartial
2017-10-06,84,False
2017-10-07,61,False
2017-10-08,64,False
2017-10-09,88,False
2017-10-10,91,False
2017-10-11,94,False
2017-10-12,92,False
2017-10-13,82,False
2017-10-14,62,False
2017-10-15,65,False
2017-10-16,90,False
2017-10-17,94,False
2017-10-18,92,False
2017-10-19,88,False
2017-10-20,84,False
2017-10-21,62,False
2017-10-22,62,False
2017-10-23,90,False
2017-10-24,90,False
2017-10-25,91,False
2017-10-26,87,False
2017-10-27,82,False
2017-10-28,61,False
2017-10-29,65,False
2017-10-30,87,False
2017-10-31,89,False
2017-11-01,88,False
2017-11-02,89,False
2017-11-03,83,False
2017-11-04,62,False
2017-11-05,66,False
2017-11-06,90,False
2017-11-07,94,False
2017-11-08,94,False
2017-11-09,90,False
2017-11-10,83,False
2017-11-11,63,False
2017-11-12,65,False
2017-11-13,92,False
2017-11-14,93,False
2017-11-15,94,False
2017-11-16,95,False
2017-11-17,90,False
2017-11-18,66,False
2017-11-19,70,False
2017-11-20,92,False
2017-11-21,91,False
2017-11-22,91,False
2017-11-23,87,False
2017-11-24,89,False
2017-11-25,68,False
2017-11-26,69,False
2017-11-27,100,False
2017-11-28,93,False
2017-11-29,94,False
2017-11-30,91,False
2017-12-01,83,False
2017-12-02,61,False
2017-12-03,66,False
2017-12-04,91,False
2017-12-05,93,False
2017-12-06,88,False
2017-12-07,87,False
2017-12-08,83,False
2017-12-09,66,False
2017-12-10,64,False
2017-12-11,84,False
2017-12-12,91,False
2017-12-13,90,False
2017-12-14,87,False
2017-12-15,81,False
2017-12-16,62,False
2017-12-17,64,False
2017-12-18,86,False
2017-12-19,83,False
2017-12-20,80,False
2017-12-21,76,False
2017-12-22,73,False
2017-12-23,54,False
2017-12-24,56,False
2017-12-25,69,False
2017-12-26,76,False
2017-12-27,77,False
2017-12-28,71,False
2017-12-29,70,False
2017-12-30,56,False
2017-12-31,50,False
2018-01-01,52,False
2018-01-02,80,False
2018-01-03,83,False
2018-01-04,90,False
2018-01-05,81,False
2018-01-06,64,False
2018-01-07,62,False
2018-01-08,86,False
2018-01-09,90,False
2018-01-10,93,False
2018-01-11,90,False
2018-01-12,83,False
2018-01-13,61,False
2018-01-14,63,False
2018-01-15,82,False
2018-01-16,90,False
2018-01-17,88,False
2018-01-18,89,False
2018-01-19,83,False
2018-01-20,63,False
2018-01-21,64,False
2018-01-22,89,False
2018-01-23,89,False
2018-01-24,90,False
2018-01-25,89,False
2018-01-26,81,False
2018-01-27,63,False
2018-01-28,64,False
2018-01-29,89,False
2018-01-30,90,False
2018-01-31,91,False
2018-02-01,87,False
2018-02-02,84,False
2018-02-03,62,False
2018-02-04,61,False
2018-02-05,86,False
2018-02-06,90,False
2018-02-07,90,False
2018-02-08,89,False
2018-02-09,83,False
2018-02-10,59,False
2018-02-11,60,False
2018-02-12,86,False
2018-02-13,86,False
2018-02-14,82,False
2018-02-15,86,False
2018-02-16,80,False
2018-02-17,61,False
2018-02-18,61,False
2018-02-19,84,False
2018-02-20,89,False
2018-02-21,88,False
2018-02-22,87,False
2018-02-23,81,False
2018-02-24,60,False
2018-02-25,64,False
2018-02-26,89,False
2018-02-27,92,False
2018-02-28,88,False
2018-03-01,89,False
2018-03-02,83,False
2018-03-03,63,False
2018-03-04,61,False
2018-03-05,87,False
2018-03-06,90,False
2018-03-07,90,False
2018-03-08,87,False
2018-03-09,83,False
2018-03-10,62,False
2018-03-11,62,False
2018-03-12,86,False
2018-03-13,87,False
2018-03-14,90,False
2018-03-15,88,False
2018-03-16,81,False
2018-03-17,60,False
2018-03-18,60,False
2018-03-19,87,False
2018-03-20,91,False
2018-03-21,89,False
2018-03-22,86,False
2018-03-23,82,False
2018-03-24,60,False
2018-03-25,60,False
2018-03-26,84,False
2018-03-27,88,False
