date,Microsoft,isPartial
2012-01-26,58,False
2012-01-27,54,False
2012-01-28,47,False
2012-01-29,50,False
2012-01-30,56,False
2012-01-31,57,False
2012-02-01,59,False
2012-02-02,57,False
2012-02-03,53,False
2012-02-04,46,False
2012-02-05,48,False
2012-02-06,56,False
2012-02-07,56,False
2012-02-08,58,False
2012-02-09,57,False
2012-02-10,53,False
2012-02-11,47,False
2012-02-12,46,False
2012-02-13,55,False
2012-02-14,56,False
2012-02-15,59,False
2012-02-16,57,False
2012-02-17,55,False
2012-02-18,48,False
2012-02-19,48,False
2012-02-20,54,False
2012-02-21,58,False
2012-02-22,60,False
2012-02-23,58,False
2012-02-24,55,False
2012-02-25,46,False
2012-02-26,50,False
2012-02-27,55,False
2012-02-28,57,False
2012-02-29,61,False
2012-03-01,63,False
2012-03-02,57,False
2012-03-03,53,False
2012-03-04,52,False
2012-03-05,62,False
2012-03-06,60,False
2012-03-07,57,False
2012-03-08,58,False
2012-03-09,54,False
2012-03-10,48,False
2012-03-11,47,False
2012-03-12,55,False
2012-03-13,56,False
2012-03-14,60,False
2012-03-15,57,False
2012-03-16,53,False
2012-03-17,46,False
2012-03-18,46,False
2012-03-19,56,False
2012-03-20,56,False
2012-03-21,56,False
2012-03-22,55,False
2012-03-23,52,False
2012-03-24,44,False
2012-03-25,45,False
2012-03-26,55,False
2012-03-27,56,False
2012-03-28,55,False
2012-03-29,55,False
2012-03-30,50,False
2012-03-31,43,False
2012-04-01,45,False
2012-04-02,50,False
2012-04-03,52,False
2012-04-04,55,False
2012-04-05,53,False
2012-04-06,47,False
2012-04-07,43,False
2012-04-08,46,False
2012-04-09,52,False
2012-04-10,54,False
2012-04-11,53,False
2012-04-12,54,False
2012-04-13,53,False
2012-04-14,43,False
2012-04-15,45,False
2012-04-16,53,False
2012-04-17,55,False
2012-04-18,57,False
2012-04-19,55,False
2012-04-20,51,False
2012-04-21,42,False
2012-04-22,46,False
2012-04-23,52,False
2012-04-24,56,False
2012-04-25,56,False
2012-04-26,56,False
2012-04-27,49,False
2012-04-28,43,False
2012-04-29,45,False
2012-04-30,52,False
2012-05-01,55,False
2012-05-02,55,False
2012-05-03,53,False
2012-05-04,50,False
2012-05-05,42,False
2012-05-06,44,False
2012-05-07,51,False
2012-05-08,53,False
2012-05-09,56,False
2012-05-10,56,False
2012-05-11,53,False
2012-05-12,45,False
2012-05-13,44,False
2012-05-14,55,False
2012-05-15,55,False
2012-05-16,55,False
2012-05-17,55,False
2012-05-18,49,False
2012-05-19,43,False
2012-05-20,44,False
2012-05-21,52,False
2012-05-22,55,False
2012-05-23,54,False
2012-05-24,52,False
2012-05-25,48,False
2012-05-26,40,False
2012-05-27,41,False
2012-05-28,47,False
2012-05-29,51,False
2012-05-30,52,False
2012-05-31,54,False
2012-06-01,50,False
2012-06-02,41,False
2012-06-03,44,False
2012-06-04,58,False
2012-06-05,57,False
2012-06-06,53,False
2012-06-07,52,False
2012-06-08,48,False
2012-06-09,41,False
2012-06-10,42,False
2012-06-11,50,False
2012-06-12,51,False
2012-06-13,53,False
2012-06-14,53,False
2012-06-15,49,False
2012-06-16,43,False
2012-06-17,42,False
2012-06-18,65,False
2012-06-19,100,False
2012-06-20,77,False
2012-06-21,65,False
2012-06-22,54,False
2012-06-23,46,False
2012-06-24,44,False
2012-06-25,55,False
2012-06-26,55,False
2012-06-27,55,False
2012-06-28,53,False
2012-06-29,49,False
2012-06-30,40,False
2012-07-01,41,False
2012-07-02,49,False
2012-07-03,52,False
2012-07-04,48,False
2012-07-05,51,False
2012-07-06,49,False
2012-07-07,41,False
2012-07-08,42,False
2012-07-09,53,False
2012-07-10,53,False
2012-07-11,54,False
2012-07-12,52,False
2012-07-13,49,False
2012-07-14,42,False
2012-07-15,43,False
2012-07-16,53,False
2012-07-17,55,False
2012-07-18,54,False
2012-07-19,53,False
2012-07-20,51,False
2012-07-21,43,False
2012-07-22,40,False
2012-07-23,51,False
2012-07-24,53,False
2012-07-25,52,False
2012-07-26,53,False
2012-07-27,50,False
2012-07-28,40,False
2012-07-29,41,False
2012-07-30,51,False
2012-07-31,51,False
2012-08-01,54,False
2012-08-02,51,False
2012-08-03,49,False
2012-08-04,40,False
2012-08-05,42,False
2012-08-06,50,False
2012-08-07,50,False
2012-08-08,52,False
2012-08-09,51,False
2012-08-10,47,False
2012-08-11,39,False
2012-08-12,41,False
2012-08-13,51,False
2012-08-14,55,False
2012-08-15,55,False
2012-08-16,56,False
2012-08-17,52,False
2012-08-18,43,False
2012-08-19,45,False
2012-08-20,52,False
2012-08-21,56,False
2012-08-22,55,False
2012-08-23,62,False
2012-08-24,64,False
2012-08-25,49,False
2012-08-26,49,False
2012-08-27,55,False
2012-08-28,59,False
2012-08-29,59,False
2012-08-30,57,False
2012-08-31,53,False
2012-09-01,48,False
2012-09-02,49,False
2012-09-03,53,False
2012-09-04,58,False
2012-09-05,61,False
2012-09-06,60,False
2012-09-07,56,False
2012-09-08,46,False
2012-09-09,49,False
2012-09-10,58,False
2012-09-11,60,False
2012-09-12,60,False
2012-09-13,60,False
2012-09-14,54,False
2012-09-15,46,False
2012-09-16,49,False
2012-09-17,59,False
2012-09-18,62,False
2012-09-19,62,False
2012-09-20,59,False
2012-09-21,56,False
2012-09-22,49,False
2012-09-23,52,False
2012-09-24,59,False
2012-09-25,59,False
2012-09-26,60,False
2012-09-27,57,False
2012-09-28,55,False
2012-09-29,45,False
2012-09-30,49,False
2012-10-01,55,False
2012-10-02,57,False
2012-10-03,61,False
2012-10-04,56,False
2012-10-05,49,False
2012-10-06,47,False
2012-10-07,47,False
2012-10-08,55,False
2012-10-09,58,False
2012-10-10,61,False
2012-10-11,56,False
2012-10-12,54,False
