date,Incyte,isPartial
2011-09-18,0,False
2011-09-19,27,False
2011-09-20,40,False
2011-09-21,54,False
2011-09-22,55,False
2011-09-23,29,False
2011-09-24,17,False
2011-09-25,0,False
2011-09-26,27,False
2011-09-27,40,False
2011-09-28,41,False
2011-09-29,0,False
2011-09-30,14,False
2011-10-01,0,False
2011-10-02,0,False
2011-10-03,27,False
2011-10-04,13,False
2011-10-05,40,False
2011-10-06,27,False
2011-10-07,42,False
2011-10-08,0,False
2011-10-09,0,False
2011-10-10,13,False
2011-10-11,37,False
2011-10-12,0,False
2011-10-13,0,False
2011-10-14,14,False
2011-10-15,32,False
2011-10-16,0,False
2011-10-17,26,False
2011-10-18,13,False
2011-10-19,39,False
2011-10-20,0,False
2011-10-21,0,False
2011-10-22,0,False
2011-10-23,16,False
2011-10-24,26,False
2011-10-25,39,False
2011-10-26,27,False
2011-10-27,0,False
2011-10-28,42,False
2011-10-29,33,False
2011-10-30,16,False
2011-10-31,14,False
2011-11-01,27,False
2011-11-02,13,False
2011-11-03,40,False
2011-11-04,0,False
2011-11-05,0,False
2011-11-06,0,False
2011-11-07,13,False
2011-11-08,13,False
2011-11-09,39,False
2011-11-10,0,False
2011-11-11,28,False
2011-11-12,0,False
2011-11-13,0,False
2011-11-14,38,False
2011-11-15,26,False
2011-11-16,90,False
2011-11-17,77,False
2011-11-18,27,False
2011-11-19,47,False
2011-11-20,0,False
2011-11-21,26,False
2011-11-22,63,False
2011-11-23,26,False
2011-11-24,41,False
2011-11-25,0,False
2011-11-26,0,False
2011-11-27,15,False
2011-11-28,13,False
2011-11-29,13,False
2011-11-30,13,False
2011-12-01,77,False
2011-12-02,27,False
2011-12-03,16,False
2011-12-04,15,False
2011-12-05,38,False
2011-12-06,0,False
2011-12-07,13,False
2011-12-08,92,False
2011-12-09,54,False
2011-12-10,31,False
2011-12-11,31,False
2011-12-12,25,False
2011-12-13,0,False
2011-12-14,51,False
2011-12-15,13,False
2011-12-16,14,False
2011-12-17,0,False
2011-12-18,31,False
2011-12-19,0,False
2011-12-20,27,False
2011-12-21,13,False
2011-12-22,55,False
2011-12-23,30,False
2011-12-24,0,False
2011-12-25,0,False
2011-12-26,46,False
2011-12-27,0,False
2011-12-28,14,False
2011-12-29,28,False
2011-12-30,15,False
2011-12-31,0,False
2012-01-01,18,False
2012-01-02,27,False
2012-01-03,26,False
2012-01-04,37,False
2012-01-05,13,False
2012-01-06,13,False
2012-01-07,0,False
2012-01-08,15,False
2012-01-09,37,False
2012-01-10,24,False
2012-01-11,24,False
2012-01-12,37,False
2012-01-13,13,False
2012-01-14,0,False
2012-01-15,15,False
2012-01-16,12,False
2012-01-17,36,False
2012-01-18,24,False
2012-01-19,24,False
2012-01-20,13,False
2012-01-21,15,False
2012-01-22,0,False
2012-01-23,24,False
2012-01-24,24,False
2012-01-25,0,False
2012-01-26,12,False
2012-01-27,0,False
2012-01-28,0,False
2012-01-29,0,False
2012-01-30,0,False
2012-01-31,12,False
2012-02-01,48,False
2012-02-02,60,False
2012-02-03,100,False
2012-02-04,0,False
2012-02-05,0,False
2012-02-06,48,False
2012-02-07,36,False
2012-02-08,36,False
2012-02-09,12,False
2012-02-10,0,False
2012-02-11,14,False
2012-02-12,14,False
2012-02-13,35,False
2012-02-14,24,False
2012-02-15,36,False
2012-02-16,24,False
2012-02-17,13,False
2012-02-18,0,False
2012-02-19,14,False
2012-02-20,37,False
2012-02-21,24,False
2012-02-22,0,False
2012-02-23,12,False
2012-02-24,37,False
2012-02-25,14,False
2012-02-26,0,False
2012-02-27,12,False
2012-02-28,12,False
2012-02-29,23,False
2012-03-01,38,False
2012-03-02,13,False
2012-03-03,0,False
2012-03-04,0,False
2012-03-05,12,False
2012-03-06,12,False
2012-03-07,12,False
2012-03-08,0,False
2012-03-09,50,False
2012-03-10,14,False
2012-03-11,0,False
2012-03-12,46,False
2012-03-13,47,False
2012-03-14,0,False
2012-03-15,12,False
2012-03-16,13,False
2012-03-17,0,False
2012-03-18,0,False
2012-03-19,24,False
2012-03-20,0,False
2012-03-21,35,False
2012-03-22,12,False
2012-03-23,26,False
2012-03-24,0,False
2012-03-25,0,False
2012-03-26,24,False
2012-03-27,0,False
2012-03-28,12,False
2012-03-29,12,False
2012-03-30,13,False
2012-03-31,0,False
2012-04-01,0,False
2012-04-02,24,False
2012-04-03,24,False
2012-04-04,24,False
2012-04-05,0,False
2012-04-06,14,False
2012-04-07,15,False
2012-04-08,15,False
2012-04-09,14,False
2012-04-10,12,False
2012-04-11,24,False
2012-04-12,59,False
2012-04-13,0,False
2012-04-14,0,False
2012-04-15,0,False
2012-04-16,23,False
2012-04-17,59,False
2012-04-18,12,False
2012-04-19,36,False
2012-04-20,0,False
2012-04-21,14,False
2012-04-22,14,False
2012-04-23,11,False
2012-04-24,12,False
2012-04-25,47,False
2012-04-26,12,False
2012-04-27,25,False
2012-04-28,0,False
2012-04-29,15,False
2012-04-30,0,False
2012-05-01,26,False
2012-05-02,23,False
2012-05-03,24,False
2012-05-04,25,False
2012-05-05,14,False
2012-05-06,0,False
2012-05-07,35,False
2012-05-08,12,False
2012-05-09,11,False
2012-05-10,0,False
2012-05-11,49,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,11,False
2012-05-15,0,False
2012-05-16,23,False
2012-05-17,12,False
2012-05-18,12,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,0,False
2012-05-22,35,False
2012-05-23,46,False
2012-05-24,36,False
2012-05-25,12,False
2012-05-26,15,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,11,False
2012-05-30,23,False
2012-05-31,12,False
2012-06-01,0,False
2012-06-02,15,False
2012-06-03,0,False
2012-06-04,34,False
