date,Incyte,isPartial
2013-06-29,9,False
2013-06-30,29,False
2013-07-01,100,False
2013-07-02,38,False
2013-07-03,42,False
2013-07-04,22,False
2013-07-05,4,False
2013-07-06,0,False
2013-07-07,9,False
2013-07-08,17,False
2013-07-09,17,False
2013-07-10,11,False
2013-07-11,11,False
2013-07-12,4,False
2013-07-13,17,False
2013-07-14,8,False
2013-07-15,10,False
2013-07-16,14,False
2013-07-17,14,False
2013-07-18,18,False
2013-07-19,4,False
2013-07-20,4,False
2013-07-21,4,False
2013-07-22,7,False
2013-07-23,10,False
2013-07-24,11,False
2013-07-25,7,False
2013-07-26,7,False
2013-07-27,9,False
2013-07-28,8,False
2013-07-29,14,False
2013-07-30,14,False
2013-07-31,18,False
2013-08-01,14,False
2013-08-02,19,False
2013-08-03,4,False
2013-08-04,13,False
2013-08-05,11,False
2013-08-06,7,False
2013-08-07,18,False
2013-08-08,7,False
2013-08-09,11,False
2013-08-10,9,False
2013-08-11,13,False
2013-08-12,17,False
2013-08-13,3,False
2013-08-14,14,False
2013-08-15,15,False
2013-08-16,11,False
2013-08-17,8,False
2013-08-18,4,False
2013-08-19,14,False
2013-08-20,14,False
2013-08-21,55,False
2013-08-22,42,False
2013-08-23,14,False
2013-08-24,13,False
2013-08-25,8,False
2013-08-26,17,False
2013-08-27,13,False
2013-08-28,14,False
2013-08-29,14,False
2013-08-30,14,False
2013-08-31,4,False
2013-09-01,4,False
2013-09-02,7,False
2013-09-03,0,False
2013-09-04,30,False
2013-09-05,7,False
2013-09-06,11,False
2013-09-07,8,False
2013-09-08,4,False
2013-09-09,3,False
2013-09-10,10,False
2013-09-11,23,False
2013-09-12,16,False
2013-09-13,14,False
2013-09-14,0,False
2013-09-15,0,False
2013-09-16,16,False
2013-09-17,3,False
2013-09-18,10,False
2013-09-19,10,False
2013-09-20,3,False
2013-09-21,8,False
2013-09-22,8,False
2013-09-23,3,False
2013-09-24,20,False
2013-09-25,10,False
2013-09-26,10,False
2013-09-27,18,False
2013-09-28,12,False
2013-09-29,4,False
2013-09-30,10,False
2013-10-01,6,False
2013-10-02,7,False
2013-10-03,17,False
2013-10-04,14,False
2013-10-05,0,False
2013-10-06,4,False
2013-10-07,16,False
2013-10-08,29,False
2013-10-09,20,False
2013-10-10,7,False
2013-10-11,17,False
2013-10-12,0,False
2013-10-13,12,False
2013-10-14,17,False
2013-10-15,16,False
2013-10-16,7,False
2013-10-17,3,False
2013-10-18,7,False
2013-10-19,8,False
2013-10-20,8,False
2013-10-21,10,False
2013-10-22,10,False
2013-10-23,10,False
2013-10-24,16,False
2013-10-25,30,False
2013-10-26,23,False
2013-10-27,4,False
2013-10-28,29,False
2013-10-29,16,False
2013-10-30,13,False
2013-10-31,33,False
2013-11-01,7,False
2013-11-02,12,False
2013-11-03,4,False
2013-11-04,10,False
2013-11-05,9,False
2013-11-06,25,False
2013-11-07,10,False
2013-11-08,17,False
2013-11-09,23,False
2013-11-10,15,False
2013-11-11,10,False
2013-11-12,19,False
2013-11-13,13,False
2013-11-14,23,False
2013-11-15,17,False
2013-11-16,19,False
2013-11-17,7,False
2013-11-18,16,False
2013-11-19,6,False
2013-11-20,13,False
2013-11-21,13,False
2013-11-22,10,False
2013-11-23,7,False
2013-11-24,7,False
2013-11-25,19,False
2013-11-26,3,False
2013-11-27,16,False
2013-11-28,3,False
2013-11-29,14,False
2013-11-30,19,False
2013-12-01,4,False
2013-12-02,9,False
2013-12-03,16,False
2013-12-04,0,False
2013-12-05,19,False
2013-12-06,10,False
2013-12-07,11,False
2013-12-08,22,False
2013-12-09,13,False
2013-12-10,22,False
2013-12-11,19,False
2013-12-12,19,False
2013-12-13,24,False
2013-12-14,8,False
2013-12-15,11,False
2013-12-16,10,False
2013-12-17,10,False
2013-12-18,10,False
2013-12-19,0,False
2013-12-20,11,False
2013-12-21,4,False
2013-12-22,12,False
2013-12-23,18,False
2013-12-24,12,False
2013-12-25,9,False
2013-12-26,11,False
2013-12-27,14,False
2013-12-28,8,False
2013-12-29,12,False
2013-12-30,10,False
2013-12-31,4,False
2014-01-01,4,False
2014-01-02,13,False
2014-01-03,3,False
2014-01-04,18,False
2014-01-05,7,False
2014-01-06,13,False
2014-01-07,28,False
2014-01-08,9,False
2014-01-09,19,False
2014-01-10,16,False
