date,Incyte,isPartial
2017-01-19,7,False
2017-01-20,29,False
2017-01-21,8,False
2017-01-22,0,False
2017-01-23,35,False
2017-01-24,21,False
2017-01-25,32,False
2017-01-26,14,False
2017-01-27,11,False
2017-01-28,16,False
2017-01-29,0,False
2017-01-30,31,False
2017-01-31,42,False
2017-02-01,30,False
2017-02-02,38,False
2017-02-03,14,False
2017-02-04,8,False
2017-02-05,12,False
2017-02-06,24,False
2017-02-07,7,False
2017-02-08,24,False
2017-02-09,39,False
2017-02-10,36,False
2017-02-11,4,False
2017-02-12,0,False
2017-02-13,27,False
2017-02-14,49,False
2017-02-15,28,False
2017-02-16,34,False
2017-02-17,21,False
2017-02-18,8,False
2017-02-19,0,False
2017-02-20,28,False
2017-02-21,20,False
2017-02-22,10,False
2017-02-23,38,False
2017-02-24,32,False
2017-02-25,36,False
2017-02-26,12,False
2017-02-27,17,False
2017-02-28,38,False
2017-03-01,43,False
2017-03-02,20,False
2017-03-03,18,False
2017-03-04,19,False
2017-03-05,0,False
2017-03-06,39,False
2017-03-07,23,False
2017-03-08,24,False
2017-03-09,34,False
2017-03-10,57,False
2017-03-11,78,False
2017-03-12,41,False
2017-03-13,51,False
2017-03-14,27,False
2017-03-15,44,False
2017-03-16,55,False
2017-03-17,22,False
2017-03-18,16,False
2017-03-19,27,False
2017-03-20,38,False
2017-03-21,31,False
2017-03-22,48,False
2017-03-23,41,False
2017-03-24,25,False
2017-03-25,4,False
2017-03-26,4,False
2017-03-27,17,False
2017-03-28,24,False
2017-03-29,31,False
2017-03-30,21,False
2017-03-31,36,False
2017-04-01,4,False
2017-04-02,12,False
2017-04-03,54,False
2017-04-04,31,False
2017-04-05,37,False
2017-04-06,35,False
2017-04-07,25,False
2017-04-08,8,False
2017-04-09,8,False
2017-04-10,31,False
2017-04-11,49,False
2017-04-12,36,False
2017-04-13,37,False
2017-04-14,47,False
2017-04-15,16,False
2017-04-16,33,False
2017-04-17,100,False
2017-04-18,61,False
2017-04-19,51,False
2017-04-20,52,False
2017-04-21,33,False
2017-04-22,0,False
2017-04-23,12,False
2017-04-24,47,False
2017-04-25,51,False
2017-04-26,47,False
2017-04-27,14,False
2017-04-28,32,False
2017-04-29,8,False
2017-04-30,20,False
2017-05-01,26,False
2017-05-02,24,False
2017-05-03,20,False
2017-05-04,35,False
2017-05-05,29,False
2017-05-06,12,False
2017-05-07,0,False
2017-05-08,41,False
2017-05-09,17,False
2017-05-10,24,False
2017-05-11,35,False
2017-05-12,32,False
2017-05-13,8,False
2017-05-14,12,False
2017-05-15,25,False
2017-05-16,33,False
2017-05-17,44,False
2017-05-18,33,False
2017-05-19,35,False
2017-05-20,22,False
2017-05-21,17,False
2017-05-22,33,False
2017-05-23,28,False
2017-05-24,41,False
2017-05-25,26,False
2017-05-26,28,False
2017-05-27,0,False
2017-05-28,4,False
2017-05-29,15,False
2017-05-30,22,False
2017-05-31,39,False
2017-06-01,30,False
2017-06-02,8,False
2017-06-03,17,False
2017-06-04,17,False
2017-06-05,52,False
2017-06-06,39,False
2017-06-07,43,False
2017-06-08,29,False
2017-06-09,27,False
2017-06-10,9,False
2017-06-11,9,False
2017-06-12,32,False
2017-06-13,46,False
2017-06-14,29,False
2017-06-15,15,False
2017-06-16,19,False
2017-06-17,18,False
2017-06-18,0,False
2017-06-19,48,False
2017-06-20,49,False
2017-06-21,46,False
2017-06-22,25,False
2017-06-23,22,False
2017-06-24,13,False
2017-06-25,9,False
2017-06-26,15,False
2017-06-27,34,False
2017-06-28,26,False
2017-06-29,26,False
2017-06-30,19,False
2017-07-01,9,False
2017-07-02,4,False
2017-07-03,15,False
2017-07-04,4,False
2017-07-05,27,False
2017-07-06,15,False
2017-07-07,12,False
2017-07-08,13,False
2017-07-09,4,False
2017-07-10,29,False
2017-07-11,15,False
2017-07-12,11,False
2017-07-13,34,False
2017-07-14,31,False
2017-07-15,0,False
2017-07-16,9,False
2017-07-17,19,False
2017-07-18,30,False
2017-07-19,19,False
2017-07-20,22,False
2017-07-21,8,False
2017-07-22,9,False
2017-07-23,13,False
2017-07-24,25,False
2017-07-25,40,False
2017-07-26,36,False
2017-07-27,22,False
2017-07-28,15,False
2017-07-29,9,False
2017-07-30,4,False
2017-07-31,22,False
2017-08-01,39,False
2017-08-02,21,False
2017-08-03,29,False
2017-08-04,26,False
2017-08-05,8,False
2017-08-06,8,False
2017-08-07,28,False
2017-08-08,10,False
2017-08-09,18,False
2017-08-10,18,False
2017-08-11,38,False
2017-08-12,12,False
2017-08-13,8,False
2017-08-14,18,False
2017-08-15,37,False
2017-08-16,18,False
2017-08-17,22,False
2017-08-18,30,False
2017-08-19,4,False
2017-08-20,4,False
2017-08-21,18,False
2017-08-22,21,False
2017-08-23,11,False
2017-08-24,14,False
2017-08-25,0,False
2017-08-26,0,False
2017-08-27,12,False
2017-08-28,11,False
2017-08-29,28,False
2017-08-30,50,False
2017-08-31,43,False
2017-09-01,23,False
2017-09-02,25,False
2017-09-03,4,False
2017-09-04,18,False
2017-09-05,21,False
2017-09-06,14,False
2017-09-07,29,False
2017-09-08,18,False
2017-09-09,16,False
2017-09-10,24,False
2017-09-11,49,False
2017-09-12,31,False
2017-09-13,21,False
2017-09-14,25,False
2017-09-15,33,False
2017-09-16,4,False
2017-09-17,12,False
2017-09-18,31,False
2017-09-19,24,False
2017-09-20,24,False
2017-09-21,11,False
2017-09-22,33,False
2017-09-23,4,False
2017-09-24,0,False
2017-09-25,38,False
2017-09-26,17,False
2017-09-27,31,False
2017-09-28,28,False
2017-09-29,37,False
2017-09-30,8,False
2017-10-01,16,False
2017-10-02,21,False
2017-10-03,17,False
2017-10-04,18,False
2017-10-05,42,False
2017-10-06,18,False
