date,Incyte,isPartial
2014-12-01,15,False
2014-12-02,46,False
2014-12-03,39,False
2014-12-04,63,False
2014-12-05,8,False
2014-12-06,19,False
2014-12-07,18,False
2014-12-08,40,False
2014-12-09,23,False
2014-12-10,16,False
2014-12-11,24,False
2014-12-12,25,False
2014-12-13,19,False
2014-12-14,9,False
2014-12-15,40,False
2014-12-16,16,False
2014-12-17,32,False
2014-12-18,25,False
2014-12-19,9,False
2014-12-20,10,False
2014-12-21,39,False
2014-12-22,0,False
2014-12-23,35,False
2014-12-24,19,False
2014-12-25,0,False
2014-12-26,19,False
2014-12-27,9,False
2014-12-28,19,False
2014-12-29,17,False
2014-12-30,17,False
2014-12-31,10,False
2015-01-01,40,False
2015-01-02,9,False
2015-01-03,9,False
2015-01-04,18,False
2015-01-05,16,False
2015-01-06,40,False
2015-01-07,30,False
2015-01-08,8,False
2015-01-09,48,False
2015-01-10,35,False
2015-01-11,9,False
2015-01-12,38,False
2015-01-13,45,False
2015-01-14,0,False
2015-01-15,23,False
2015-01-16,23,False
2015-01-17,18,False
2015-01-18,26,False
2015-01-19,22,False
2015-01-20,60,False
2015-01-21,52,False
2015-01-22,38,False
2015-01-23,38,False
2015-01-24,18,False
2015-01-25,17,False
2015-01-26,22,False
2015-01-27,44,False
2015-01-28,7,False
2015-01-29,37,False
2015-01-30,46,False
2015-01-31,17,False
2015-02-01,17,False
2015-02-02,15,False
2015-02-03,7,False
2015-02-04,37,False
2015-02-05,15,False
2015-02-06,23,False
2015-02-07,9,False
2015-02-08,9,False
2015-02-09,30,False
2015-02-10,15,False
2015-02-11,37,False
2015-02-12,15,False
2015-02-13,39,False
2015-02-14,18,False
2015-02-15,9,False
2015-02-16,78,False
2015-02-17,8,False
2015-02-18,23,False
2015-02-19,15,False
2015-02-20,8,False
2015-02-21,0,False
2015-02-22,17,False
2015-02-23,15,False
2015-02-24,22,False
2015-02-25,37,False
2015-02-26,30,False
2015-02-27,54,False
2015-02-28,0,False
2015-03-01,17,False
2015-03-02,29,False
2015-03-03,7,False
2015-03-04,44,False
2015-03-05,30,False
2015-03-06,24,False
2015-03-07,26,False
2015-03-08,17,False
2015-03-09,44,False
2015-03-10,29,False
2015-03-11,15,False
2015-03-12,30,False
2015-03-13,38,False
2015-03-14,0,False
2015-03-15,25,False
2015-03-16,37,False
2015-03-17,37,False
2015-03-18,52,False
2015-03-19,22,False
2015-03-20,23,False
2015-03-21,18,False
2015-03-22,0,False
2015-03-23,29,False
2015-03-24,29,False
2015-03-25,11,False
2015-03-26,26,False
2015-03-27,39,False
2015-03-28,9,False
2015-03-29,18,False
2015-03-30,37,False
2015-03-31,7,False
2015-04-01,23,False
2015-04-02,24,False
2015-04-03,25,False
2015-04-04,9,False
2015-04-05,0,False
2015-04-06,39,False
2015-04-07,22,False
2015-04-08,37,False
2015-04-09,37,False
2015-04-10,46,False
2015-04-11,18,False
2015-04-12,17,False
2015-04-13,37,False
2015-04-14,29,False
2015-04-15,59,False
2015-04-16,52,False
2015-04-17,8,False
2015-04-18,18,False
2015-04-19,26,False
2015-04-20,29,False
2015-04-21,30,False
2015-04-22,15,False
2015-04-23,45,False
2015-04-24,23,False
2015-04-25,18,False
2015-04-26,0,False
2015-04-27,15,False
2015-04-28,22,False
2015-04-29,30,False
2015-04-30,30,False
2015-05-01,34,False
2015-05-02,9,False
2015-05-03,0,False
2015-05-04,22,False
2015-05-05,7,False
2015-05-06,15,False
2015-05-07,37,False
2015-05-08,39,False
2015-05-09,0,False
2015-05-10,18,False
2015-05-11,22,False
2015-05-12,44,False
2015-05-13,22,False
2015-05-14,37,False
2015-05-15,23,False
2015-05-16,17,False
2015-05-17,17,False
2015-05-18,29,False
2015-05-19,36,False
2015-05-20,51,False
2015-05-21,37,False
2015-05-22,31,False
2015-05-23,0,False
2015-05-24,9,False
2015-05-25,8,False
2015-05-26,22,False
