date,Incyte,isPartial
2018-02-13,11,False
2018-02-14,18,False
2018-02-15,23,False
2018-02-16,11,False
2018-02-17,3,False
2018-02-18,7,False
2018-02-19,9,False
2018-02-20,7,False
2018-02-21,15,False
2018-02-22,17,False
2018-02-23,16,False
2018-02-24,3,False
2018-02-25,5,False
2018-02-26,6,False
2018-02-27,15,False
2018-02-28,12,False
2018-03-01,21,False
2018-03-02,9,False
2018-03-03,10,False
2018-03-04,10,False
2018-03-05,12,False
2018-03-06,18,False
2018-03-07,8,False
2018-03-08,6,False
2018-03-09,16,False
2018-03-10,9,False
2018-03-11,10,False
2018-03-12,15,False
2018-03-13,13,False
2018-03-14,13,False
2018-03-15,10,False
2018-03-16,8,False
2018-03-17,10,False
2018-03-18,10,False
2018-03-19,14,False
2018-03-20,9,False
2018-03-21,18,False
2018-03-22,12,False
2018-03-23,8,False
2018-03-24,5,False
2018-03-25,2,False
2018-03-26,14,False
2018-03-27,12,False
2018-03-28,12,False
2018-03-29,11,False
2018-03-30,9,False
2018-03-31,4,False
2018-04-01,2,False
2018-04-02,31,False
2018-04-03,5,False
2018-04-04,18,False
2018-04-05,17,False
2018-04-06,100,False
2018-04-07,35,False
2018-04-08,19,False
2018-04-09,56,False
2018-04-10,27,False
2018-04-11,23,False
2018-04-12,23,False
2018-04-13,14,False
2018-04-14,5,False
2018-04-15,3,False
2018-04-16,13,False
2018-04-17,17,False
2018-04-18,20,False
2018-04-19,9,False
2018-04-20,21,False
2018-04-21,4,False
2018-04-22,0,False
2018-04-23,22,False
2018-04-24,33,False
2018-04-25,18,False
2018-04-26,17,False
2018-04-27,11,False
2018-04-28,9,False
2018-04-29,9,False
2018-04-30,16,False
2018-05-01,31,False
2018-05-02,20,False
2018-05-03,17,False
2018-05-04,13,False
2018-05-05,5,False
2018-05-06,3,False
2018-05-07,11,False
2018-05-08,15,False
2018-05-09,11,False
2018-05-10,18,False
2018-05-11,16,False
2018-05-12,7,False
2018-05-13,2,False
2018-05-14,20,False
2018-05-15,10,False
2018-05-16,15,False
2018-05-17,9,False
2018-05-18,13,False
2018-05-19,5,False
2018-05-20,7,False
2018-05-21,14,False
2018-05-22,8,False
2018-05-23,8,False
2018-05-24,15,False
2018-05-25,26,False
2018-05-26,18,False
2018-05-27,4,False
2018-05-28,3,False
2018-05-29,14,False
2018-05-30,18,False
2018-05-31,9,False
2018-06-01,13,False
2018-06-02,4,False
2018-06-03,5,False
2018-06-04,17,False
2018-06-05,15,False
2018-06-06,11,False
2018-06-07,12,False
2018-06-08,8,False
2018-06-09,5,False
2018-06-10,5,False
2018-06-11,12,False
2018-06-12,8,False
2018-06-13,11,False
2018-06-14,16,False
2018-06-15,18,False
2018-06-16,7,False
2018-06-17,0,False
2018-06-18,9,False
2018-06-19,15,False
2018-06-20,8,False
2018-06-21,11,False
2018-06-22,16,False
2018-06-23,0,False
2018-06-24,2,False
2018-06-25,7,False
2018-06-26,21,False
2018-06-27,7,False
2018-06-28,9,False
