date,Incyte,isPartial
2011-05-11,48,False
2011-05-12,19,False
2011-05-13,10,False
2011-05-14,12,False
2011-05-15,0,False
2011-05-16,0,False
2011-05-17,0,False
2011-05-18,47,False
2011-05-19,39,False
2011-05-20,20,False
2011-05-21,0,False
2011-05-22,0,False
2011-05-23,9,False
2011-05-24,19,False
2011-05-25,19,False
2011-05-26,0,False
2011-05-27,0,False
2011-05-28,0,False
2011-05-29,25,False
2011-05-30,10,False
2011-05-31,28,False
2011-06-01,10,False
2011-06-02,10,False
2011-06-03,10,False
2011-06-04,0,False
2011-06-05,12,False
2011-06-06,19,False
2011-06-07,19,False
2011-06-08,9,False
2011-06-09,29,False
2011-06-10,20,False
2011-06-11,0,False
2011-06-12,12,False
2011-06-13,29,False
2011-06-14,19,False
2011-06-15,19,False
2011-06-16,19,False
2011-06-17,20,False
2011-06-18,0,False
2011-06-19,0,False
2011-06-20,0,False
2011-06-21,47,False
2011-06-22,38,False
2011-06-23,10,False
2011-06-24,10,False
2011-06-25,0,False
2011-06-26,12,False
2011-06-27,10,False
2011-06-28,38,False
2011-06-29,0,False
2011-06-30,19,False
2011-07-01,20,False
2011-07-02,0,False
2011-07-03,0,False
2011-07-04,0,False
2011-07-05,10,False
2011-07-06,10,False
2011-07-07,29,False
2011-07-08,0,False
2011-07-09,0,False
2011-07-10,0,False
2011-07-11,19,False
2011-07-12,0,False
2011-07-13,19,False
2011-07-14,30,False
2011-07-15,42,False
2011-07-16,0,False
2011-07-17,0,False
2011-07-18,39,False
2011-07-19,0,False
2011-07-20,10,False
2011-07-21,10,False
2011-07-22,10,False
2011-07-23,0,False
2011-07-24,12,False
2011-07-25,19,False
2011-07-26,19,False
2011-07-27,10,False
2011-07-28,29,False
2011-07-29,10,False
2011-07-30,0,False
2011-07-31,0,False
2011-08-01,19,False
2011-08-02,19,False
2011-08-03,29,False
2011-08-04,39,False
2011-08-05,20,False
2011-08-06,0,False
2011-08-07,12,False
2011-08-08,0,False
2011-08-09,0,False
2011-08-10,28,False
2011-08-11,9,False
2011-08-12,10,False
2011-08-13,0,False
2011-08-14,12,False
2011-08-15,30,False
2011-08-16,19,False
2011-08-17,19,False
2011-08-18,9,False
2011-08-19,0,False
2011-08-20,12,False
2011-08-21,0,False
2011-08-22,9,False
2011-08-23,27,False
2011-08-24,18,False
2011-08-25,9,False
2011-08-26,0,False
2011-08-27,11,False
2011-08-28,0,False
2011-08-29,0,False
2011-08-30,9,False
2011-08-31,0,False
2011-09-01,9,False
2011-09-02,10,False
2011-09-03,11,False
2011-09-04,0,False
2011-09-05,0,False
2011-09-06,18,False
2011-09-07,36,False
2011-09-08,17,False
2011-09-09,0,False
2011-09-10,0,False
2011-09-11,0,False
2011-09-12,35,False
2011-09-13,26,False
2011-09-14,9,False
2011-09-15,9,False
2011-09-16,0,False
2011-09-17,0,False
2011-09-18,0,False
2011-09-19,26,False
2011-09-20,9,False
2011-09-21,17,False
2011-09-22,18,False
2011-09-23,9,False
2011-09-24,11,False
2011-09-25,0,False
2011-09-26,17,False
2011-09-27,17,False
2011-09-28,9,False
2011-09-29,9,False
2011-09-30,0,False
2011-10-01,22,False
2011-10-02,0,False
2011-10-03,9,False
