date,Incyte,isPartial
2015-04-10,42,False
2015-04-11,0,False
2015-04-12,38,False
2015-04-13,40,False
2015-04-14,32,False
2015-04-15,80,False
2015-04-16,16,False
2015-04-17,25,False
2015-04-18,9,False
2015-04-19,28,False
2015-04-20,24,False
2015-04-21,40,False
2015-04-22,32,False
2015-04-23,72,False
2015-04-24,25,False
2015-04-25,19,False
2015-04-26,28,False
2015-04-27,8,False
2015-04-28,55,False
2015-04-29,32,False
2015-04-30,33,False
2015-05-01,54,False
2015-05-02,19,False
2015-05-03,0,False
2015-05-04,32,False
2015-05-05,16,False
2015-05-06,24,False
2015-05-07,32,False
2015-05-08,58,False
2015-05-09,19,False
2015-05-10,19,False
2015-05-11,31,False
2015-05-12,47,False
2015-05-13,16,False
2015-05-14,32,False
2015-05-15,25,False
2015-05-16,9,False
2015-05-17,9,False
2015-05-18,47,False
2015-05-19,39,False
2015-05-20,55,False
2015-05-21,16,False
2015-05-22,41,False
2015-05-23,19,False
2015-05-24,29,False
2015-05-25,16,False
2015-05-26,23,False
2015-05-27,54,False
2015-05-28,8,False
2015-05-29,33,False
2015-05-30,57,False
2015-05-31,47,False
2015-06-01,32,False
2015-06-02,24,False
2015-06-03,31,False
2015-06-04,8,False
2015-06-05,17,False
2015-06-06,10,False
2015-06-07,10,False
2015-06-08,31,False
2015-06-09,16,False
2015-06-10,55,False
2015-06-11,33,False
2015-06-12,8,False
2015-06-13,10,False
2015-06-14,19,False
2015-06-15,46,False
2015-06-16,46,False
2015-06-17,8,False
2015-06-18,16,False
2015-06-19,25,False
2015-06-20,19,False
2015-06-21,38,False
2015-06-22,24,False
2015-06-23,16,False
2015-06-24,32,False
2015-06-25,32,False
2015-06-26,17,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,32,False
2015-06-30,24,False
2015-07-01,57,False
2015-07-02,72,False
2015-07-03,9,False
2015-07-04,20,False
2015-07-05,10,False
2015-07-06,47,False
2015-07-07,16,False
2015-07-08,47,False
2015-07-09,8,False
2015-07-10,33,False
2015-07-11,10,False
2015-07-12,10,False
2015-07-13,8,False
2015-07-14,48,False
2015-07-15,32,False
2015-07-16,82,False
2015-07-17,51,False
2015-07-18,20,False
2015-07-19,41,False
2015-07-20,33,False
2015-07-21,24,False
2015-07-22,32,False
2015-07-23,32,False
2015-07-24,25,False
2015-07-25,9,False
2015-07-26,9,False
2015-07-27,23,False
2015-07-28,55,False
2015-07-29,39,False
2015-07-30,40,False
2015-07-31,42,False
2015-08-01,29,False
2015-08-02,29,False
2015-08-03,32,False
2015-08-04,79,False
2015-08-05,24,False
2015-08-06,41,False
2015-08-07,17,False
2015-08-08,9,False
2015-08-09,0,False
2015-08-10,24,False
2015-08-11,24,False
2015-08-12,24,False
2015-08-13,32,False
2015-08-14,41,False
2015-08-15,19,False
2015-08-16,9,False
2015-08-17,24,False
2015-08-18,39,False
2015-08-19,39,False
2015-08-20,71,False
2015-08-21,32,False
2015-08-22,0,False
2015-08-23,0,False
2015-08-24,60,False
2015-08-25,46,False
2015-08-26,46,False
2015-08-27,16,False
2015-08-28,33,False
2015-08-29,28,False
2015-08-30,18,False
2015-08-31,31,False
2015-09-01,8,False
2015-09-02,100,False
2015-09-03,23,False
2015-09-04,32,False
2015-09-05,0,False
2015-09-06,9,False
2015-09-07,8,False
2015-09-08,38,False
2015-09-09,60,False
2015-09-10,46,False
2015-09-11,64,False
2015-09-12,27,False
2015-09-13,17,False
2015-09-14,52,False
2015-09-15,15,False
2015-09-16,67,False
2015-09-17,45,False
2015-09-18,24,False
2015-09-19,9,False
2015-09-20,9,False
2015-09-21,30,False
2015-09-22,22,False
2015-09-23,23,False
2015-09-24,23,False
2015-09-25,32,False
2015-09-26,27,False
2015-09-27,35,False
2015-09-28,37,False
2015-09-29,37,False
2015-09-30,67,False
2015-10-01,45,False
2015-10-02,63,False
2015-10-03,18,False
2015-10-04,9,False
2015-10-05,51,False
2015-10-06,15,False
2015-10-07,22,False
2015-10-08,15,False
2015-10-09,15,False
2015-10-10,18,False
2015-10-11,9,False
2015-10-12,15,False
2015-10-13,29,False
2015-10-14,66,False
2015-10-15,68,False
2015-10-16,38,False
2015-10-17,26,False
2015-10-18,17,False
2015-10-19,44,False
2015-10-20,29,False
2015-10-21,44,False
2015-10-22,15,False
2015-10-23,62,False
2015-10-24,9,False
2015-10-25,9,False
2015-10-26,36,False
2015-10-27,22,False
2015-10-28,29,False
2015-10-29,37,False
2015-10-30,39,False
2015-10-31,0,False
2015-11-01,9,False
2015-11-02,22,False
2015-11-03,51,False
2015-11-04,44,False
2015-11-05,45,False
2015-11-06,92,False
2015-11-07,26,False
2015-11-08,34,False
2015-11-09,50,False
2015-11-10,37,False
2015-11-11,30,False
2015-11-12,45,False
2015-11-13,31,False
2015-11-14,0,False
2015-11-15,8,False
2015-11-16,30,False
2015-11-17,29,False
2015-11-18,22,False
2015-11-19,45,False
2015-11-20,23,False
2015-11-21,26,False
2015-11-22,0,False
2015-11-23,44,False
2015-11-24,51,False
2015-11-25,44,False
2015-11-26,8,False
2015-11-27,39,False
2015-11-28,17,False
2015-11-29,34,False
2015-11-30,43,False
2015-12-01,29,False
2015-12-02,14,False
2015-12-03,37,False
2015-12-04,46,False
2015-12-05,17,False
2015-12-06,26,False
2015-12-07,29,False
2015-12-08,0,False
2015-12-09,22,False
2015-12-10,30,False
2015-12-11,23,False
2015-12-12,9,False
2015-12-13,0,False
2015-12-14,7,False
2015-12-15,23,False
2015-12-16,69,False
2015-12-17,46,False
2015-12-18,49,False
2015-12-19,18,False
2015-12-20,18,False
2015-12-21,31,False
2015-12-22,48,False
2015-12-23,25,False
2015-12-24,9,False
2015-12-25,0,False
2015-12-26,9,False
