date,Incyte,isPartial
2017-10-06,27,False
2017-10-07,15,False
2017-10-08,9,False
2017-10-09,12,False
2017-10-10,16,False
2017-10-11,20,False
2017-10-12,15,False
2017-10-13,14,False
2017-10-14,6,False
2017-10-15,7,False
2017-10-16,16,False
2017-10-17,16,False
2017-10-18,16,False
2017-10-19,10,False
2017-10-20,7,False
2017-10-21,8,False
2017-10-22,2,False
2017-10-23,10,False
2017-10-24,14,False
2017-10-25,18,False
2017-10-26,20,False
2017-10-27,17,False
2017-10-28,11,False
2017-10-29,4,False
2017-10-30,16,False
2017-10-31,40,False
2017-11-01,23,False
2017-11-02,13,False
2017-11-03,8,False
2017-11-04,4,False
2017-11-05,2,False
2017-11-06,19,False
2017-11-07,22,False
2017-11-08,23,False
2017-11-09,16,False
2017-11-10,5,False
2017-11-11,2,False
2017-11-12,2,False
2017-11-13,11,False
2017-11-14,8,False
2017-11-15,8,False
2017-11-16,14,False
2017-11-17,17,False
2017-11-18,5,False
2017-11-19,5,False
2017-11-20,13,False
2017-11-21,18,False
2017-11-22,5,False
2017-11-23,5,False
2017-11-24,10,False
2017-11-25,0,False
2017-11-26,7,False
2017-11-27,20,False
2017-11-28,9,False
2017-11-29,13,False
2017-11-30,19,False
2017-12-01,8,False
2017-12-02,4,False
2017-12-03,2,False
2017-12-04,9,False
2017-12-05,9,False
2017-12-06,14,False
2017-12-07,16,False
2017-12-08,7,False
2017-12-09,2,False
2017-12-10,5,False
2017-12-11,6,False
2017-12-12,8,False
2017-12-13,8,False
2017-12-14,16,False
2017-12-15,7,False
2017-12-16,6,False
2017-12-17,6,False
2017-12-18,10,False
2017-12-19,16,False
2017-12-20,10,False
2017-12-21,3,False
2017-12-22,4,False
2017-12-23,4,False
2017-12-24,4,False
2017-12-25,2,False
2017-12-26,7,False
2017-12-27,17,False
2017-12-28,5,False
2017-12-29,5,False
2017-12-30,6,False
2017-12-31,8,False
2018-01-01,6,False
2018-01-02,18,False
2018-01-03,24,False
2018-01-04,19,False
2018-01-05,13,False
2018-01-06,2,False
2018-01-07,7,False
2018-01-08,17,False
2018-01-09,20,False
2018-01-10,16,False
2018-01-11,19,False
2018-01-12,16,False
2018-01-13,4,False
2018-01-14,9,False
2018-01-15,9,False
