date,Incyte,isPartial
2014-03-16,0,False
2014-03-17,7,False
2014-03-18,82,False
2014-03-19,28,False
2014-03-20,0,False
2014-03-21,37,False
2014-03-22,41,False
2014-03-23,8,False
2014-03-24,27,False
2014-03-25,69,False
2014-03-26,62,False
2014-03-27,0,False
2014-03-28,7,False
2014-03-29,16,False
2014-03-30,25,False
2014-03-31,14,False
2014-04-01,41,False
2014-04-02,7,False
2014-04-03,14,False
2014-04-04,15,False
2014-04-05,25,False
2014-04-06,25,False
2014-04-07,0,False
2014-04-08,28,False
2014-04-09,28,False
2014-04-10,21,False
2014-04-11,52,False
2014-04-12,17,False
2014-04-13,25,False
2014-04-14,42,False
2014-04-15,35,False
2014-04-16,29,False
2014-04-17,23,False
2014-04-18,16,False
2014-04-19,9,False
2014-04-20,36,False
2014-04-21,68,False
2014-04-22,28,False
2014-04-23,14,False
2014-04-24,35,False
2014-04-25,52,False
2014-04-26,8,False
2014-04-27,16,False
2014-04-28,28,False
2014-04-29,42,False
2014-04-30,49,False
2014-05-01,100,False
2014-05-02,37,False
2014-05-03,17,False
2014-05-04,33,False
2014-05-05,0,False
2014-05-06,35,False
2014-05-07,21,False
2014-05-08,28,False
2014-05-09,43,False
2014-05-10,8,False
2014-05-11,33,False
2014-05-12,69,False
2014-05-13,27,False
2014-05-14,35,False
2014-05-15,28,False
2014-05-16,51,False
2014-05-17,43,False
2014-05-18,8,False
2014-05-19,28,False
2014-05-20,28,False
2014-05-21,8,False
2014-05-22,31,False
2014-05-23,32,False
2014-05-24,9,False
2014-05-25,47,False
2014-05-26,23,False
2014-05-27,37,False
2014-05-28,8,False
2014-05-29,16,False
2014-05-30,33,False
2014-05-31,10,False
2014-06-01,46,False
2014-06-02,61,False
2014-06-03,38,False
2014-06-04,15,False
2014-06-05,39,False
2014-06-06,25,False
2014-06-07,10,False
2014-06-08,0,False
2014-06-09,16,False
2014-06-10,32,False
2014-06-11,15,False
2014-06-12,23,False
2014-06-13,16,False
2014-06-14,9,False
2014-06-15,19,False
2014-06-16,15,False
2014-06-17,38,False
2014-06-18,31,False
2014-06-19,16,False
2014-06-20,17,False
2014-06-21,19,False
2014-06-22,19,False
2014-06-23,54,False
2014-06-24,39,False
2014-06-25,31,False
2014-06-26,16,False
2014-06-27,33,False
2014-06-28,19,False
2014-06-29,10,False
2014-06-30,31,False
2014-07-01,16,False
2014-07-02,16,False
2014-07-03,32,False
2014-07-04,0,False
2014-07-05,19,False
2014-07-06,19,False
2014-07-07,31,False
2014-07-08,31,False
2014-07-09,31,False
2014-07-10,32,False
2014-07-11,41,False
2014-07-12,9,False
2014-07-13,28,False
2014-07-14,16,False
2014-07-15,8,False
2014-07-16,16,False
2014-07-17,24,False
2014-07-18,33,False
2014-07-19,0,False
2014-07-20,38,False
2014-07-21,31,False
2014-07-22,16,False
2014-07-23,32,False
2014-07-24,40,False
2014-07-25,41,False
2014-07-26,10,False
2014-07-27,29,False
2014-07-28,16,False
2014-07-29,40,False
2014-07-30,24,False
2014-07-31,16,False
2014-08-01,0,False
2014-08-02,19,False
2014-08-03,19,False
2014-08-04,23,False
2014-08-05,47,False
2014-08-06,24,False
2014-08-07,11,False
2014-08-08,17,False
2014-08-09,0,False
2014-08-10,0,False
2014-08-11,31,False
2014-08-12,23,False
2014-08-13,31,False
2014-08-14,8,False
2014-08-15,17,False
2014-08-16,38,False
2014-08-17,19,False
2014-08-18,39,False
2014-08-19,46,False
2014-08-20,46,False
2014-08-21,23,False
2014-08-22,0,False
2014-08-23,0,False
2014-08-24,9,False
2014-08-25,53,False
2014-08-26,23,False
2014-08-27,30,False
2014-08-28,23,False
2014-08-29,24,False
2014-08-30,18,False
2014-08-31,0,False
2014-09-01,8,False
2014-09-02,36,False
2014-09-03,15,False
2014-09-04,23,False
2014-09-05,15,False
2014-09-06,9,False
2014-09-07,9,False
2014-09-08,22,False
2014-09-09,36,False
2014-09-10,29,False
2014-09-11,0,False
2014-09-12,31,False
2014-09-13,0,False
2014-09-14,9,False
2014-09-15,29,False
2014-09-16,37,False
2014-09-17,7,False
2014-09-18,22,False
2014-09-19,23,False
2014-09-20,27,False
2014-09-21,26,False
2014-09-22,7,False
2014-09-23,15,False
2014-09-24,44,False
2014-09-25,38,False
2014-09-26,15,False
2014-09-27,0,False
2014-09-28,9,False
2014-09-29,22,False
2014-09-30,7,False
2014-10-01,36,False
2014-10-02,23,False
2014-10-03,31,False
2014-10-04,9,False
2014-10-05,17,False
2014-10-06,7,False
2014-10-07,15,False
2014-10-08,44,False
2014-10-09,7,False
2014-10-10,38,False
2014-10-11,44,False
2014-10-12,9,False
2014-10-13,22,False
2014-10-14,28,False
2014-10-15,0,False
2014-10-16,0,False
2014-10-17,7,False
2014-10-18,26,False
2014-10-19,9,False
2014-10-20,29,False
2014-10-21,14,False
2014-10-22,36,False
2014-10-23,22,False
2014-10-24,31,False
2014-10-25,9,False
2014-10-26,25,False
2014-10-27,35,False
2014-10-28,7,False
2014-10-29,50,False
2014-10-30,44,False
2014-10-31,15,False
2014-11-01,0,False
2014-11-02,9,False
2014-11-03,50,False
2014-11-04,49,False
2014-11-05,28,False
2014-11-06,7,False
2014-11-07,30,False
2014-11-08,8,False
2014-11-09,25,False
2014-11-10,36,False
2014-11-11,36,False
2014-11-12,28,False
2014-11-13,21,False
2014-11-14,7,False
2014-11-15,0,False
2014-11-16,0,False
2014-11-17,0,False
2014-11-18,8,False
2014-11-19,7,False
2014-11-20,36,False
2014-11-21,74,False
2014-11-22,17,False
2014-11-23,8,False
2014-11-24,48,False
2014-11-25,7,False
2014-11-26,21,False
2014-11-27,7,False
2014-11-28,37,False
2014-11-29,17,False
2014-11-30,0,False
2014-12-01,7,False
