date,Incyte,isPartial
2012-10-12,73,False
2012-10-13,0,False
2012-10-14,0,False
2012-10-15,17,False
2012-10-16,0,False
2012-10-17,34,False
2012-10-18,0,False
2012-10-19,54,False
2012-10-20,0,False
2012-10-21,0,False
2012-10-22,17,False
2012-10-23,100,False
2012-10-24,68,False
2012-10-25,17,False
2012-10-26,0,False
2012-10-27,21,False
2012-10-28,0,False
2012-10-29,17,False
2012-10-30,0,False
2012-10-31,17,False
2012-11-01,36,False
2012-11-02,18,False
2012-11-03,20,False
2012-11-04,20,False
2012-11-05,67,False
2012-11-06,16,False
2012-11-07,49,False
2012-11-08,50,False
2012-11-09,0,False
2012-11-10,41,False
2012-11-11,0,False
2012-11-12,0,False
2012-11-13,34,False
2012-11-14,17,False
2012-11-15,0,False
2012-11-16,17,False
2012-11-17,40,False
2012-11-18,0,False
2012-11-19,17,False
2012-11-20,33,False
2012-11-21,34,False
2012-11-22,0,False
2012-11-23,0,False
2012-11-24,0,False
2012-11-25,0,False
2012-11-26,33,False
2012-11-27,16,False
2012-11-28,0,False
2012-11-29,81,False
2012-11-30,17,False
2012-12-01,20,False
2012-12-02,0,False
2012-12-03,16,False
2012-12-04,32,False
2012-12-05,33,False
2012-12-06,34,False
2012-12-07,52,False
2012-12-08,0,False
2012-12-09,0,False
2012-12-10,49,False
2012-12-11,82,False
2012-12-12,17,False
2012-12-13,33,False
2012-12-14,35,False
2012-12-15,0,False
2012-12-16,0,False
2012-12-17,33,False
2012-12-18,17,False
2012-12-19,34,False
2012-12-20,34,False
2012-12-21,54,False
2012-12-22,0,False
2012-12-23,21,False
2012-12-24,21,False
2012-12-25,0,False
2012-12-26,19,False
2012-12-27,0,False
2012-12-28,0,False
2012-12-29,40,False
2012-12-30,0,False
2012-12-31,0,False
2013-01-01,21,False
2013-01-02,17,False
2013-01-03,33,False
2013-01-04,17,False
2013-01-05,56,False
2013-01-06,0,False
2013-01-07,48,False
2013-01-08,48,False
2013-01-09,16,False
2013-01-10,47,False
2013-01-11,99,False
2013-01-12,0,False
2013-01-13,0,False
2013-01-14,31,False
2013-01-15,0,False
2013-01-16,0,False
2013-01-17,16,False
2013-01-18,33,False
2013-01-19,0,False
2013-01-20,0,False
2013-01-21,15,False
2013-01-22,47,False
2013-01-23,31,False
2013-01-24,79,False
2013-01-25,16,False
2013-01-26,19,False
2013-01-27,36,False
2013-01-28,31,False
2013-01-29,31,False
2013-01-30,15,False
2013-01-31,47,False
2013-02-01,49,False
2013-02-02,0,False
2013-02-03,18,False
2013-02-04,31,False
2013-02-05,93,False
2013-02-06,78,False
2013-02-07,47,False
2013-02-08,16,False
2013-02-09,0,False
2013-02-10,0,False
2013-02-11,79,False
2013-02-12,63,False
2013-02-13,31,False
2013-02-14,64,False
2013-02-15,49,False
2013-02-16,18,False
2013-02-17,18,False
2013-02-18,46,False
2013-02-19,61,False
2013-02-20,0,False
2013-02-21,15,False
2013-02-22,48,False
2013-02-23,0,False
2013-02-24,18,False
2013-02-25,45,False
2013-02-26,15,False
2013-02-27,76,False
2013-02-28,31,False
2013-03-01,16,False
2013-03-02,0,False
2013-03-03,36,False
2013-03-04,15,False
2013-03-05,15,False
2013-03-06,45,False
2013-03-07,31,False
2013-03-08,0,False
2013-03-09,18,False
2013-03-10,18,False
2013-03-11,45,False
2013-03-12,30,False
2013-03-13,59,False
2013-03-14,46,False
2013-03-15,0,False
2013-03-16,18,False
2013-03-17,0,False
2013-03-18,45,False
2013-03-19,15,False
2013-03-20,30,False
2013-03-21,76,False
2013-03-22,32,False
2013-03-23,0,False
2013-03-24,17,False
2013-03-25,30,False
2013-03-26,15,False
2013-03-27,16,False
2013-03-28,16,False
2013-03-29,52,False
2013-03-30,19,False
2013-03-31,0,False
2013-04-01,32,False
2013-04-02,15,False
2013-04-03,30,False
2013-04-04,0,False
2013-04-05,16,False
2013-04-06,0,False
2013-04-07,0,False
2013-04-08,30,False
2013-04-09,44,False
2013-04-10,15,False
2013-04-11,0,False
2013-04-12,32,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,0,False
2013-04-16,15,False
2013-04-17,15,False
2013-04-18,0,False
2013-04-19,16,False
2013-04-20,0,False
2013-04-21,18,False
2013-04-22,45,False
2013-04-23,60,False
2013-04-24,30,False
2013-04-25,0,False
2013-04-26,31,False
2013-04-27,0,False
2013-04-28,0,False
2013-04-29,45,False
2013-04-30,0,False
2013-05-01,49,False
2013-05-02,46,False
2013-05-03,48,False
2013-05-04,55,False
2013-05-05,0,False
2013-05-06,61,False
2013-05-07,15,False
2013-05-08,46,False
2013-05-09,15,False
2013-05-10,64,False
2013-05-11,0,False
2013-05-12,18,False
2013-05-13,15,False
2013-05-14,74,False
2013-05-15,0,False
2013-05-16,15,False
2013-05-17,47,False
2013-05-18,0,False
2013-05-19,18,False
2013-05-20,15,False
2013-05-21,15,False
2013-05-22,29,False
2013-05-23,15,False
2013-05-24,16,False
2013-05-25,18,False
2013-05-26,18,False
2013-05-27,31,False
2013-05-28,15,False
2013-05-29,44,False
2013-05-30,46,False
2013-05-31,16,False
2013-06-01,18,False
2013-06-02,0,False
2013-06-03,59,False
2013-06-04,15,False
2013-06-05,44,False
2013-06-06,15,False
2013-06-07,47,False
2013-06-08,18,False
2013-06-09,53,False
2013-06-10,44,False
2013-06-11,73,False
2013-06-12,15,False
2013-06-13,30,False
2013-06-14,16,False
2013-06-15,0,False
2013-06-16,36,False
2013-06-17,89,False
2013-06-18,30,False
2013-06-19,45,False
2013-06-20,15,False
2013-06-21,32,False
2013-06-22,56,False
2013-06-23,36,False
2013-06-24,60,False
2013-06-25,60,False
2013-06-26,30,False
2013-06-27,15,False
2013-06-28,16,False
2013-06-29,18,False
