date,BIDU stock
2011-01-01,0
2011-01-02,22
2011-01-03,71
2011-01-04,51
2011-01-05,17
2011-01-06,70
2011-01-07,36
2011-01-08,0
2011-01-09,0
2011-01-10,33
2011-01-11,49
2011-01-12,41
2011-01-13,49
2011-01-14,26
2011-01-15,20
2011-01-16,20
2011-01-17,32
2011-01-18,32
2011-01-19,33
2011-01-20,16
2011-01-21,17
2011-01-22,20
2011-01-23,0
2011-01-24,24
2011-01-25,56
2011-01-26,24
2011-01-27,49
2011-01-28,17
2011-01-29,39
2011-01-30,38
2011-01-31,46
2011-02-01,85
2011-02-02,47
2011-02-03,56
2011-02-04,50
2011-02-05,19
2011-02-06,19
2011-02-07,62
2011-02-08,47
2011-02-09,39
2011-02-10,40
2011-02-11,59
2011-02-12,30
2011-02-13,0
2011-02-14,64
2011-02-15,61
2011-02-16,47
2011-02-17,48
2011-02-18,25
2011-02-19,39
2011-02-20,19
2011-02-21,32
2011-02-22,23
2011-02-23,47
2011-02-24,40
2011-02-25,50
2011-02-26,39
2011-02-27,0
2011-02-28,39
2011-03-01,70
2011-03-02,47
2011-03-03,32
2011-03-04,67
2011-03-05,20
2011-03-06,0
2011-03-07,40
2011-03-08,40
2011-03-09,23
2011-03-10,55
2011-03-11,48
2011-03-12,20
2011-03-13,39
2011-03-14,49
2011-03-15,31
2011-03-16,31
2011-03-17,16
2011-03-18,33
2011-03-19,0
2011-03-20,0
2011-03-21,47
2011-03-22,39
2011-03-23,47
2011-03-24,40
2011-03-25,50
2011-03-26,19
2011-03-27,19
2011-03-28,76
2011-03-29,31
2011-03-30,31
2011-03-31,55
2011-04-01,41
2011-04-02,0
2011-04-03,29
2011-04-04,61
2011-04-05,46
2011-04-06,39
2011-04-07,24
2011-04-08,50
2011-04-09,30
2011-04-10,40
2011-04-11,69
2011-04-12,77
2011-04-13,70
2011-04-14,40
2011-04-15,58
2011-04-16,41
2011-04-17,20
2011-04-18,16
2011-04-19,80
2011-04-20,74
2011-04-21,60
2011-04-22,19
2011-04-23,21
2011-04-24,44
2011-04-25,43
2011-04-26,39
2011-04-27,86
2011-04-28,31
2011-04-29,50
2011-04-30,30
2011-05-01,30
2011-05-02,31
2011-05-03,69
2011-05-04,78
2011-05-05,96
2011-05-06,33
2011-05-07,0
2011-05-08,30
2011-05-09,23
2011-05-10,39
2011-05-11,31
2011-05-12,23
2011-05-13,82
2011-05-14,0
2011-05-15,19
2011-05-16,53
2011-05-17,46
2011-05-18,77
2011-05-19,32
2011-05-20,66
2011-05-21,20
2011-05-22,19
2011-05-23,38
2011-05-24,39
2011-05-25,31
2011-05-26,46
2011-05-27,17
2011-05-28,20
2011-05-29,20
2011-05-30,25
2011-05-31,46
2011-06-01,70
2011-06-02,0
2011-06-03,42
2011-06-04,31
2011-06-05,39
2011-06-06,61
2011-06-07,91
2011-06-08,23
2011-06-09,23
2011-06-10,32
2011-06-11,0
2011-06-12,20
2011-06-13,55
2011-06-14,30
2011-06-15,38
2011-06-16,70
2011-06-17,49
2011-06-18,20
2011-06-19,19
2011-06-20,30
2011-06-21,38
2011-06-22,31
2011-06-23,32
2011-06-24,83
2011-06-25,40
2011-06-26,0
2011-06-27,62
2011-06-28,15
2011-06-29,31
2011-06-30,63
2011-07-01,66
2011-07-02,40
2011-07-03,20
2011-07-04,16
2011-07-05,55
2011-07-06,39
2011-07-07,31
2011-07-08,16
2011-07-09,31
2011-07-10,40
2011-07-11,23
2011-07-12,47
2011-07-13,24
2011-07-14,40
2011-07-15,75
2011-07-16,61
2011-07-17,20
2011-07-18,39
2011-07-19,54
2011-07-20,63
2011-07-21,63
2011-07-22,99
2011-07-23,29
2011-07-24,39
2011-07-25,100
2011-07-26,69
2011-07-27,85
2011-07-28,47
2011-07-29,58
2011-07-30,30
2011-07-31,0
2011-08-01,32
2011-08-02,71
2011-08-03,86
2011-08-04,70
2011-08-05,49
2011-08-06,58
2011-08-07,19
2011-08-08,67
2011-08-09,67
2011-08-10,69
2011-08-11,69
2011-08-12,82
2011-08-13,0
2011-08-14,19
2011-08-15,80
2011-08-16,31
2011-08-17,70
2011-08-18,38
2011-08-19,48
2011-08-20,19
2011-08-21,0
2011-08-22,52
2011-08-23,66
2011-08-24,52
2011-08-25,74
2011-08-26,16
2011-08-27,38
2011-08-28,37
2011-08-29,44
2011-08-30,30
2011-08-31,45
2011-09-01,76
2011-09-02,23
2011-09-03,18
2011-09-04,0
2011-09-05,15
2011-09-06,43
2011-09-07,80
2011-09-08,58
2011-09-09,45
2011-09-10,18
2011-09-11,17
2011-09-12,21
2011-09-13,35
2011-09-14,35
2011-09-15,36
2011-09-16,23
2011-09-17,0
2011-09-18,17
