date,BIDU stock
2012-01-26,51
2012-01-27,46
2012-01-28,15
2012-01-29,15
2012-01-30,68
2012-01-31,18
2012-02-01,31
2012-02-02,12
2012-02-03,51
2012-02-04,45
2012-02-05,15
2012-02-06,19
2012-02-07,24
2012-02-08,37
2012-02-09,31
2012-02-10,32
2012-02-11,15
2012-02-12,0
2012-02-13,30
2012-02-14,43
2012-02-15,37
2012-02-16,100
2012-02-17,78
2012-02-18,30
2012-02-19,15
2012-02-20,25
2012-02-21,44
2012-02-22,74
2012-02-23,37
2012-02-24,19
2012-02-25,15
2012-02-26,14
2012-02-27,24
2012-02-28,30
2012-02-29,36
2012-03-01,45
2012-03-02,53
2012-03-03,0
2012-03-04,15
2012-03-05,25
2012-03-06,37
2012-03-07,18
2012-03-08,50
2012-03-09,39
2012-03-10,15
2012-03-11,29
2012-03-12,36
2012-03-13,18
2012-03-14,43
2012-03-15,25
2012-03-16,32
2012-03-17,0
2012-03-18,0
2012-03-19,49
2012-03-20,36
2012-03-21,37
2012-03-22,31
2012-03-23,39
2012-03-24,15
2012-03-25,15
2012-03-26,24
2012-03-27,30
2012-03-28,50
2012-03-29,25
2012-03-30,33
2012-03-31,15
2012-04-01,15
2012-04-02,37
2012-04-03,37
2012-04-04,19
2012-04-05,52
2012-04-06,43
2012-04-07,62
2012-04-08,0
2012-04-09,22
2012-04-10,51
2012-04-11,43
2012-04-12,37
2012-04-13,39
2012-04-14,29
2012-04-15,0
2012-04-16,24
2012-04-17,66
2012-04-18,24
2012-04-19,30
2012-04-20,39
2012-04-21,29
2012-04-22,14
2012-04-23,18
2012-04-24,30
2012-04-25,79
2012-04-26,43
2012-04-27,32
2012-04-28,0
2012-04-29,15
2012-04-30,51
2012-05-01,33
2012-05-02,24
2012-05-03,37
2012-05-04,26
2012-05-05,29
2012-05-06,0
2012-05-07,30
2012-05-08,36
2012-05-09,30
2012-05-10,31
2012-05-11,19
2012-05-12,0
2012-05-13,0
2012-05-14,18
2012-05-15,35
2012-05-16,42
2012-05-17,38
2012-05-18,45
2012-05-19,0
2012-05-20,0
2012-05-21,36
2012-05-22,18
2012-05-23,18
2012-05-24,37
2012-05-25,13
2012-05-26,15
2012-05-27,15
2012-05-28,19
2012-05-29,23
2012-05-30,30
2012-05-31,48
2012-06-01,31
2012-06-02,15
2012-06-03,29
2012-06-04,53
2012-06-05,18
2012-06-06,36
2012-06-07,12
2012-06-08,13
2012-06-09,15
2012-06-10,15
2012-06-11,24
2012-06-12,47
2012-06-13,18
2012-06-14,24
2012-06-15,25
2012-06-16,15
2012-06-17,15
2012-06-18,12
2012-06-19,24
2012-06-20,24
2012-06-21,12
2012-06-22,32
2012-06-23,15
2012-06-24,30
2012-06-25,36
2012-06-26,48
2012-06-27,24
2012-06-28,62
2012-06-29,26
2012-06-30,31
2012-07-01,15
2012-07-02,43
2012-07-03,18
2012-07-04,13
2012-07-05,31
2012-07-06,19
2012-07-07,0
2012-07-08,0
2012-07-09,12
2012-07-10,36
2012-07-11,12
2012-07-12,31
2012-07-13,19
2012-07-14,0
2012-07-15,15
2012-07-16,55
2012-07-17,24
2012-07-18,61
2012-07-19,12
2012-07-20,32
2012-07-21,15
2012-07-22,15
2012-07-23,43
2012-07-24,37
2012-07-25,37
2012-07-26,0
2012-07-27,19
2012-07-28,15
2012-07-29,15
2012-07-30,42
2012-07-31,36
2012-08-01,43
2012-08-02,50
2012-08-03,39
2012-08-04,15
2012-08-05,15
2012-08-06,30
2012-08-07,24
2012-08-08,43
2012-08-09,31
2012-08-10,39
2012-08-11,30
2012-08-12,0
2012-08-13,12
2012-08-14,30
2012-08-15,25
2012-08-16,25
2012-08-17,13
2012-08-18,15
2012-08-19,0
2012-08-20,57
2012-08-21,24
2012-08-22,30
2012-08-23,37
2012-08-24,19
2012-08-25,29
2012-08-26,29
2012-08-27,59
2012-08-28,24
2012-08-29,36
2012-08-30,60
2012-08-31,31
2012-09-01,15
2012-09-02,15
2012-09-03,12
2012-09-04,12
2012-09-05,29
2012-09-06,24
2012-09-07,31
2012-09-08,14
2012-09-09,14
2012-09-10,29
2012-09-11,35
2012-09-12,29
2012-09-13,35
2012-09-14,42
2012-09-15,14
2012-09-16,0
2012-09-17,41
2012-09-18,34
2012-09-19,23
2012-09-20,53
2012-09-21,12
2012-09-22,0
2012-09-23,27
2012-09-24,23
2012-09-25,23
2012-09-26,46
2012-09-27,52
2012-09-28,49
2012-09-29,14
2012-09-30,0
2012-10-01,35
2012-10-02,11
2012-10-03,17
2012-10-04,28
2012-10-05,18
2012-10-06,0
2012-10-07,13
2012-10-08,22
2012-10-09,28
2012-10-10,56
2012-10-11,28
2012-10-12,30
