date,BIDU stock
2011-09-18,0
2011-09-19,12
2011-09-20,61
2011-09-21,37
2011-09-22,51
2011-09-23,0
2011-09-24,16
2011-09-25,15
2011-09-26,50
2011-09-27,25
2011-09-28,37
2011-09-29,100
2011-09-30,52
2011-10-01,16
2011-10-02,15
2011-10-03,37
2011-10-04,24
2011-10-05,24
2011-10-06,49
2011-10-07,0
2011-10-08,0
2011-10-09,15
2011-10-10,37
2011-10-11,46
2011-10-12,24
2011-10-13,12
2011-10-14,51
2011-10-15,0
2011-10-16,15
2011-10-17,36
2011-10-18,0
2011-10-19,36
2011-10-20,25
2011-10-21,26
2011-10-22,46
2011-10-23,0
2011-10-24,36
2011-10-25,36
2011-10-26,86
2011-10-27,24
2011-10-28,78
2011-10-29,15
2011-10-30,15
2011-10-31,62
2011-11-01,50
2011-11-02,25
2011-11-03,12
2011-11-04,50
2011-11-05,0
2011-11-06,14
2011-11-07,0
2011-11-08,59
2011-11-09,12
2011-11-10,24
2011-11-11,38
2011-11-12,0
2011-11-13,0
2011-11-14,47
2011-11-15,47
2011-11-16,24
2011-11-17,24
2011-11-18,38
2011-11-19,0
2011-11-20,0
2011-11-21,59
2011-11-22,35
2011-11-23,36
2011-11-24,0
2011-11-25,52
2011-11-26,15
2011-11-27,0
2011-11-28,23
2011-11-29,23
2011-11-30,35
2011-12-01,0
2011-12-02,12
2011-12-03,14
2011-12-04,14
2011-12-05,69
2011-12-06,12
2011-12-07,35
2011-12-08,48
2011-12-09,50
2011-12-10,0
2011-12-11,14
2011-12-12,12
2011-12-13,12
2011-12-14,47
2011-12-15,48
2011-12-16,12
2011-12-17,15
2011-12-18,0
2011-12-19,12
2011-12-20,12
2011-12-21,25
2011-12-22,51
2011-12-23,14
2011-12-24,16
2011-12-25,52
2011-12-26,28
2011-12-27,13
2011-12-28,13
2011-12-29,26
2011-12-30,53
2011-12-31,0
2012-01-01,0
2012-01-02,13
2012-01-03,46
2012-01-04,35
2012-01-05,35
2012-01-06,73
2012-01-07,0
2012-01-08,40
2012-01-09,0
2012-01-10,34
2012-01-11,33
2012-01-12,11
2012-01-13,70
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,11
2012-01-18,33
2012-01-19,22
2012-01-20,12
2012-01-21,0
2012-01-22,13
2012-01-23,22
2012-01-24,22
2012-01-25,22
2012-01-26,34
2012-01-27,35
2012-01-28,0
2012-01-29,13
2012-01-30,43
2012-01-31,33
2012-02-01,44
2012-02-02,22
2012-02-03,0
2012-02-04,0
2012-02-05,13
2012-02-06,11
2012-02-07,43
2012-02-08,54
2012-02-09,22
2012-02-10,11
2012-02-11,0
2012-02-12,0
2012-02-13,21
2012-02-14,0
2012-02-15,11
2012-02-16,44
2012-02-17,58
2012-02-18,13
2012-02-19,13
2012-02-20,23
2012-02-21,45
2012-02-22,11
2012-02-23,11
2012-02-24,45
2012-02-25,26
2012-02-26,26
2012-02-27,32
2012-02-28,21
2012-02-29,32
2012-03-01,11
2012-03-02,35
2012-03-03,0
2012-03-04,0
2012-03-05,11
2012-03-06,43
2012-03-07,22
2012-03-08,11
2012-03-09,11
2012-03-10,0
2012-03-11,26
2012-03-12,21
2012-03-13,54
2012-03-14,33
2012-03-15,11
2012-03-16,35
2012-03-17,13
2012-03-18,0
2012-03-19,32
2012-03-20,54
2012-03-21,33
2012-03-22,22
2012-03-23,0
2012-03-24,13
2012-03-25,13
2012-03-26,22
2012-03-27,33
2012-03-28,88
2012-03-29,33
2012-03-30,46
2012-03-31,0
2012-04-01,0
2012-04-02,22
2012-04-03,55
2012-04-04,0
2012-04-05,23
2012-04-06,38
2012-04-07,0
2012-04-08,0
2012-04-09,13
2012-04-10,23
2012-04-11,0
2012-04-12,33
2012-04-13,23
2012-04-14,26
2012-04-15,13
2012-04-16,11
2012-04-17,21
2012-04-18,0
2012-04-19,22
2012-04-20,0
2012-04-21,0
2012-04-22,26
2012-04-23,11
2012-04-24,11
2012-04-25,64
2012-04-26,33
2012-04-27,23
2012-04-28,0
2012-04-29,0
2012-04-30,45
2012-05-01,48
2012-05-02,32
2012-05-03,22
2012-05-04,11
2012-05-05,0
2012-05-06,0
2012-05-07,21
2012-05-08,11
2012-05-09,11
2012-05-10,33
2012-05-11,23
2012-05-12,13
2012-05-13,13
2012-05-14,11
2012-05-15,42
2012-05-16,21
2012-05-17,55
2012-05-18,11
2012-05-19,0
2012-05-20,0
2012-05-21,21
2012-05-22,21
2012-05-23,43
2012-05-24,11
2012-05-25,0
2012-05-26,0
2012-05-27,0
2012-05-28,22
2012-05-29,31
2012-05-30,11
2012-05-31,11
2012-06-01,34
2012-06-02,0
2012-06-03,26
2012-06-04,42
