date,BIDU stock
2011-05-11,36
2011-05-12,60
2011-05-13,0
2011-05-14,0
2011-05-15,58
2011-05-16,35
2011-05-17,60
2011-05-18,36
2011-05-19,12
2011-05-20,26
2011-05-21,16
2011-05-22,0
2011-05-23,12
2011-05-24,24
2011-05-25,36
2011-05-26,60
2011-05-27,64
2011-05-28,31
2011-05-29,0
2011-05-30,13
2011-05-31,36
2011-06-01,12
2011-06-02,13
2011-06-03,39
2011-06-04,0
2011-06-05,0
2011-06-06,0
2011-06-07,24
2011-06-08,36
2011-06-09,36
2011-06-10,38
2011-06-11,15
2011-06-12,0
2011-06-13,12
2011-06-14,12
2011-06-15,24
2011-06-16,48
2011-06-17,76
2011-06-18,15
2011-06-19,0
2011-06-20,12
2011-06-21,24
2011-06-22,12
2011-06-23,25
2011-06-24,78
2011-06-25,15
2011-06-26,0
2011-06-27,60
2011-06-28,48
2011-06-29,36
2011-06-30,73
2011-07-01,26
2011-07-02,0
2011-07-03,16
2011-07-04,13
2011-07-05,62
2011-07-06,24
2011-07-07,24
2011-07-08,13
2011-07-09,32
2011-07-10,31
2011-07-11,12
2011-07-12,12
2011-07-13,49
2011-07-14,25
2011-07-15,51
2011-07-16,62
2011-07-17,16
2011-07-18,0
2011-07-19,24
2011-07-20,24
2011-07-21,61
2011-07-22,26
2011-07-23,15
2011-07-24,46
2011-07-25,47
2011-07-26,95
2011-07-27,60
2011-07-28,12
2011-07-29,13
2011-07-30,15
2011-07-31,15
2011-08-01,37
2011-08-02,60
2011-08-03,24
2011-08-04,49
2011-08-05,89
2011-08-06,45
2011-08-07,15
2011-08-08,81
2011-08-09,47
2011-08-10,35
2011-08-11,36
2011-08-12,38
2011-08-13,0
2011-08-14,0
2011-08-15,37
2011-08-16,60
2011-08-17,48
2011-08-18,24
2011-08-19,50
2011-08-20,0
2011-08-21,0
2011-08-22,12
2011-08-23,68
2011-08-24,58
2011-08-25,23
2011-08-26,24
2011-08-27,14
2011-08-28,28
2011-08-29,93
2011-08-30,34
2011-08-31,35
2011-09-01,35
2011-09-02,72
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,33
2011-09-07,45
2011-09-08,11
2011-09-09,23
2011-09-10,0
2011-09-11,0
2011-09-12,0
2011-09-13,43
2011-09-14,22
2011-09-15,22
2011-09-16,12
2011-09-17,0
2011-09-18,0
2011-09-19,11
2011-09-20,33
2011-09-21,22
2011-09-22,55
2011-09-23,35
2011-09-24,14
2011-09-25,0
2011-09-26,11
2011-09-27,21
2011-09-28,66
2011-09-29,100
2011-09-30,23
2011-10-01,28
2011-10-02,0
2011-10-03,33
2011-10-04,22
2011-10-05,43
2011-10-06,44
2011-10-07,0
2011-10-08,0
2011-10-09,13
2011-10-10,11
2011-10-11,61
2011-10-12,10
2011-10-13,22
2011-10-14,45
2011-10-15,0
2011-10-16,0
2011-10-17,42
2011-10-18,11
2011-10-19,11
2011-10-20,11
2011-10-21,23
2011-10-22,40
2011-10-23,0
2011-10-24,21
2011-10-25,21
2011-10-26,53
2011-10-27,54
2011-10-28,79
2011-10-29,13
2011-10-30,13
2011-10-31,77
2011-11-01,33
2011-11-02,54
2011-11-03,11
2011-11-04,33
2011-11-05,13
2011-11-06,0
2011-11-07,21
2011-11-08,52
2011-11-09,32
2011-11-10,32
2011-11-11,22
2011-11-12,0
2011-11-13,13
2011-11-14,10
2011-11-15,10
2011-11-16,0
2011-11-17,10
2011-11-18,44
2011-11-19,13
2011-11-20,0
2011-11-21,51
2011-11-22,10
2011-11-23,32
2011-11-24,0
2011-11-25,23
2011-11-26,13
2011-11-27,0
2011-11-28,41
2011-11-29,31
2011-11-30,31
2011-12-01,10
2011-12-02,0
2011-12-03,13
2011-12-04,12
2011-12-05,10
2011-12-06,52
2011-12-07,31
2011-12-08,11
2011-12-09,33
2011-12-10,13
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,21
2011-12-15,21
2011-12-16,0
2011-12-17,0
2011-12-18,13
2011-12-19,10
2011-12-20,32
2011-12-21,0
2011-12-22,0
2011-12-23,12
2011-12-24,29
2011-12-25,46
2011-12-26,12
2011-12-27,11
2011-12-28,11
2011-12-29,11
2011-12-30,12
2011-12-31,0
2012-01-01,14
2012-01-02,11
2012-01-03,31
2012-01-04,10
2012-01-05,42
2012-01-06,53
2012-01-07,0
2012-01-08,0
2012-01-09,10
2012-01-10,20
2012-01-11,20
2012-01-12,20
2012-01-13,41
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,10
2012-01-18,10
2012-01-19,40
2012-01-20,0
2012-01-21,0
2012-01-22,12
2012-01-23,30
2012-01-24,10
2012-01-25,29
2012-01-26,30
