date,BIDU stock
2015-08-18,18
2015-08-19,21
2015-08-20,36
2015-08-21,33
2015-08-22,17
2015-08-23,8
2015-08-24,86
2015-08-25,83
2015-08-26,76
2015-08-27,60
2015-08-28,33
2015-08-29,8
2015-08-30,8
2015-08-31,30
2015-09-01,34
2015-09-02,31
2015-09-03,35
2015-09-04,18
2015-09-05,0
2015-09-06,0
2015-09-07,14
2015-09-08,20
2015-09-09,27
2015-09-10,24
2015-09-11,25
2015-09-12,12
2015-09-13,8
2015-09-14,30
2015-09-15,17
2015-09-16,47
2015-09-17,41
2015-09-18,18
2015-09-19,0
2015-09-20,8
2015-09-21,27
2015-09-22,27
2015-09-23,30
2015-09-24,31
2015-09-25,14
2015-09-26,32
2015-09-27,8
2015-09-28,13
2015-09-29,17
2015-09-30,27
2015-10-01,20
2015-10-02,25
2015-10-03,16
2015-10-04,0
2015-10-05,23
2015-10-06,26
2015-10-07,33
2015-10-08,24
2015-10-09,38
2015-10-10,12
2015-10-11,8
2015-10-12,27
2015-10-13,26
2015-10-14,13
2015-10-15,23
2015-10-16,35
2015-10-17,16
2015-10-18,0
2015-10-19,23
2015-10-20,26
2015-10-21,23
2015-10-22,20
2015-10-23,17
2015-10-24,8
2015-10-25,0
2015-10-26,49
2015-10-27,33
2015-10-28,45
2015-10-29,77
2015-10-30,90
2015-10-31,32
2015-11-01,23
2015-11-02,49
2015-11-03,55
2015-11-04,49
2015-11-05,40
2015-11-06,51
2015-11-07,8
2015-11-08,0
2015-11-09,26
2015-11-10,23
2015-11-11,20
2015-11-12,41
2015-11-13,31
2015-11-14,8
2015-11-15,11
2015-11-16,36
2015-11-17,32
2015-11-18,13
2015-11-19,20
2015-11-20,27
2015-11-21,15
2015-11-22,0
2015-11-23,23
2015-11-24,33
2015-11-25,33
2015-11-26,10
2015-11-27,10
2015-11-28,23
2015-11-29,15
2015-11-30,32
2015-12-01,35
2015-12-02,32
2015-12-03,13
2015-12-04,20
2015-12-05,16
2015-12-06,0
2015-12-07,23
2015-12-08,20
2015-12-09,26
2015-12-10,33
2015-12-11,34
2015-12-12,0
2015-12-13,8
2015-12-14,36
2015-12-15,34
2015-12-16,31
2015-12-17,24
2015-12-18,15
2015-12-19,16
2015-12-20,0
2015-12-21,21
2015-12-22,21
2015-12-23,15
2015-12-24,38
2015-12-25,9
2015-12-26,8
2015-12-27,8
2015-12-28,29
2015-12-29,14
2015-12-30,18
2015-12-31,24
2016-01-01,13
2016-01-02,16
2016-01-03,8
2016-01-04,32
2016-01-05,50
2016-01-06,29
2016-01-07,42
2016-01-08,51
2016-01-09,16
2016-01-10,12
2016-01-11,34
2016-01-12,44
2016-01-13,28
2016-01-14,17
2016-01-15,40
2016-01-16,8
2016-01-17,16
2016-01-18,0
2016-01-19,10
2016-01-20,28
2016-01-21,25
2016-01-22,22
2016-01-23,0
2016-01-24,8
2016-01-25,14
2016-01-26,38
2016-01-27,27
2016-01-28,45
2016-01-29,25
2016-01-30,0
2016-01-31,0
2016-02-01,35
2016-02-02,27
2016-02-03,55
2016-02-04,31
2016-02-05,22
2016-02-06,8
2016-02-07,12
2016-02-08,46
2016-02-09,53
2016-02-10,76
2016-02-11,52
2016-02-12,53
2016-02-13,23
2016-02-14,0
2016-02-15,10
2016-02-16,37
2016-02-17,45
2016-02-18,41
2016-02-19,28
2016-02-20,16
2016-02-21,8
2016-02-22,51
2016-02-23,58
2016-02-24,30
2016-02-25,100
2016-02-26,97
2016-02-27,20
2016-02-28,15
2016-02-29,53
2016-03-01,47
2016-03-02,30
2016-03-03,51
2016-03-04,32
2016-03-05,8
2016-03-06,11
2016-03-07,24
2016-03-08,38
2016-03-09,21
2016-03-10,35
2016-03-11,36
2016-03-12,12
2016-03-13,0
2016-03-14,38
2016-03-15,14
2016-03-16,24
2016-03-17,45
2016-03-18,25
2016-03-19,23
2016-03-20,23
2016-03-21,31
2016-03-22,14
2016-03-23,28
2016-03-24,26
2016-03-25,15
2016-03-26,8
2016-03-27,0
2016-03-28,36
2016-03-29,31
2016-03-30,31
2016-03-31,52
2016-04-01,43
2016-04-02,8
2016-04-03,0
2016-04-04,31
2016-04-05,27
2016-04-06,27
2016-04-07,28
2016-04-08,51
2016-04-09,0
2016-04-10,8
2016-04-11,34
2016-04-12,20
2016-04-13,14
2016-04-14,45
2016-04-15,29
2016-04-16,8
2016-04-17,8
2016-04-18,17
2016-04-19,38
2016-04-20,24
2016-04-21,42
2016-04-22,11
2016-04-23,16
2016-04-24,8
2016-04-25,17
2016-04-26,27
2016-04-27,27
2016-04-28,59
2016-04-29,54
2016-04-30,12
2016-05-01,8
2016-05-02,74
2016-05-03,72
2016-05-04,38
