date,BIDU stock
2013-11-06,23
2013-11-07,39
2013-11-08,8
2013-11-09,28
2013-11-10,18
2013-11-11,54
2013-11-12,15
2013-11-13,15
2013-11-14,39
2013-11-15,49
2013-11-16,19
2013-11-17,0
2013-11-18,54
2013-11-19,23
2013-11-20,23
2013-11-21,31
2013-11-22,56
2013-11-23,18
2013-11-24,0
2013-11-25,23
2013-11-26,23
2013-11-27,46
2013-11-28,0
2013-11-29,16
2013-11-30,46
2013-12-01,9
2013-12-02,29
2013-12-03,53
2013-12-04,15
2013-12-05,15
2013-12-06,8
2013-12-07,9
2013-12-08,9
2013-12-09,8
2013-12-10,23
2013-12-11,61
2013-12-12,47
2013-12-13,25
2013-12-14,19
2013-12-15,0
2013-12-16,15
2013-12-17,16
2013-12-18,24
2013-12-19,16
2013-12-20,26
2013-12-21,0
2013-12-22,0
2013-12-23,43
2013-12-24,28
2013-12-25,0
2013-12-26,9
2013-12-27,17
2013-12-28,19
2013-12-29,9
2013-12-30,16
2013-12-31,0
2014-01-01,10
2014-01-02,16
2014-01-03,40
2014-01-04,17
2014-01-05,9
2014-01-06,23
2014-01-07,7
2014-01-08,30
2014-01-09,23
2014-01-10,86
2014-01-11,9
2014-01-12,9
2014-01-13,59
2014-01-14,22
2014-01-15,7
2014-01-16,22
2014-01-17,46
2014-01-18,44
2014-01-19,9
2014-01-20,7
2014-01-21,29
2014-01-22,29
2014-01-23,30
2014-01-24,23
2014-01-25,9
2014-01-26,9
2014-01-27,29
2014-01-28,50
2014-01-29,22
2014-01-30,7
2014-01-31,54
2014-02-01,9
2014-02-02,8
2014-02-03,36
2014-02-04,15
2014-02-05,58
2014-02-06,20
2014-02-07,50
2014-02-08,8
2014-02-09,0
2014-02-10,14
2014-02-11,36
2014-02-12,29
2014-02-13,36
2014-02-14,31
2014-02-15,26
2014-02-16,0
2014-02-17,22
2014-02-18,57
2014-02-19,29
2014-02-20,37
2014-02-21,23
2014-02-22,25
2014-02-23,9
2014-02-24,7
2014-02-25,36
2014-02-26,58
2014-02-27,88
2014-02-28,92
2014-03-01,35
2014-03-02,8
2014-03-03,43
2014-03-04,52
2014-03-05,37
2014-03-06,82
2014-03-07,77
2014-03-08,9
2014-03-09,9
2014-03-10,66
2014-03-11,51
2014-03-12,65
2014-03-13,44
2014-03-14,46
2014-03-15,26
2014-03-16,0
2014-03-17,29
2014-03-18,36
2014-03-19,36
2014-03-20,15
2014-03-21,23
2014-03-22,9
2014-03-23,8
2014-03-24,21
2014-03-25,28
2014-03-26,36
2014-03-27,7
2014-03-28,15
2014-03-29,0
2014-03-30,0
2014-03-31,29
2014-04-01,36
2014-04-02,29
2014-04-03,7
2014-04-04,30
2014-04-05,26
2014-04-06,0
2014-04-07,43
2014-04-08,14
2014-04-09,29
2014-04-10,67
2014-04-11,31
2014-04-12,0
2014-04-13,0
2014-04-14,22
2014-04-15,44
2014-04-16,52
2014-04-17,47
2014-04-18,33
2014-04-19,0
2014-04-20,0
2014-04-21,16
2014-04-22,14
2014-04-23,22
2014-04-24,74
2014-04-25,55
2014-04-26,35
2014-04-27,0
2014-04-28,58
2014-04-29,15
2014-04-30,37
2014-05-01,16
2014-05-02,16
2014-05-03,18
2014-05-04,0
2014-05-05,22
2014-05-06,22
2014-05-07,43
2014-05-08,73
2014-05-09,15
2014-05-10,0
2014-05-11,8
2014-05-12,14
2014-05-13,36
2014-05-14,22
2014-05-15,7
2014-05-16,45
2014-05-17,18
2014-05-18,0
2014-05-19,14
2014-05-20,29
2014-05-21,40
2014-05-22,40
2014-05-23,33
2014-05-24,19
2014-05-25,0
2014-05-26,0
2014-05-27,31
2014-05-28,0
2014-05-29,16
2014-05-30,0
2014-05-31,20
2014-06-01,0
2014-06-02,16
2014-06-03,40
2014-06-04,24
2014-06-05,33
2014-06-06,34
2014-06-07,50
2014-06-08,0
2014-06-09,17
2014-06-10,49
2014-06-11,32
2014-06-12,24
2014-06-13,42
2014-06-14,0
2014-06-15,10
2014-06-16,16
2014-06-17,16
2014-06-18,49
2014-06-19,33
2014-06-20,35
2014-06-21,10
2014-06-22,10
2014-06-23,8
2014-06-24,32
2014-06-25,88
2014-06-26,25
2014-06-27,17
2014-06-28,10
2014-06-29,0
2014-06-30,41
2014-07-01,16
2014-07-02,66
2014-07-03,8
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,40
2014-07-09,24
2014-07-10,25
2014-07-11,17
2014-07-12,10
2014-07-13,0
2014-07-14,32
2014-07-15,24
2014-07-16,42
2014-07-17,25
2014-07-18,26
2014-07-19,10
2014-07-20,0
2014-07-21,65
2014-07-22,50
2014-07-23,25
2014-07-24,100
