date,BIDU stock
2013-06-29,0
2013-06-30,0
2013-07-01,40
2013-07-02,8
2013-07-03,0
2013-07-04,0
2013-07-05,9
2013-07-06,21
2013-07-07,0
2013-07-08,16
2013-07-09,16
2013-07-10,25
2013-07-11,33
2013-07-12,26
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,65
2013-07-17,17
2013-07-18,34
2013-07-19,61
2013-07-20,10
2013-07-21,0
2013-07-22,16
2013-07-23,8
2013-07-24,33
2013-07-25,100
2013-07-26,43
2013-07-27,0
2013-07-28,10
2013-07-29,56
2013-07-30,40
2013-07-31,33
2013-08-01,41
2013-08-02,53
2013-08-03,10
2013-08-04,0
2013-08-05,49
2013-08-06,41
2013-08-07,33
2013-08-08,51
2013-08-09,17
2013-08-10,10
2013-08-11,20
2013-08-12,32
2013-08-13,24
2013-08-14,33
2013-08-15,35
2013-08-16,43
2013-08-17,0
2013-08-18,0
2013-08-19,8
2013-08-20,24
2013-08-21,32
2013-08-22,25
2013-08-23,9
2013-08-24,0
2013-08-25,0
2013-08-26,23
2013-08-27,23
2013-08-28,32
2013-08-29,8
2013-08-30,17
2013-08-31,0
2013-09-01,9
2013-09-02,0
2013-09-03,46
2013-09-04,24
2013-09-05,32
2013-09-06,49
2013-09-07,28
2013-09-08,9
2013-09-09,8
2013-09-10,30
2013-09-11,31
2013-09-12,39
2013-09-13,32
2013-09-14,0
2013-09-15,9
2013-09-16,8
2013-09-17,69
2013-09-18,15
2013-09-19,39
2013-09-20,49
2013-09-21,9
2013-09-22,0
2013-09-23,15
2013-09-24,38
2013-09-25,16
2013-09-26,55
2013-09-27,16
2013-09-28,0
2013-09-29,9
2013-09-30,8
2013-10-01,53
2013-10-02,8
2013-10-03,23
2013-10-04,32
2013-10-05,0
2013-10-06,0
2013-10-07,15
2013-10-08,8
2013-10-09,30
2013-10-10,31
2013-10-11,32
2013-10-12,0
2013-10-13,18
2013-10-14,8
2013-10-15,31
2013-10-16,15
2013-10-17,8
2013-10-18,24
2013-10-19,9
2013-10-20,9
2013-10-21,15
2013-10-22,15
2013-10-23,60
2013-10-24,61
2013-10-25,16
2013-10-26,18
2013-10-27,17
2013-10-28,15
2013-10-29,37
2013-10-30,60
2013-10-31,94
2013-11-01,25
2013-11-02,9
2013-11-03,0
2013-11-04,7
2013-11-05,22
2013-11-06,37
2013-11-07,23
2013-11-08,8
2013-11-09,0
2013-11-10,0
2013-11-11,7
2013-11-12,15
2013-11-13,8
2013-11-14,53
2013-11-15,24
2013-11-16,0
2013-11-17,0
2013-11-18,22
2013-11-19,15
2013-11-20,30
2013-11-21,45
2013-11-22,31
2013-11-23,0
2013-11-24,0
2013-11-25,29
2013-11-26,29
2013-11-27,30
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,8
2013-12-02,7
2013-12-03,22
2013-12-04,15
2013-12-05,30
2013-12-06,23
2013-12-07,9
2013-12-08,0
2013-12-09,30
2013-12-10,73
2013-12-11,22
2013-12-12,8
2013-12-13,8
2013-12-14,9
2013-12-15,0
2013-12-16,45
2013-12-17,23
2013-12-18,8
2013-12-19,16
2013-12-20,49
2013-12-21,37
2013-12-22,0
2013-12-23,42
2013-12-24,27
2013-12-25,10
2013-12-26,26
2013-12-27,25
2013-12-28,27
2013-12-29,9
2013-12-30,33
2013-12-31,0
2014-01-01,19
2014-01-02,8
2014-01-03,30
2014-01-04,26
2014-01-05,17
2014-01-06,15
2014-01-07,14
2014-01-08,29
2014-01-09,29
2014-01-10,53
2014-01-11,8
2014-01-12,17
2014-01-13,14
2014-01-14,43
2014-01-15,14
2014-01-16,29
2014-01-17,45
2014-01-18,17
2014-01-19,8
2014-01-20,0
2014-01-21,49
2014-01-22,14
2014-01-23,36
2014-01-24,15
2014-01-25,0
2014-01-26,25
2014-01-27,21
2014-01-28,71
2014-01-29,64
2014-01-30,43
2014-01-31,45
2014-02-01,0
2014-02-02,0
2014-02-03,63
2014-02-04,14
2014-02-05,29
2014-02-06,19
2014-02-07,24
2014-02-08,8
2014-02-09,8
2014-02-10,34
2014-02-11,7
2014-02-12,42
2014-02-13,71
2014-02-14,29
2014-02-15,0
2014-02-16,0
2014-02-17,7
2014-02-18,42
2014-02-19,43
2014-02-20,50
2014-02-21,30
2014-02-22,0
2014-02-23,8
2014-02-24,49
2014-02-25,35
2014-02-26,35
2014-02-27,71
2014-02-28,37
2014-03-01,41
2014-03-02,0
2014-03-03,36
2014-03-04,36
2014-03-05,50
2014-03-06,36
2014-03-07,67
2014-03-08,25
2014-03-09,8
2014-03-10,21
2014-03-11,14
2014-03-12,57
2014-03-13,36
2014-03-14,90
2014-03-15,0
2014-03-16,0
