date,BIDU stock
2017-10-06,14
2017-10-07,6
2017-10-08,4
2017-10-09,17
2017-10-10,21
2017-10-11,43
2017-10-12,34
2017-10-13,19
2017-10-14,6
2017-10-15,0
2017-10-16,26
2017-10-17,38
2017-10-18,26
2017-10-19,40
2017-10-20,21
2017-10-21,8
2017-10-22,4
2017-10-23,31
2017-10-24,29
2017-10-25,13
2017-10-26,70
2017-10-27,100
2017-10-28,25
2017-10-29,7
2017-10-30,36
2017-10-31,34
2017-11-01,37
2017-11-02,52
2017-11-03,34
2017-11-04,7
2017-11-05,11
2017-11-06,27
2017-11-07,29
2017-11-08,29
2017-11-09,23
2017-11-10,19
2017-11-11,11
2017-11-12,4
2017-11-13,27
2017-11-14,29
2017-11-15,26
2017-11-16,37
2017-11-17,30
2017-11-18,6
2017-11-19,0
2017-11-20,19
2017-11-21,32
2017-11-22,26
2017-11-23,7
2017-11-24,20
2017-11-25,7
2017-11-26,7
2017-11-27,23
2017-11-28,30
2017-11-29,29
2017-11-30,44
2017-12-01,19
2017-12-02,7
2017-12-03,0
2017-12-04,16
2017-12-05,21
2017-12-06,18
2017-12-07,18
2017-12-08,33
2017-12-09,4
2017-12-10,11
2017-12-11,19
2017-12-12,10
2017-12-13,18
2017-12-14,18
2017-12-15,17
2017-12-16,8
2017-12-17,4
2017-12-18,23
2017-12-19,33
2017-12-20,15
2017-12-21,24
2017-12-22,20
2017-12-23,10
2017-12-24,4
2017-12-25,4
2017-12-26,24
2017-12-27,21
2017-12-28,14
2017-12-29,27
2017-12-30,15
2017-12-31,0
2018-01-01,4
2018-01-02,25
2018-01-03,21
2018-01-04,28
2018-01-05,18
2018-01-06,15
2018-01-07,4
2018-01-08,19
2018-01-09,36
2018-01-10,30
2018-01-11,24
2018-01-12,23
2018-01-13,13
2018-01-14,4
2018-01-15,9
2018-01-16,38
2018-01-17,31
2018-01-18,24
2018-01-19,25
2018-01-20,22
2018-01-21,7
2018-01-22,20
2018-01-23,20
2018-01-24,42
2018-01-25,33
2018-01-26,39
2018-01-27,11
2018-01-28,5
2018-01-29,41
2018-01-30,38
2018-01-31,37
2018-02-01,47
2018-02-02,29
2018-02-03,11
2018-02-04,9
2018-02-05,25
2018-02-06,34
2018-02-07,39
2018-02-08,33
2018-02-09,39
2018-02-10,5
2018-02-11,11
2018-02-12,44
2018-02-13,95
2018-02-14,88
2018-02-15,69
2018-02-16,46
2018-02-17,11
2018-02-18,9
2018-02-19,14
2018-02-20,25
2018-02-21,34
2018-02-22,23
2018-02-23,21
2018-02-24,4
2018-02-25,7
2018-02-26,29
2018-02-27,28
2018-02-28,18
2018-03-01,17
2018-03-02,22
2018-03-03,16
2018-03-04,9
2018-03-05,24
2018-03-06,21
2018-03-07,36
2018-03-08,25
2018-03-09,29
2018-03-10,5
2018-03-11,7
2018-03-12,24
2018-03-13,26
2018-03-14,29
2018-03-15,33
2018-03-16,27
2018-03-17,7
2018-03-18,3
2018-03-19,17
2018-03-20,25
2018-03-21,26
2018-03-22,33
2018-03-23,31
2018-03-24,7
2018-03-25,5
2018-03-26,28
2018-03-27,22
2018-03-28,27
2018-03-29,38
2018-03-30,12
2018-03-31,4
2018-04-01,6
2018-04-02,25
2018-04-03,28
2018-04-04,25
2018-04-05,34
2018-04-06,29
2018-04-07,9
2018-04-08,4
