date,BIDU stock
2012-06-04,61
2012-06-05,15
2012-06-06,46
2012-06-07,32
2012-06-08,33
2012-06-09,0
2012-06-10,0
2012-06-11,30
2012-06-12,45
2012-06-13,31
2012-06-14,0
2012-06-15,16
2012-06-16,19
2012-06-17,0
2012-06-18,30
2012-06-19,30
2012-06-20,16
2012-06-21,31
2012-06-22,16
2012-06-23,20
2012-06-24,19
2012-06-25,46
2012-06-26,61
2012-06-27,16
2012-06-28,31
2012-06-29,0
2012-06-30,0
2012-07-01,19
2012-07-02,31
2012-07-03,0
2012-07-04,16
2012-07-05,16
2012-07-06,0
2012-07-07,0
2012-07-08,19
2012-07-09,31
2012-07-10,61
2012-07-11,16
2012-07-12,64
2012-07-13,33
2012-07-14,20
2012-07-15,0
2012-07-16,31
2012-07-17,47
2012-07-18,47
2012-07-19,16
2012-07-20,17
2012-07-21,20
2012-07-22,0
2012-07-23,32
2012-07-24,47
2012-07-25,16
2012-07-26,32
2012-07-27,17
2012-07-28,19
2012-07-29,19
2012-07-30,63
2012-07-31,78
2012-08-01,32
2012-08-02,16
2012-08-03,50
2012-08-04,0
2012-08-05,19
2012-08-06,47
2012-08-07,16
2012-08-08,16
2012-08-09,48
2012-08-10,50
2012-08-11,39
2012-08-12,0
2012-08-13,47
2012-08-14,31
2012-08-15,33
2012-08-16,16
2012-08-17,17
2012-08-18,0
2012-08-19,0
2012-08-20,64
2012-08-21,16
2012-08-22,16
2012-08-23,64
2012-08-24,66
2012-08-25,58
2012-08-26,0
2012-08-27,45
2012-08-28,46
2012-08-29,15
2012-08-30,78
2012-08-31,16
2012-09-01,19
2012-09-02,19
2012-09-03,0
2012-09-04,45
2012-09-05,0
2012-09-06,46
2012-09-07,32
2012-09-08,19
2012-09-09,0
2012-09-10,89
2012-09-11,60
2012-09-12,45
2012-09-13,60
2012-09-14,63
2012-09-15,19
2012-09-16,0
2012-09-17,60
2012-09-18,15
2012-09-19,60
2012-09-20,30
2012-09-21,32
2012-09-22,18
2012-09-23,17
2012-09-24,44
2012-09-25,74
2012-09-26,30
2012-09-27,46
2012-09-28,79
2012-09-29,18
2012-09-30,0
2012-10-01,44
2012-10-02,30
2012-10-03,30
2012-10-04,44
2012-10-05,46
2012-10-06,0
2012-10-07,0
2012-10-08,14
2012-10-09,28
2012-10-10,29
2012-10-11,58
2012-10-12,61
2012-10-13,70
2012-10-14,0
2012-10-15,14
2012-10-16,28
2012-10-17,71
2012-10-18,29
2012-10-19,30
2012-10-20,17
2012-10-21,0
2012-10-22,28
2012-10-23,14
2012-10-24,43
2012-10-25,44
2012-10-26,31
2012-10-27,0
2012-10-28,33
2012-10-29,42
2012-10-30,28
2012-10-31,29
2012-11-01,60
2012-11-02,92
2012-11-03,0
2012-11-04,17
2012-11-05,14
2012-11-06,28
2012-11-07,54
2012-11-08,28
2012-11-09,15
2012-11-10,17
2012-11-11,0
2012-11-12,56
2012-11-13,28
2012-11-14,100
2012-11-15,29
2012-11-16,30
2012-11-17,0
2012-11-18,0
2012-11-19,14
2012-11-20,42
2012-11-21,28
2012-11-22,0
2012-11-23,15
2012-11-24,0
2012-11-25,0
2012-11-26,27
2012-11-27,27
2012-11-28,55
2012-11-29,28
2012-11-30,44
2012-12-01,33
2012-12-02,0
2012-12-03,0
2012-12-04,27
2012-12-05,41
2012-12-06,42
2012-12-07,14
2012-12-08,34
2012-12-09,16
2012-12-10,27
2012-12-11,0
2012-12-12,14
2012-12-13,28
2012-12-14,43
2012-12-15,0
2012-12-16,0
2012-12-17,69
2012-12-18,70
2012-12-19,43
2012-12-20,14
2012-12-21,0
2012-12-22,35
2012-12-23,0
2012-12-24,35
2012-12-25,56
2012-12-26,32
2012-12-27,15
2012-12-28,30
2012-12-29,0
2012-12-30,17
2012-12-31,34
2013-01-01,0
2013-01-02,28
2013-01-03,69
2013-01-04,29
2013-01-05,16
2013-01-06,16
2013-01-07,40
2013-01-08,40
2013-01-09,26
2013-01-10,40
2013-01-11,69
2013-01-12,32
2013-01-13,0
2013-01-14,66
2013-01-15,39
2013-01-16,53
2013-01-17,79
2013-01-18,41
2013-01-19,15
2013-01-20,0
2013-01-21,0
2013-01-22,90
2013-01-23,66
2013-01-24,40
2013-01-25,14
2013-01-26,15
2013-01-27,0
2013-01-28,13
2013-01-29,65
2013-01-30,51
2013-01-31,65
2013-02-01,68
2013-02-02,0
2013-02-03,0
2013-02-04,52
2013-02-05,64
2013-02-06,78
2013-02-07,27
2013-02-08,68
2013-02-09,16
2013-02-10,31
2013-02-11,13
2013-02-12,40
2013-02-13,0
2013-02-14,40
2013-02-15,27
2013-02-16,31
2013-02-17,0
2013-02-18,0
2013-02-19,0
