date,BIDU stock
2016-09-11,9
2016-09-12,16
2016-09-13,32
2016-09-14,16
2016-09-15,24
2016-09-16,29
2016-09-17,0
2016-09-18,13
2016-09-19,24
2016-09-20,58
2016-09-21,55
2016-09-22,36
2016-09-23,25
2016-09-24,9
2016-09-25,0
2016-09-26,23
2016-09-27,31
2016-09-28,8
2016-09-29,32
2016-09-30,29
2016-10-01,0
2016-10-02,9
2016-10-03,23
2016-10-04,16
2016-10-05,20
2016-10-06,24
2016-10-07,12
2016-10-08,9
2016-10-09,14
2016-10-10,8
2016-10-11,31
2016-10-12,28
2016-10-13,16
2016-10-14,37
2016-10-15,0
2016-10-16,0
2016-10-17,19
2016-10-18,12
2016-10-19,12
2016-10-20,16
2016-10-21,24
2016-10-22,0
2016-10-23,0
2016-10-24,27
2016-10-25,8
2016-10-26,23
2016-10-27,52
2016-10-28,62
2016-10-29,18
2016-10-30,0
2016-10-31,32
2016-11-01,12
2016-11-02,36
2016-11-03,12
2016-11-04,24
2016-11-05,13
2016-11-06,0
2016-11-07,27
2016-11-08,23
2016-11-09,25
2016-11-10,24
2016-11-11,28
2016-11-12,27
2016-11-13,9
2016-11-14,23
2016-11-15,43
2016-11-16,15
2016-11-17,19
2016-11-18,40
2016-11-19,9
2016-11-20,26
2016-11-21,19
2016-11-22,19
2016-11-23,27
2016-11-24,8
2016-11-25,56
2016-11-26,17
2016-11-27,8
2016-11-28,29
2016-11-29,29
2016-11-30,22
2016-12-01,15
2016-12-02,20
2016-12-03,9
2016-12-04,8
2016-12-05,37
2016-12-06,14
2016-12-07,15
2016-12-08,45
2016-12-09,19
2016-12-10,9
2016-12-11,0
2016-12-12,29
2016-12-13,22
2016-12-14,22
2016-12-15,23
2016-12-16,28
2016-12-17,9
2016-12-18,0
2016-12-19,15
2016-12-20,16
2016-12-21,32
2016-12-22,41
2016-12-23,33
2016-12-24,14
2016-12-25,0
2016-12-26,8
2016-12-27,12
2016-12-28,32
2016-12-29,28
2016-12-30,51
2016-12-31,9
2017-01-01,10
2017-01-02,8
2017-01-03,46
2017-01-04,34
2017-01-05,38
2017-01-06,20
2017-01-07,8
2017-01-08,8
2017-01-09,22
2017-01-10,33
2017-01-11,29
2017-01-12,26
2017-01-13,42
2017-01-14,17
2017-01-15,8
2017-01-16,11
2017-01-17,29
2017-01-18,18
2017-01-19,18
2017-01-20,15
2017-01-21,17
2017-01-22,0
2017-01-23,35
2017-01-24,43
2017-01-25,40
2017-01-26,29
2017-01-27,0
2017-01-28,17
2017-01-29,0
2017-01-30,25
2017-01-31,36
2017-02-01,25
2017-02-02,18
2017-02-03,19
2017-02-04,16
2017-02-05,0
2017-02-06,14
2017-02-07,28
2017-02-08,39
2017-02-09,29
2017-02-10,34
2017-02-11,8
2017-02-12,12
2017-02-13,28
2017-02-14,28
2017-02-15,36
2017-02-16,43
2017-02-17,36
2017-02-18,8
2017-02-19,0
2017-02-20,18
2017-02-21,11
2017-02-22,46
2017-02-23,76
2017-02-24,81
2017-02-25,17
2017-02-26,12
2017-02-27,38
2017-02-28,64
2017-03-01,34
2017-03-02,21
2017-03-03,29
2017-03-04,20
2017-03-05,0
2017-03-06,31
2017-03-07,27
2017-03-08,42
2017-03-09,25
2017-03-10,18
2017-03-11,12
2017-03-12,15
2017-03-13,26
2017-03-14,32
2017-03-15,28
2017-03-16,29
2017-03-17,33
2017-03-18,8
2017-03-19,0
2017-03-20,32
2017-03-21,21
2017-03-22,28
2017-03-23,39
2017-03-24,26
2017-03-25,0
2017-03-26,8
2017-03-27,25
2017-03-28,43
2017-03-29,29
2017-03-30,33
2017-03-31,22
2017-04-01,0
2017-04-02,8
2017-04-03,32
2017-04-04,46
2017-04-05,32
2017-04-06,22
2017-04-07,15
2017-04-08,25
2017-04-09,8
2017-04-10,32
2017-04-11,18
2017-04-12,22
2017-04-13,11
2017-04-14,16
2017-04-15,0
2017-04-16,0
2017-04-17,33
2017-04-18,28
2017-04-19,35
2017-04-20,25
2017-04-21,23
2017-04-22,8
2017-04-23,8
2017-04-24,32
2017-04-25,25
2017-04-26,35
2017-04-27,36
2017-04-28,100
2017-04-29,13
2017-04-30,8
2017-05-01,42
2017-05-02,28
2017-05-03,39
2017-05-04,32
2017-05-05,30
2017-05-06,8
2017-05-07,8
2017-05-08,32
2017-05-09,42
2017-05-10,36
2017-05-11,43
2017-05-12,37
2017-05-13,17
2017-05-14,0
2017-05-15,45
2017-05-16,42
2017-05-17,53
2017-05-18,34
2017-05-19,64
2017-05-20,9
2017-05-21,9
2017-05-22,19
2017-05-23,34
2017-05-24,62
2017-05-25,27
2017-05-26,45
2017-05-27,32
2017-05-28,9
2017-05-29,0
