date,Ulta,isPartial
2010-08-24,46,False
2010-08-25,43,False
2010-08-26,47,False
2010-08-27,44,False
2010-08-28,47,False
2010-08-29,46,False
2010-08-30,40,False
2010-08-31,36,False
2010-09-01,47,False
2010-09-02,39,False
2010-09-03,42,False
2010-09-04,55,False
2010-09-05,47,False
2010-09-06,41,False
2010-09-07,38,False
2010-09-08,27,False
2010-09-09,47,False
2010-09-10,44,False
2010-09-11,55,False
2010-09-12,51,False
2010-09-13,38,False
2010-09-14,44,False
2010-09-15,35,False
2010-09-16,37,False
2010-09-17,48,False
2010-09-18,52,False
2010-09-19,46,False
2010-09-20,41,False
2010-09-21,40,False
2010-09-22,36,False
2010-09-23,40,False
2010-09-24,40,False
2010-09-25,44,False
2010-09-26,49,False
2010-09-27,36,False
2010-09-28,40,False
2010-09-29,39,False
2010-09-30,48,False
2010-10-01,44,False
2010-10-02,54,False
2010-10-03,48,False
2010-10-04,48,False
2010-10-05,41,False
2010-10-06,47,False
2010-10-07,38,False
2010-10-08,46,False
2010-10-09,47,False
2010-10-10,49,False
2010-10-11,49,False
2010-10-12,36,False
2010-10-13,32,False
2010-10-14,46,False
2010-10-15,45,False
2010-10-16,50,False
2010-10-17,45,False
2010-10-18,37,False
2010-10-19,39,False
2010-10-20,34,False
2010-10-21,36,False
2010-10-22,50,False
2010-10-23,60,False
2010-10-24,64,False
2010-10-25,34,False
2010-10-26,41,False
2010-10-27,46,False
2010-10-28,38,False
2010-10-29,46,False
2010-10-30,44,False
2010-10-31,44,False
2010-11-01,38,False
2010-11-02,47,False
2010-11-03,40,False
2010-11-04,45,False
2010-11-05,43,False
2010-11-06,48,False
2010-11-07,55,False
2010-11-08,45,False
2010-11-09,40,False
2010-11-10,46,False
2010-11-11,43,False
2010-11-12,48,False
2010-11-13,56,False
2010-11-14,62,False
2010-11-15,48,False
2010-11-16,49,False
2010-11-17,47,False
2010-11-18,49,False
2010-11-19,57,False
2010-11-20,56,False
2010-11-21,54,False
2010-11-22,46,False
2010-11-23,48,False
2010-11-24,56,False
2010-11-25,49,False
2010-11-26,95,False
2010-11-27,76,False
2010-11-28,64,False
2010-11-29,67,False
2010-11-30,63,False
2010-12-01,51,False
2010-12-02,53,False
2010-12-03,59,False
2010-12-04,67,False
2010-12-05,76,False
2010-12-06,67,False
2010-12-07,57,False
2010-12-08,67,False
2010-12-09,64,False
2010-12-10,65,False
2010-12-11,74,False
2010-12-12,65,False
2010-12-13,74,False
2010-12-14,64,False
2010-12-15,66,False
2010-12-16,64,False
2010-12-17,91,False
2010-12-18,100,False
2010-12-19,90,False
2010-12-20,91,False
2010-12-21,84,False
2010-12-22,96,False
2010-12-23,95,False
2010-12-24,88,False
2010-12-25,38,False
2010-12-26,79,False
2010-12-27,75,False
2010-12-28,69,False
2010-12-29,63,False
2010-12-30,67,False
2010-12-31,58,False
2011-01-01,63,False
2011-01-02,65,False
2011-01-03,50,False
2011-01-04,43,False
2011-01-05,45,False
2011-01-06,41,False
2011-01-07,46,False
2011-01-08,50,False
2011-01-09,62,False
2011-01-10,38,False
2011-01-11,42,False
2011-01-12,52,False
2011-01-13,44,False
2011-01-14,49,False
2011-01-15,50,False
2011-01-16,57,False
2011-01-17,47,False
2011-01-18,32,False
2011-01-19,43,False
2011-01-20,43,False
2011-01-21,47,False
2011-01-22,59,False
2011-01-23,68,False
2011-01-24,44,False
2011-01-25,40,False
2011-01-26,47,False
2011-01-27,45,False
2011-01-28,49,False
2011-01-29,71,False
2011-01-30,71,False
2011-01-31,43,False
2011-02-01,43,False
2011-02-02,42,False
2011-02-03,42,False
2011-02-04,52,False
2011-02-05,59,False
2011-02-06,48,False
2011-02-07,43,False
2011-02-08,39,False
2011-02-09,52,False
2011-02-10,40,False
2011-02-11,45,False
2011-02-12,59,False
2011-02-13,70,False
2011-02-14,48,False
2011-02-15,40,False
2011-02-16,48,False
2011-02-17,44,False
2011-02-18,55,False
2011-02-19,67,False
2011-02-20,63,False
2011-02-21,56,False
2011-02-22,46,False
2011-02-23,48,False
2011-02-24,49,False
2011-02-25,47,False
2011-02-26,59,False
2011-02-27,59,False
2011-02-28,40,False
2011-03-01,40,False
2011-03-02,41,False
2011-03-03,52,False
2011-03-04,60,False
2011-03-05,52,False
2011-03-06,73,False
2011-03-07,48,False
2011-03-08,43,False
2011-03-09,49,False
2011-03-10,50,False
2011-03-11,55,False
2011-03-12,45,False
2011-03-13,44,False
2011-03-14,47,False
2011-03-15,40,False
2011-03-16,44,False
2011-03-17,53,False
2011-03-18,38,False
2011-03-19,60,False
2011-03-20,67,False
2011-03-21,43,False
2011-03-22,44,False
2011-03-23,41,False
2011-03-24,48,False
2011-03-25,53,False
2011-03-26,63,False
2011-03-27,56,False
2011-03-28,46,False
2011-03-29,51,False
2011-03-30,42,False
2011-03-31,42,False
2011-04-01,62,False
2011-04-02,63,False
2011-04-03,60,False
2011-04-04,47,False
2011-04-05,40,False
2011-04-06,56,False
2011-04-07,47,False
2011-04-08,53,False
2011-04-09,64,False
2011-04-10,70,False
2011-04-11,44,False
2011-04-12,39,False
2011-04-13,52,False
2011-04-14,45,False
2011-04-15,58,False
2011-04-16,69,False
2011-04-17,77,False
2011-04-18,44,False
2011-04-19,51,False
2011-04-20,47,False
2011-04-21,62,False
2011-04-22,65,False
2011-04-23,63,False
2011-04-24,48,False
2011-04-25,55,False
2011-04-26,55,False
2011-04-27,51,False
2011-04-28,53,False
2011-04-29,53,False
2011-04-30,65,False
2011-05-01,57,False
2011-05-02,49,False
2011-05-03,53,False
2011-05-04,52,False
2011-05-05,60,False
2011-05-06,65,False
2011-05-07,79,False
2011-05-08,65,False
2011-05-09,49,False
2011-05-10,50,False
2011-05-11,58,False
