date,Ulta,isPartial
2017-05-29,19,False
2017-05-30,16,False
2017-05-31,17,False
2017-06-01,19,False
2017-06-02,21,False
2017-06-03,23,False
2017-06-04,19,False
2017-06-05,17,False
2017-06-06,17,False
2017-06-07,16,False
2017-06-08,16,False
2017-06-09,18,False
2017-06-10,20,False
2017-06-11,19,False
2017-06-12,16,False
2017-06-13,15,False
2017-06-14,16,False
2017-06-15,16,False
2017-06-16,19,False
2017-06-17,21,False
2017-06-18,18,False
2017-06-19,16,False
2017-06-20,16,False
2017-06-21,18,False
2017-06-22,20,False
2017-06-23,22,False
2017-06-24,23,False
2017-06-25,22,False
2017-06-26,19,False
2017-06-27,18,False
2017-06-28,19,False
2017-06-29,20,False
2017-06-30,21,False
2017-07-01,25,False
2017-07-02,24,False
2017-07-03,19,False
2017-07-04,19,False
2017-07-05,17,False
2017-07-06,19,False
2017-07-07,22,False
2017-07-08,22,False
2017-07-09,21,False
2017-07-10,17,False
2017-07-11,19,False
2017-07-12,17,False
2017-07-13,19,False
2017-07-14,21,False
2017-07-15,22,False
2017-07-16,21,False
2017-07-17,17,False
2017-07-18,17,False
2017-07-19,18,False
2017-07-20,19,False
2017-07-21,20,False
2017-07-22,21,False
2017-07-23,21,False
2017-07-24,16,False
2017-07-25,18,False
2017-07-26,17,False
2017-07-27,19,False
2017-07-28,24,False
2017-07-29,36,False
2017-07-30,23,False
2017-07-31,19,False
2017-08-01,18,False
2017-08-02,20,False
2017-08-03,20,False
2017-08-04,20,False
2017-08-05,24,False
2017-08-06,23,False
2017-08-07,19,False
2017-08-08,18,False
2017-08-09,20,False
2017-08-10,22,False
2017-08-11,22,False
2017-08-12,25,False
2017-08-13,24,False
2017-08-14,17,False
2017-08-15,19,False
2017-08-16,18,False
2017-08-17,19,False
2017-08-18,20,False
2017-08-19,23,False
2017-08-20,22,False
2017-08-21,16,False
2017-08-22,16,False
2017-08-23,16,False
2017-08-24,17,False
2017-08-25,19,False
2017-08-26,21,False
2017-08-27,21,False
2017-08-28,16,False
2017-08-29,16,False
2017-08-30,17,False
2017-08-31,18,False
2017-09-01,21,False
2017-09-02,28,False
2017-09-03,28,False
2017-09-04,26,False
2017-09-05,18,False
2017-09-06,18,False
2017-09-07,19,False
2017-09-08,20,False
2017-09-09,26,False
2017-09-10,24,False
2017-09-11,18,False
2017-09-12,19,False
2017-09-13,17,False
2017-09-14,19,False
2017-09-15,24,False
2017-09-16,27,False
2017-09-17,26,False
2017-09-18,18,False
2017-09-19,17,False
2017-09-20,22,False
2017-09-21,19,False
2017-09-22,21,False
2017-09-23,26,False
2017-09-24,23,False
2017-09-25,17,False
2017-09-26,16,False
2017-09-27,17,False
2017-09-28,17,False
2017-09-29,21,False
2017-09-30,24,False
2017-10-01,23,False
2017-10-02,17,False
2017-10-03,16,False
2017-10-04,17,False
2017-10-05,17,False
2017-10-06,21,False
2017-10-07,23,False
2017-10-08,24,False
2017-10-09,17,False
2017-10-10,17,False
2017-10-11,17,False
2017-10-12,18,False
2017-10-13,20,False
2017-10-14,23,False
2017-10-15,27,False
2017-10-16,18,False
2017-10-17,18,False
2017-10-18,18,False
2017-10-19,19,False
2017-10-20,22,False
2017-10-21,23,False
2017-10-22,23,False
2017-10-23,18,False
2017-10-24,17,False
2017-10-25,18,False
2017-10-26,20,False
2017-10-27,25,False
2017-10-28,28,False
2017-10-29,24,False
2017-10-30,18,False
2017-10-31,14,False
2017-11-01,16,False
2017-11-02,19,False
2017-11-03,20,False
2017-11-04,27,False
2017-11-05,26,False
2017-11-06,19,False
2017-11-07,19,False
2017-11-08,18,False
2017-11-09,20,False
2017-11-10,24,False
2017-11-11,27,False
2017-11-12,25,False
2017-11-13,19,False
2017-11-14,22,False
2017-11-15,23,False
2017-11-16,23,False
2017-11-17,28,False
2017-11-18,32,False
2017-11-19,31,False
2017-11-20,25,False
2017-11-21,27,False
2017-11-22,32,False
2017-11-23,58,False
2017-11-24,100,False
2017-11-25,46,False
2017-11-26,35,False
2017-11-27,48,False
2017-11-28,31,False
2017-11-29,22,False
2017-11-30,24,False
2017-12-01,27,False
2017-12-02,31,False
2017-12-03,31,False
2017-12-04,25,False
2017-12-05,25,False
2017-12-06,26,False
2017-12-07,26,False
2017-12-08,29,False
2017-12-09,34,False
2017-12-10,35,False
2017-12-11,29,False
2017-12-12,26,False
2017-12-13,28,False
2017-12-14,30,False
2017-12-15,33,False
2017-12-16,40,False
2017-12-17,43,False
2017-12-18,33,False
2017-12-19,34,False
2017-12-20,37,False
2017-12-21,40,False
2017-12-22,43,False
2017-12-23,50,False
2017-12-24,49,False
2017-12-25,28,False
2017-12-26,39,False
2017-12-27,34,False
2017-12-28,32,False
2017-12-29,33,False
2017-12-30,34,False
2017-12-31,33,False
2018-01-01,26,False
2018-01-02,23,False
2018-01-03,36,False
2018-01-04,34,False
2018-01-05,27,False
2018-01-06,32,False
2018-01-07,33,False
2018-01-08,21,False
2018-01-09,19,False
2018-01-10,18,False
2018-01-11,19,False
2018-01-12,22,False
2018-01-13,25,False
2018-01-14,24,False
2018-01-15,21,False
2018-01-16,17,False
2018-01-17,17,False
2018-01-18,17,False
2018-01-19,20,False
2018-01-20,24,False
2018-01-21,22,False
2018-01-22,17,False
2018-01-23,18,False
2018-01-24,17,False
2018-01-25,18,False
2018-01-26,20,False
2018-01-27,24,False
2018-01-28,24,False
2018-01-29,16,False
2018-01-30,16,False
2018-01-31,16,False
2018-02-01,19,False
2018-02-02,19,False
2018-02-03,27,False
2018-02-04,22,False
2018-02-05,16,False
2018-02-06,16,False
2018-02-07,17,False
2018-02-08,17,False
2018-02-09,18,False
2018-02-10,23,False
2018-02-11,22,False
2018-02-12,16,False
2018-02-13,18,False
