date,Ulta,isPartial
2013-02-19,63,False
2013-02-20,56,False
2013-02-21,58,False
2013-02-22,64,False
2013-02-23,81,False
2013-02-24,69,False
2013-02-25,52,False
2013-02-26,54,False
2013-02-27,55,False
2013-02-28,53,False
2013-03-01,61,False
2013-03-02,69,False
2013-03-03,82,False
2013-03-04,52,False
2013-03-05,55,False
2013-03-06,52,False
2013-03-07,67,False
2013-03-08,62,False
2013-03-09,74,False
2013-03-10,79,False
2013-03-11,54,False
2013-03-12,60,False
2013-03-13,60,False
2013-03-14,60,False
2013-03-15,68,False
2013-03-16,72,False
2013-03-17,78,False
2013-03-18,56,False
2013-03-19,54,False
2013-03-20,57,False
2013-03-21,63,False
2013-03-22,68,False
2013-03-23,84,False
2013-03-24,75,False
2013-03-25,65,False
2013-03-26,63,False
2013-03-27,68,False
2013-03-28,68,False
2013-03-29,83,False
2013-03-30,82,False
2013-03-31,65,False
2013-04-01,60,False
2013-04-02,55,False
2013-04-03,58,False
2013-04-04,60,False
2013-04-05,70,False
2013-04-06,88,False
2013-04-07,74,False
2013-04-08,57,False
2013-04-09,60,False
2013-04-10,49,False
2013-04-11,56,False
2013-04-12,69,False
2013-04-13,85,False
2013-04-14,86,False
2013-04-15,56,False
2013-04-16,57,False
2013-04-17,61,False
2013-04-18,66,False
2013-04-19,70,False
2013-04-20,85,False
2013-04-21,84,False
2013-04-22,55,False
2013-04-23,50,False
2013-04-24,62,False
2013-04-25,53,False
2013-04-26,69,False
2013-04-27,77,False
2013-04-28,65,False
2013-04-29,56,False
2013-04-30,54,False
2013-05-01,56,False
2013-05-02,54,False
2013-05-03,67,False
2013-05-04,63,False
2013-05-05,74,False
2013-05-06,59,False
2013-05-07,55,False
2013-05-08,66,False
2013-05-09,66,False
2013-05-10,77,False
2013-05-11,92,False
2013-05-12,82,False
2013-05-13,60,False
2013-05-14,58,False
2013-05-15,56,False
2013-05-16,63,False
2013-05-17,66,False
2013-05-18,73,False
2013-05-19,68,False
2013-05-20,56,False
2013-05-21,51,False
2013-05-22,56,False
2013-05-23,54,False
2013-05-24,62,False
2013-05-25,69,False
2013-05-26,68,False
2013-05-27,60,False
2013-05-28,60,False
2013-05-29,62,False
2013-05-30,69,False
2013-05-31,70,False
2013-06-01,80,False
2013-06-02,67,False
2013-06-03,58,False
2013-06-04,60,False
2013-06-05,59,False
2013-06-06,67,False
2013-06-07,70,False
2013-06-08,87,False
2013-06-09,79,False
2013-06-10,62,False
2013-06-11,61,False
2013-06-12,65,False
2013-06-13,67,False
2013-06-14,67,False
2013-06-15,73,False
2013-06-16,62,False
2013-06-17,53,False
2013-06-18,67,False
2013-06-19,59,False
2013-06-20,61,False
2013-06-21,64,False
2013-06-22,72,False
2013-06-23,73,False
2013-06-24,65,False
2013-06-25,60,False
2013-06-26,62,False
2013-06-27,68,False
2013-06-28,59,False
2013-06-29,71,False
2013-06-30,74,False
2013-07-01,57,False
2013-07-02,61,False
2013-07-03,66,False
2013-07-04,62,False
2013-07-05,65,False
2013-07-06,78,False
2013-07-07,84,False
2013-07-08,65,False
2013-07-09,69,False
2013-07-10,75,False
2013-07-11,68,False
2013-07-12,73,False
2013-07-13,80,False
2013-07-14,71,False
2013-07-15,63,False
2013-07-16,61,False
2013-07-17,74,False
2013-07-18,65,False
2013-07-19,70,False
2013-07-20,87,False
2013-07-21,82,False
2013-07-22,63,False
2013-07-23,69,False
2013-07-24,70,False
2013-07-25,70,False
2013-07-26,76,False
2013-07-27,87,False
2013-07-28,89,False
2013-07-29,70,False
2013-07-30,70,False
2013-07-31,65,False
2013-08-01,77,False
2013-08-02,80,False
2013-08-03,91,False
2013-08-04,84,False
2013-08-05,66,False
2013-08-06,69,False
2013-08-07,75,False
2013-08-08,84,False
2013-08-09,83,False
2013-08-10,90,False
2013-08-11,95,False
2013-08-12,72,False
2013-08-13,63,False
2013-08-14,65,False
2013-08-15,70,False
2013-08-16,67,False
2013-08-17,83,False
2013-08-18,75,False
2013-08-19,65,False
2013-08-20,65,False
2013-08-21,61,False
2013-08-22,59,False
2013-08-23,67,False
2013-08-24,83,False
2013-08-25,85,False
2013-08-26,57,False
2013-08-27,55,False
2013-08-28,55,False
2013-08-29,56,False
2013-08-30,61,False
2013-08-31,81,False
2013-09-01,88,False
2013-09-02,68,False
2013-09-03,58,False
2013-09-04,60,False
2013-09-05,58,False
2013-09-06,73,False
2013-09-07,99,False
2013-09-08,89,False
2013-09-09,54,False
2013-09-10,56,False
2013-09-11,60,False
2013-09-12,63,False
2013-09-13,73,False
