date,Ulta,isPartial
2017-01-19,46,False
2017-01-20,50,False
2017-01-21,60,False
2017-01-22,63,False
2017-01-23,48,False
2017-01-24,45,False
2017-01-25,43,False
2017-01-26,48,False
2017-01-27,53,False
2017-01-28,66,False
2017-01-29,66,False
2017-01-30,44,False
2017-01-31,41,False
2017-02-01,42,False
2017-02-02,45,False
2017-02-03,49,False
2017-02-04,61,False
2017-02-05,58,False
2017-02-06,40,False
2017-02-07,43,False
2017-02-08,43,False
2017-02-09,48,False
2017-02-10,49,False
2017-02-11,62,False
2017-02-12,66,False
2017-02-13,46,False
2017-02-14,46,False
2017-02-15,42,False
2017-02-16,48,False
2017-02-17,53,False
2017-02-18,62,False
2017-02-19,61,False
2017-02-20,51,False
2017-02-21,42,False
2017-02-22,45,False
2017-02-23,49,False
2017-02-24,52,False
2017-02-25,66,False
2017-02-26,65,False
2017-02-27,45,False
2017-02-28,48,False
2017-03-01,46,False
2017-03-02,49,False
2017-03-03,53,False
2017-03-04,62,False
2017-03-05,60,False
2017-03-06,48,False
2017-03-07,41,False
2017-03-08,46,False
2017-03-09,47,False
2017-03-10,57,False
2017-03-11,67,False
2017-03-12,64,False
2017-03-13,52,False
2017-03-14,46,False
2017-03-15,50,False
2017-03-16,52,False
2017-03-17,58,False
2017-03-18,68,False
2017-03-19,80,False
2017-03-20,61,False
2017-03-21,55,False
2017-03-22,53,False
2017-03-23,60,False
2017-03-24,63,False
2017-03-25,78,False
2017-03-26,75,False
2017-03-27,55,False
2017-03-28,54,False
2017-03-29,54,False
2017-03-30,56,False
2017-03-31,62,False
2017-04-01,74,False
2017-04-02,76,False
2017-04-03,51,False
2017-04-04,52,False
2017-04-05,49,False
2017-04-06,52,False
2017-04-07,59,False
2017-04-08,89,False
2017-04-09,69,False
2017-04-10,48,False
2017-04-11,44,False
2017-04-12,42,False
2017-04-13,53,False
2017-04-14,63,False
2017-04-15,60,False
2017-04-16,59,False
2017-04-17,43,False
2017-04-18,44,False
2017-04-19,45,False
2017-04-20,48,False
2017-04-21,55,False
2017-04-22,62,False
2017-04-23,62,False
2017-04-24,45,False
2017-04-25,41,False
2017-04-26,44,False
2017-04-27,45,False
2017-04-28,46,False
2017-04-29,57,False
2017-04-30,61,False
2017-05-01,50,False
2017-05-02,43,False
2017-05-03,45,False
2017-05-04,46,False
2017-05-05,51,False
2017-05-06,58,False
2017-05-07,59,False
2017-05-08,48,False
2017-05-09,51,False
2017-05-10,46,False
2017-05-11,52,False
2017-05-12,59,False
2017-05-13,70,False
2017-05-14,63,False
2017-05-15,48,False
2017-05-16,46,False
2017-05-17,43,False
2017-05-18,47,False
2017-05-19,54,False
2017-05-20,65,False
2017-05-21,63,False
2017-05-22,42,False
