date,Ulta,isPartial
2018-02-13,47,False
2018-02-14,48,False
2018-02-15,47,False
2018-02-16,58,False
2018-02-17,63,False
2018-02-18,68,False
2018-02-19,53,False
2018-02-20,42,False
2018-02-21,48,False
2018-02-22,51,False
2018-02-23,58,False
2018-02-24,66,False
2018-02-25,67,False
2018-02-26,47,False
2018-02-27,46,False
2018-02-28,51,False
2018-03-01,51,False
2018-03-02,53,False
2018-03-03,67,False
2018-03-04,67,False
2018-03-05,48,False
2018-03-06,48,False
2018-03-07,48,False
2018-03-08,46,False
2018-03-09,55,False
2018-03-10,68,False
2018-03-11,69,False
2018-03-12,53,False
2018-03-13,48,False
2018-03-14,51,False
2018-03-15,56,False
2018-03-16,66,False
2018-03-17,73,False
2018-03-18,79,False
2018-03-19,62,False
2018-03-20,57,False
2018-03-21,60,False
2018-03-22,61,False
2018-03-23,65,False
2018-03-24,79,False
2018-03-25,82,False
2018-03-26,57,False
2018-03-27,59,False
2018-03-28,58,False
2018-03-29,63,False
2018-03-30,76,False
2018-03-31,94,False
2018-04-01,74,False
2018-04-02,59,False
2018-04-03,55,False
2018-04-04,57,False
2018-04-05,58,False
2018-04-06,66,False
2018-04-07,100,False
2018-04-08,73,False
2018-04-09,49,False
2018-04-10,48,False
2018-04-11,47,False
2018-04-12,49,False
2018-04-13,55,False
2018-04-14,63,False
2018-04-15,62,False
2018-04-16,48,False
2018-04-17,49,False
2018-04-18,48,False
2018-04-19,58,False
2018-04-20,63,False
2018-04-21,81,False
2018-04-22,68,False
2018-04-23,51,False
2018-04-24,45,False
2018-04-25,45,False
2018-04-26,47,False
2018-04-27,50,False
2018-04-28,62,False
2018-04-29,59,False
2018-04-30,44,False
2018-05-01,48,False
2018-05-02,44,False
2018-05-03,52,False
2018-05-04,52,False
2018-05-05,55,False
2018-05-06,57,False
2018-05-07,46,False
2018-05-08,47,False
2018-05-09,48,False
2018-05-10,53,False
2018-05-11,56,False
2018-05-12,66,False
2018-05-13,64,False
2018-05-14,48,False
2018-05-15,47,False
2018-05-16,45,False
2018-05-17,48,False
2018-05-18,55,False
2018-05-19,60,False
2018-05-20,62,False
2018-05-21,47,False
2018-05-22,45,False
2018-05-23,46,False
2018-05-24,46,False
2018-05-25,54,False
2018-05-26,58,False
2018-05-27,57,False
2018-05-28,56,False
2018-05-29,45,False
2018-05-30,49,False
2018-05-31,51,False
2018-06-01,58,False
2018-06-02,63,False
2018-06-03,59,False
2018-06-04,51,False
2018-06-05,44,False
2018-06-06,49,False
2018-06-07,48,False
2018-06-08,47,False
2018-06-09,55,False
2018-06-10,55,False
2018-06-11,44,False
2018-06-12,44,False
2018-06-13,46,False
2018-06-14,46,False
2018-06-15,54,False
2018-06-16,58,False
2018-06-17,48,False
2018-06-18,44,False
2018-06-19,43,False
2018-06-20,49,False
2018-06-21,52,False
2018-06-22,57,False
2018-06-23,61,False
2018-06-24,62,False
2018-06-25,47,False
2018-06-26,46,False
2018-06-27,46,False
2018-06-28,55,False
2018-06-29,61,False
