date,Ulta,isPartial
2015-04-10,26,False
2015-04-11,31,False
2015-04-12,32,False
2015-04-13,22,False
2015-04-14,21,False
2015-04-15,23,False
2015-04-16,24,False
2015-04-17,27,False
2015-04-18,32,False
2015-04-19,29,False
2015-04-20,24,False
2015-04-21,23,False
2015-04-22,24,False
2015-04-23,23,False
2015-04-24,26,False
2015-04-25,28,False
2015-04-26,31,False
2015-04-27,21,False
2015-04-28,23,False
2015-04-29,19,False
2015-04-30,25,False
2015-05-01,27,False
2015-05-02,26,False
2015-05-03,26,False
2015-05-04,20,False
2015-05-05,19,False
2015-05-06,20,False
2015-05-07,26,False
2015-05-08,27,False
2015-05-09,32,False
2015-05-10,29,False
2015-05-11,22,False
2015-05-12,21,False
2015-05-13,23,False
2015-05-14,25,False
2015-05-15,24,False
2015-05-16,28,False
2015-05-17,28,False
2015-05-18,20,False
2015-05-19,21,False
2015-05-20,22,False
2015-05-21,22,False
2015-05-22,25,False
2015-05-23,27,False
2015-05-24,25,False
2015-05-25,23,False
2015-05-26,20,False
2015-05-27,23,False
2015-05-28,25,False
2015-05-29,25,False
2015-05-30,29,False
2015-05-31,29,False
2015-06-01,20,False
2015-06-02,22,False
2015-06-03,22,False
2015-06-04,24,False
2015-06-05,25,False
2015-06-06,29,False
2015-06-07,27,False
2015-06-08,21,False
2015-06-09,21,False
2015-06-10,21,False
2015-06-11,21,False
2015-06-12,24,False
2015-06-13,23,False
2015-06-14,26,False
2015-06-15,21,False
2015-06-16,22,False
2015-06-17,21,False
2015-06-18,21,False
2015-06-19,26,False
2015-06-20,27,False
2015-06-21,24,False
2015-06-22,21,False
2015-06-23,21,False
2015-06-24,22,False
2015-06-25,26,False
2015-06-26,24,False
2015-06-27,30,False
2015-06-28,30,False
2015-06-29,24,False
2015-06-30,23,False
2015-07-01,25,False
2015-07-02,28,False
2015-07-03,30,False
2015-07-04,31,False
2015-07-05,30,False
2015-07-06,24,False
2015-07-07,24,False
2015-07-08,25,False
2015-07-09,26,False
2015-07-10,27,False
2015-07-11,30,False
2015-07-12,29,False
2015-07-13,22,False
2015-07-14,27,False
2015-07-15,26,False
2015-07-16,26,False
2015-07-17,27,False
2015-07-18,30,False
2015-07-19,29,False
2015-07-20,24,False
2015-07-21,24,False
2015-07-22,24,False
2015-07-23,27,False
2015-07-24,27,False
2015-07-25,32,False
2015-07-26,31,False
2015-07-27,24,False
2015-07-28,24,False
2015-07-29,23,False
2015-07-30,25,False
2015-07-31,27,False
2015-08-01,32,False
2015-08-02,29,False
2015-08-03,25,False
2015-08-04,24,False
2015-08-05,27,False
2015-08-06,26,False
2015-08-07,30,False
2015-08-08,30,False
2015-08-09,31,False
2015-08-10,27,False
2015-08-11,24,False
2015-08-12,26,False
2015-08-13,25,False
2015-08-14,29,False
2015-08-15,31,False
2015-08-16,31,False
2015-08-17,24,False
2015-08-18,24,False
2015-08-19,27,False
2015-08-20,24,False
2015-08-21,26,False
2015-08-22,31,False
2015-08-23,30,False
2015-08-24,24,False
2015-08-25,22,False
2015-08-26,21,False
2015-08-27,22,False
2015-08-28,24,False
2015-08-29,28,False
2015-08-30,33,False
2015-08-31,21,False
2015-09-01,23,False
2015-09-02,22,False
2015-09-03,24,False
2015-09-04,27,False
2015-09-05,31,False
2015-09-06,35,False
